method,dataset,seed,round,phase,total_rounds,client_frac,local_epochs,lr,batch_size,num_clients,k_config,model_downloads,model_uploads,assignment_model_evals,model_transmissions,runtime_sec,split_file,client_avg_loss,sample_avg_loss,client_avg_acc,micro_acc,global_macro_f1,client_avg_macro_f1,worst_client_acc,best_client_acc,acc_std,num_eval_samples,ari,nmi,purity,k_pred,acc,f1,num_selected_clients,cluster_sizes,num_empty_clusters,cluster_split_events,split_probe_downloads,split_probe_uploads,eps_1,eps_2,clustering_interval,min_cluster_size,split_center_init,updated_clusters
cfl,cicids2017,42,32,clustered,50,0.2,2,0.01,64,100,,3340,3340,0,6680,31.41313934326172,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.2026063884019852,0.20260638840198517,0.8923000000000001,0.8923,0.7867697246666545,0.7828706299169238,0.8,0.96,0.03233743960179904,10000.0,0.0,0.0,0.5,1.0,0.8923,0.7867697246666545,20,[100],0,0,2700,2700,0.4,1.6,1,4,parent,[0]
cfl,cicids2017,42,33,clustered,50,0.2,2,0.01,64,100,,3460,3460,0,6920,32.43669867515564,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.2005073262214661,0.20050732622146605,0.8977,0.8977,0.801958312863702,0.7977333744062503,0.81,0.96,0.031204326623082257,10000.0,0.0,0.0,0.5,1.0,0.8977,0.801958312863702,20,[100],0,0,2800,2800,0.4,1.6,1,4,parent,[0]
cfl,cicids2017,42,34,clustered,50,0.2,2,0.01,64,100,,3580,3580,0,7160,33.47530388832092,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.1985590710163116,0.19855907101631165,0.9067000000000002,0.9067,0.8283125993654632,0.8240985782954167,0.84,0.98,0.027750855842658257,10000.0,0.0,0.0,0.5,1.0,0.9067,0.8283125993654632,20,[100],0,0,2900,2900,0.4,1.6,1,4,parent,[0]
cfl,cicids2017,42,35,clustered,50,0.2,2,0.01,64,100,,3700,3700,0,7400,34.574528217315674,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.1966532906293869,0.1966532906293869,0.9178000000000002,0.9178,0.8554378986537364,0.8526132117134348,0.85,0.99,0.02776976773399445,10000.0,0.0,0.0,0.5,1.0,0.9178,0.8554378986537364,20,[100],0,0,3000,3000,0.4,1.6,1,4,parent,[0]
cfl,cicids2017,42,36,clustered,50,0.2,2,0.01,64,100,,3820,3820,0,7640,35.73235750198364,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.19483411622047422,0.19483411622047425,0.9278,0.9278,0.8762004102053111,0.8750254393139365,0.86,0.99,0.026667583317578646,10000.0,0.0,0.0,0.5,1.0,0.9278,0.8762004102053111,20,[100],0,0,3100,3100,0.4,1.6,1,4,parent,[0]
cfl,cicids2017,42,37,clustered,50,0.2,2,0.01,64,100,,3940,3940,0,7880,36.865418910980225,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.1930644752979279,0.19306447529792786,0.9371999999999998,0.9372,0.8948571835748704,0.8933781817048324,0.89,0.99,0.024044957891416627,10000.0,0.0,0.0,0.5,1.0,0.9372,0.8948571835748704,20,[100],0,0,3200,3200,0.4,1.6,1,4,parent,[0]
cfl,cicids2017,42,38,clustered,50,0.2,2,0.01,64,100,,4060,4060,0,8120,37.901931285858154,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.19138986101150515,0.19138986101150512,0.9326999999999999,0.9327,0.8866714722677431,0.885247761541514,0.87,0.99,0.026109576787071806,10000.0,0.0,0.0,0.5,1.0,0.9327,0.8866714722677431,20,[100],0,0,3300,3300,0.4,1.6,1,4,parent,[0]
cfl,cicids2017,42,39,clustered,50,0.2,2,0.01,64,100,,4180,4180,0,8360,38.92880129814148,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.19005181944370272,0.1900518194437027,0.9368,0.9368,0.8950325412409172,0.8935398537096454,0.88,0.99,0.025174590364095282,10000.0,0.0,0.0,0.5,1.0,0.9368,0.8950325412409172,20,[100],0,0,3400,3400,0.4,1.6,1,4,parent,[0]
cfl,cicids2017,42,40,clustered,50,0.2,2,0.01,64,100,,4300,4300,0,8600,39.90749740600586,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.1884046035528183,0.1884046035528183,0.9366,0.9366,0.8949642202408785,0.8934632929634069,0.87,0.99,0.025267370262850836,10000.0,0.0,0.0,0.5,1.0,0.9366,0.8949642202408785,20,[100],0,0,3500,3500,0.4,1.6,1,4,parent,[0]
cfl,cicids2017,42,41,clustered,50,0.2,2,0.01,64,100,,4420,4420,0,8840,41.00302743911743,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.18709722592830658,0.18709722592830658,0.9337999999999999,0.9338,0.8893527160632244,0.8877538194718341,0.86,0.99,0.02730494460715859,10000.0,0.0,0.0,0.5,1.0,0.9338,0.8893527160632244,20,[100],0,0,3600,3600,0.4,1.6,1,4,parent,[0]
cfl,cicids2017,42,42,clustered,50,0.2,2,0.01,64,100,,4540,4540,0,9080,42.02541208267212,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.18576127243041993,0.18576127243041993,0.9329,0.9329,0.8878246796370648,0.8863201714618557,0.86,0.99,0.027213783272452198,10000.0,0.0,0.0,0.5,1.0,0.9329,0.8878246796370648,20,[100],0,0,3700,3700,0.4,1.6,1,4,parent,[0]
cfl,cicids2017,42,43,clustered,50,0.2,2,0.01,64,100,,4660,4660,0,9320,43.022324562072754,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.18431769793033603,0.184317697930336,0.9367,0.9367,0.895586552438685,0.8939631242786501,0.87,0.99,0.025963628405906578,10000.0,0.0,0.0,0.5,1.0,0.9367,0.895586552438685,20,[100],0,0,3800,3800,0.4,1.6,1,4,parent,[0]
cfl,cicids2017,42,44,clustered,50,0.2,2,0.01,64,100,,4780,4780,0,9560,44.07541084289551,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.1830440968751908,0.18304409687519074,0.9330999999999999,0.9331,0.8884895458949277,0.8869972177403926,0.86,0.99,0.027301831440399726,10000.0,0.0,0.0,0.5,1.0,0.9331,0.8884895458949277,20,[100],0,0,3900,3900,0.4,1.6,1,4,parent,[0]
cfl,cicids2017,42,45,clustered,50,0.2,2,0.01,64,100,,4900,4900,0,9800,45.13548183441162,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.18178422694206234,0.18178422694206237,0.9323999999999999,0.9324,0.8875832806670981,0.8860632067965191,0.86,0.99,0.027463430230034974,10000.0,0.0,0.0,0.5,1.0,0.9324,0.8875832806670981,20,[100],0,0,4000,4000,0.4,1.6,1,4,parent,[0]
cfl,cicids2017,42,46,clustered,50,0.2,2,0.01,64,100,,5020,5020,0,10040,46.18306565284729,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.18032932634353643,0.18032932634353638,0.9325,0.9325,0.8877731433350939,0.8862064704485164,0.86,0.99,0.027654113618049644,10000.0,0.0,0.0,0.5,1.0,0.9325,0.8877731433350939,20,[100],0,0,4100,4100,0.4,1.6,1,4,parent,[0]
cfl,cicids2017,42,47,clustered,50,0.2,2,0.01,64,100,,5140,5140,0,10280,47.20855498313904,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.17939888062477116,0.1793988806247711,0.9325,0.9325,0.8879142521113343,0.8862544842537077,0.86,1.0,0.027690250992000752,10000.0,0.0,0.0,0.5,1.0,0.9325,0.8879142521113343,20,[100],0,0,4200,4200,0.4,1.6,1,4,parent,[0]
cfl,cicids2017,42,48,clustered,50,0.2,2,0.01,64,100,,5260,5260,0,10520,48.275745153427124,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.1781786303758621,0.17817863037586212,0.9368999999999998,0.9369,0.8964725167591882,0.894687782991172,0.87,1.0,0.026065110780505017,10000.0,0.0,0.0,0.5,1.0,0.9369,0.8964725167591882,20,[100],0,0,4300,4300,0.4,1.6,1,4,parent,[0]
cfl,cicids2017,42,49,clustered,50,0.2,2,0.01,64,100,,5380,5380,0,10760,49.36919617652893,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.1773165290594101,0.1773165290594101,0.9369999999999998,0.937,0.8967001163714181,0.8950236932091045,0.87,1.0,0.02613426869074394,10000.0,0.0,0.0,0.5,1.0,0.937,0.8967001163714181,20,[100],0,0,4400,4400,0.4,1.6,1,4,parent,[0]
cfl,cicids2017,42,50,clustered,50,0.2,2,0.01,64,100,,5500,5500,0,11000,50.54967188835144,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.17626245694160464,0.1762624569416046,0.9329,0.9329,0.8886717093128405,0.8870457947115947,0.86,1.0,0.027542512594169743,10000.0,0.0,0.0,0.5,1.0,0.9329,0.8886717093128405,20,[100],0,0,4500,4500,0.4,1.6,1,4,parent,[0]
