method,dataset,seed,round,phase,total_rounds,client_frac,local_epochs,lr,batch_size,num_clients,k_config,model_downloads,model_uploads,assignment_model_evals,model_transmissions,runtime_sec,split_file,client_avg_loss,sample_avg_loss,client_avg_acc,micro_acc,global_macro_f1,client_avg_macro_f1,worst_client_acc,best_client_acc,acc_std,num_eval_samples,ari,nmi,purity,k_pred,acc,f1,num_selected_clients,cluster_sizes,assignment_interval,center_init,updated_clusters
fesem,cifar10,42,11,clustered,100,0.2,2,0.005,32,100,10,220,220,6609,7049,129.9448652267456,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.7283822407428175,0.7283822407428175,0.7555000000000001,0.7555,0.6210602185935359,0.13889049913751195,0.41,1.0,0.14788762625723628,10000.0,0.8888888888888888,0.9689626841273452,0.9,9.0,0.7555,0.6210602185935359,20,"[10, 10, 10, 20, 10, 10, 10, 10, 10]",1,random_perturb,"[1, 2, 3, 4, 5, 6, 7, 8]"
fesem,cifar10,42,12,clustered,100,0.2,2,0.005,32,100,10,240,240,7509,7989,144.7928569316864,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.6810198059670628,0.6810198059670627,0.7667000000000002,0.7667,0.6504120049892458,0.14310510818241887,0.37,1.0,0.14823666887784548,10000.0,0.8045343137254902,0.9046118914520789,0.87,9.0,0.7667,0.6504120049892458,20,"[10, 9, 12, 18, 12, 10, 9, 11, 9]",1,random_perturb,"[0, 1, 2, 3, 4, 7, 8]"
fesem,cifar10,42,13,clustered,100,0.2,2,0.005,32,100,10,260,260,8409,8929,159.62391138076782,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.6390552983302622,0.6390552983302623,0.7691,0.7691,0.6712814826897402,0.1499804201628649,0.38,1.0,0.1563783552797509,10000.0,0.792882267742603,0.9013050039697077,0.86,9.0,0.7691,0.6712814826897402,20,"[10, 10, 11, 16, 13, 10, 9, 11, 10]",1,random_perturb,"[0, 1, 2, 3, 4, 5, 6, 7]"
fesem,cifar10,42,14,clustered,100,0.2,2,0.005,32,100,10,280,280,9309,9869,174.56612300872803,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.7247654269188644,0.7247654269188643,0.7352999999999998,0.7353,0.6002497340527972,0.14628905175942042,0.24,0.98,0.16270497841184825,10000.0,0.7977941176470589,0.9064098644142947,0.86,9.0,0.7353,0.6002497340527972,20,"[10, 10, 9, 18, 13, 10, 9, 11, 10]",1,random_perturb,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
fesem,cifar10,42,15,clustered,100,0.2,2,0.005,32,100,10,300,300,10209,10809,189.22120308876038,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.7340909140840174,0.7340909140840173,0.7752,0.7752,0.6898735679364406,0.14978269038627176,0.23,1.0,0.17319053091898529,10000.0,0.7505201831044528,0.8640262561873622,0.84,9.0,0.7752,0.6898735679364406,20,"[10, 10, 13, 14, 13, 10, 9, 11, 10]",1,random_perturb,"[0, 2, 3, 4, 5, 6, 7, 8]"
fesem,cifar10,42,16,clustered,100,0.2,2,0.005,32,100,10,320,320,11109,11749,203.81744956970215,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.6615539374906568,0.6615539374906569,0.7646999999999999,0.7647,0.7057476320652745,0.15357684616194991,0.35,1.0,0.1612789818916278,10000.0,0.7770502026816339,0.8790146029776019,0.86,9.0,0.7647,0.7057476320652745,20,"[10, 10, 11, 14, 14, 10, 9, 12, 10]",1,random_perturb,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
fesem,cifar10,42,17,clustered,100,0.2,2,0.005,32,100,10,340,340,12009,12689,219.2468409538269,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.8686860964216371,0.8686860964216372,0.7552,0.7552,0.6075598709058666,0.13921272046351707,0.18,1.0,0.19691358510778278,10000.0,0.8364312267657993,0.9272091183271206,0.89,9.0,0.7552,0.6075598709058666,20,"[10, 10, 15, 15, 10, 10, 9, 11, 10]",1,random_perturb,"[0, 1, 2, 3, 4, 5, 7, 8]"
fesem,cifar10,42,18,clustered,100,0.2,2,0.005,32,100,10,360,360,12909,13629,234.21566200256348,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.7074579319286518,0.7074579319286517,0.7878999999999999,0.7879,0.6933998962457949,0.1618152308649589,0.32,1.0,0.16154439018424624,10000.0,0.7803379416282642,0.8977061421634033,0.86,9.0,0.7879,0.6933998962457949,20,"[9, 10, 15, 15, 11, 10, 7, 13, 10]",1,random_perturb,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
fesem,cifar10,42,19,clustered,100,0.2,2,0.005,32,100,10,380,380,13809,14569,250.4185769557953,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.6317105221929029,0.6317105221929029,0.7954999999999999,0.7955,0.7272053727813115,0.1696469263729975,0.06,1.0,0.17604757879618793,10000.0,0.7790077900779008,0.8903363156652632,0.86,9.0,0.7955,0.7272053727813115,20,"[7, 10, 16, 14, 11, 12, 9, 11, 10]",1,random_perturb,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
fesem,cifar10,42,20,clustered,100,0.2,2,0.005,32,100,10,400,400,14709,15509,267.54855966567993,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.5563810751989484,0.5563810751989484,0.7985,0.7985,0.7222615670063958,0.16321179847392378,0.2,1.0,0.15199588810227727,10000.0,0.847926267281106,0.9343729017367032,0.89,9.0,0.7985,0.7222615670063958,20,"[10, 10, 18, 12, 11, 10, 9, 10, 10]",1,random_perturb,"[0, 2, 3, 4, 5, 6, 7]"
fesem,cifar10,42,21,clustered,100,0.2,2,0.005,32,100,10,420,420,15609,16449,283.8994355201721,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.5931828102456871,0.5931828102456871,0.7964999999999999,0.7965,0.7246378104726192,0.16213852118004224,0.4,1.0,0.1281824871033481,10000.0,0.8415637860082305,0.9302420880865904,0.89,9.0,0.7965,0.7246378104726192,20,"[10, 10, 17, 13, 10, 10, 9, 11, 10]",1,random_perturb,"[1, 2, 3, 4, 6, 7, 8]"
fesem,cifar10,42,22,clustered,100,0.2,2,0.005,32,100,10,440,440,16509,17389,298.2074291706085,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.5847399798757397,0.5847399798757397,0.7995,0.7995,0.7505014252280622,0.1656523853051288,0.47,1.0,0.13567147821115536,10000.0,0.805451518934665,0.9051683549795874,0.86,9.0,0.7995,0.7505014252280622,20,"[10, 10, 14, 13, 13, 10, 9, 11, 10]",1,random_perturb,"[1, 2, 3, 4, 5, 6, 7]"
fesem,cifar10,42,23,clustered,100,0.2,2,0.005,32,100,10,460,460,17409,18329,313.0834379196167,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.5898671416064725,0.5898671416064725,0.7939999999999999,0.794,0.7171330225856141,0.1593310325153756,0.27,1.0,0.15824664293437632,10000.0,0.792882267742603,0.9013050039697077,0.86,9.0,0.794,0.7171330225856141,20,"[10, 10, 11, 13, 16, 10, 9, 11, 10]",1,random_perturb,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
fesem,cifar10,42,24,clustered,100,0.2,2,0.005,32,100,10,480,480,18309,19269,327.4385709762573,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.6136395903778729,0.6136395903778729,0.7893000000000001,0.7893,0.7397339689833852,0.16495724847319587,0.42,1.0,0.1451981749196594,10000.0,0.8201603665521191,0.9171250557587536,0.87,9.0,0.7893,0.7397339689833852,20,"[10, 10, 13, 13, 14, 10, 10, 10, 10]",1,random_perturb,"[0, 2, 3, 4, 5, 6, 7, 8]"
fesem,cifar10,42,25,clustered,100,0.2,2,0.005,32,100,10,500,500,19209,20209,341.7895963191986,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.5759355015552603,0.5759355015552603,0.8056,0.8056,0.7387077151259295,0.1675719656041516,0.42,1.0,0.15732971747257415,10000.0,0.7895807895807896,0.8973778380360679,0.86,9.0,0.8056,0.7387077151259295,20,"[10, 11, 9, 11, 19, 10, 10, 10, 10]",1,random_perturb,"[0, 1, 2, 3, 4, 7, 8]"
fesem,cifar10,42,26,clustered,100,0.2,2,0.005,32,100,10,520,520,20109,21149,356.9930398464203,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.5712031445676927,0.5712031445676926,0.8055,0.8055,0.7531455591604319,0.17140679425748687,0.47,1.0,0.1268335523432187,10000.0,0.7961085509472606,0.8985493501431663,0.86,9.0,0.8055,0.7531455591604319,20,"[10, 11, 9, 12, 18, 10, 10, 10, 10]",1,random_perturb,"[0, 1, 2, 3, 4, 6, 7, 8]"
fesem,cifar10,42,27,clustered,100,0.2,2,0.005,32,100,10,540,540,21009,22089,371.28703570365906,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.5934051271500299,0.5934051271500299,0.8042000000000001,0.8042,0.7396200261196874,0.1664542009733044,0.31,1.0,0.14618604584569622,10000.0,0.8201603665521191,0.9171250557587536,0.87,9.0,0.8042,0.7396200261196874,20,"[10, 10, 13, 14, 13, 10, 10, 10, 10]",1,random_perturb,"[0, 1, 2, 3, 5, 6, 7, 8]"
fesem,cifar10,42,28,clustered,100,0.2,2,0.005,32,100,10,560,560,21909,23029,385.8914873600006,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.5153607937049121,0.5153607937049121,0.8130000000000002,0.813,0.7609121188002745,0.18022807257885134,0.49,1.0,0.12435031162003574,10000.0,0.8306283811901789,0.9218606751988383,0.88,9.0,0.813,0.7609121188002745,20,"[10, 10, 14, 12, 14, 10, 10, 10, 10]",1,random_perturb,"[0, 1, 2, 3, 4, 5, 7]"
fesem,cifar10,42,29,clustered,100,0.2,2,0.005,32,100,10,580,580,22809,23969,402.38144993782043,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.5214111815699842,0.5214111815699842,0.8131000000000002,0.8131,0.7499467631743045,0.1752914911964853,0.42,1.0,0.12162808063929972,10000.0,0.8567358567358567,0.941080724029087,0.89,9.0,0.8131,0.7499467631743045,20,"[10, 10, 19, 11, 10, 10, 9, 11, 10]",1,random_perturb,"[0, 1, 2, 3, 6, 7, 8]"
fesem,cifar10,42,30,clustered,100,0.2,2,0.005,32,100,10,600,600,23709,24909,417.8291563987732,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.5661361352023436,0.5661361352023436,0.8050000000000002,0.805,0.746648599514569,0.1721223922024559,0.43,1.0,0.14861022845013055,10000.0,0.8365034819665316,0.9244582176538225,0.88,9.0,0.805,0.746648599514569,20,"[10, 10, 15, 12, 13, 10, 10, 10, 10]",1,random_perturb,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
fesem,cifar10,42,31,clustered,100,0.2,2,0.005,32,100,10,620,620,24609,25849,432.08022809028625,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.5250899307639805,0.5250899307639804,0.8206,0.8206,0.7749987308925943,0.17360316256566613,0.43,1.0,0.12884735154437593,10000.0,0.8692086920869209,0.9491320647882601,0.9,9.0,0.8206,0.7749987308925943,20,"[10, 10, 18, 12, 10, 10, 10, 10, 10]",1,random_perturb,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
fesem,cifar10,42,32,clustered,100,0.2,2,0.005,32,100,10,640,640,25509,26789,446.56771636009216,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.5051832597969566,0.5051832597969566,0.8197,0.8197,0.7684138191094636,0.182128641212307,0.43,0.99,0.11781727377596207,10000.0,0.8604147322810275,0.936881904013273,0.9,9.0,0.8197,0.7684138191094636,20,"[10, 10, 17, 12, 11, 10, 10, 10, 10]",1,random_perturb,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
fesem,cifar10,42,33,clustered,100,0.2,2,0.005,32,100,10,660,660,26409,27729,461.2393887042999,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.5021120856857393,0.5021120856857393,0.8247999999999999,0.8248,0.7674920507744744,0.18467372761048945,0.44,0.99,0.11832565233287327,10000.0,0.855338096717407,0.9332539663198479,0.9,9.0,0.8248,0.7674920507744744,20,"[10, 10, 16, 13, 11, 10, 10, 10, 10]",1,random_perturb,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
fesem,cifar10,42,34,clustered,100,0.2,2,0.005,32,100,10,680,680,27309,28669,475.3388729095459,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.5184024366811383,0.5184024366811384,0.8192,0.8192,0.7754119772622639,0.1796296707436761,0.41,1.0,0.1354745732600771,10000.0,0.8629389352280918,0.9449910874437625,0.9,9.0,0.8192,0.7754119772622639,20,"[10, 10, 17, 13, 10, 10, 10, 10, 10]",1,random_perturb,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
fesem,cifar10,42,35,clustered,100,0.2,2,0.005,32,100,10,700,700,28209,29609,489.71740341186523,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.6055869059322402,0.6055869059322402,0.8038,0.8038,0.7517230447379184,0.17090691076098652,0.23,0.98,0.14325348163308282,10000.0,0.8109965635738832,0.8957157335012166,0.87,9.0,0.8038,0.7517230447379184,20,"[10, 12, 15, 12, 11, 10, 10, 10, 10]",1,random_perturb,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
fesem,cifar10,42,36,clustered,100,0.2,2,0.005,32,100,10,720,720,29109,30549,503.92136096954346,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.6381273952308809,0.6381273952308809,0.8012,0.8012,0.7451210778882543,0.1699208512423842,0.33,1.0,0.1567882648669855,10000.0,0.7930928152944804,0.9015928634538101,0.86,9.0,0.8012,0.7451210778882543,20,"[10, 10, 9, 15, 16, 10, 10, 10, 10]",1,random_perturb,"[1, 2, 3, 4, 5, 6, 8]"
fesem,cifar10,42,37,clustered,100,0.2,2,0.005,32,100,10,740,740,30009,31489,518.1999762058258,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.5316936788468389,0.5316936788468389,0.8138,0.8138,0.7660130355984616,0.17692017326547613,0.4,0.99,0.14044771269052408,10000.0,0.8276497695852535,0.9198488842610169,0.87,9.0,0.8138,0.7660130355984616,20,"[10, 11, 9, 12, 18, 10, 10, 10, 10]",1,random_perturb,"[1, 2, 3, 4, 5, 6, 7, 8]"
fesem,cifar10,42,38,clustered,100,0.2,2,0.005,32,100,10,760,760,30909,32429,533.4973666667938,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.512857554549165,0.512857554549165,0.8202999999999999,0.8203,0.7692986157656763,0.18256857210992486,0.36,1.0,0.14053793082296323,10000.0,0.8012917549702291,0.9115347794489517,0.86,9.0,0.8203,0.7692986157656763,20,"[10, 11, 7, 13, 19, 10, 9, 11, 10]",1,random_perturb,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
fesem,cifar10,42,39,clustered,100,0.2,2,0.005,32,100,10,780,780,31809,33369,549.1652073860168,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.4982240177642553,0.4982240177642554,0.8270000000000001,0.827,0.7831240298719415,0.18091440672541792,0.47,1.0,0.1370364914904056,10000.0,0.7977941176470589,0.9064098644142945,0.86,9.0,0.827,0.7831240298719415,20,"[10, 10, 9, 13, 18, 10, 9, 11, 10]",1,random_perturb,"[0, 1, 4, 5, 6, 7, 8]"
fesem,cifar10,42,40,clustered,100,0.2,2,0.005,32,100,10,800,800,32709,34309,563.6251435279846,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.4583528248415096,0.4583528248415096,0.8366,0.8366,0.7894943664116553,0.19422230504355592,0.49,1.0,0.12631880303422763,10000.0,0.8128128128128128,0.9246116258277572,0.86,9.0,0.8366,0.7894943664116553,20,"[10, 10, 7, 13, 20, 10, 9, 11, 10]",1,random_perturb,"[0, 1, 2, 3, 4, 5, 7, 8]"
fesem,cifar10,42,41,clustered,100,0.2,2,0.005,32,100,10,820,820,33609,35249,577.7810621261597,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.5585005379923387,0.5585005379923387,0.7985000000000001,0.7985,0.7407951743667504,0.1774866958767215,0.32,1.0,0.1662671043832784,10000.0,0.8171127331711273,0.9177253636852631,0.87,9.0,0.7985,0.7407951743667504,20,"[10, 11, 8, 12, 19, 10, 9, 11, 10]",1,random_perturb,"[0, 1, 2, 3, 4, 6, 7, 8]"
fesem,cifar10,42,42,clustered,100,0.2,2,0.005,32,100,10,840,840,34509,36189,591.9328835010529,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.589608533948951,0.589608533948951,0.8067,0.8067,0.7304136757988008,0.17775544697737666,0.31,1.0,0.16370128282942684,10000.0,0.8128128128128128,0.9246116258277572,0.86,9.0,0.8067,0.7304136757988008,20,"[10, 10, 7, 13, 20, 10, 9, 11, 10]",1,random_perturb,"[0, 1, 2, 3, 4, 5, 6, 7]"
fesem,cifar10,42,43,clustered,100,0.2,2,0.005,32,100,10,860,860,35409,37129,606.1578767299652,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.5665420001571998,0.5665420001571998,0.8219,0.8219,0.77315763160531,0.18462977856572038,0.43,1.0,0.15025108984629695,10000.0,0.7490370370370371,0.8837213928444154,0.84,9.0,0.8219,0.77315763160531,20,"[10, 11, 6, 12, 21, 10, 8, 12, 10]",1,random_perturb,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
fesem,cifar10,42,44,clustered,100,0.2,2,0.005,32,100,10,880,880,36309,38069,620.4909527301788,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.6352189472035971,0.6352189472035971,0.7996000000000001,0.7996,0.731871572155778,0.17441468330720677,0.32,0.99,0.16977585222875483,10000.0,0.7822540535163632,0.9004558612189969,0.86,9.0,0.7996,0.731871572155778,20,"[10, 11, 7, 11, 21, 10, 9, 11, 10]",1,random_perturb,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
fesem,cifar10,42,45,clustered,100,0.2,2,0.005,32,100,10,900,900,37209,39009,636.5144290924072,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.6205681826357731,0.620568182635773,0.7994000000000001,0.7994,0.7017933448595801,0.17777718870307577,0.23,0.99,0.19872503616806816,10000.0,0.7490370370370371,0.8855815298808127,0.84,9.0,0.7994,0.7017933448595801,20,"[10, 11, 7, 11, 21, 10, 7, 13, 10]",1,random_perturb,"[0, 1, 2, 3, 4, 5, 6, 7]"
fesem,cifar10,42,46,clustered,100,0.2,2,0.005,32,100,10,920,920,38109,39949,651.591953754425,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.6203352420185227,0.6203352420185227,0.8027000000000001,0.8027,0.7281322117399089,0.17701304269991477,0.29,1.0,0.16320450361433045,10000.0,0.7133058984910837,0.8645859124854236,0.81,9.0,0.8027,0.7281322117399089,20,"[10, 11, 8, 11, 21, 10, 5, 14, 10]",1,random_perturb,"[0, 1, 2, 3, 4, 5, 7, 8]"
fesem,cifar10,42,47,clustered,100,0.2,2,0.005,32,100,10,940,940,39009,40889,666.5500016212463,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.5765469953552703,0.5765469953552703,0.8118000000000001,0.8118,0.7464271397062202,0.18142565945666939,0.28,1.0,0.1720603382537649,10000.0,0.7516339869281046,0.8864255284618463,0.84,9.0,0.8118,0.7464271397062202,20,"[10, 10, 8, 11, 21, 10, 7, 13, 10]",1,random_perturb,"[0, 1, 2, 4, 5, 6, 7, 8]"
fesem,cifar10,42,48,clustered,100,0.2,2,0.005,32,100,10,960,960,39909,41829,681.3743748664856,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.5869125024542562,0.5869125024542562,0.8057000000000001,0.8057,0.7434043516729962,0.17898386116085374,0.28,1.0,0.17739365828574596,10000.0,0.7642857142857142,0.891827497431216,0.85,9.0,0.8057,0.7434043516729962,20,"[10, 11, 7, 11, 21, 10, 8, 12, 10]",1,random_perturb,"[0, 1, 2, 3, 4, 5, 6, 8]"
fesem,cifar10,42,49,clustered,100,0.2,2,0.005,32,100,10,980,980,40809,42769,696.0740358829498,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.8901064917060504,0.8901064917060503,0.7915000000000002,0.7915,0.6806772324494207,0.16805012336023506,0.18,1.0,0.21032058862603062,10000.0,0.7919621749408984,0.9133086812609695,0.86,9.0,0.7915,0.6806772324494207,20,"[10, 10, 7, 11, 22, 10, 9, 11, 10]",1,random_perturb,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
