method,dataset,seed,round,phase,total_rounds,client_frac,local_epochs,lr,batch_size,num_clients,k_config,model_downloads,model_uploads,assignment_model_evals,model_transmissions,runtime_sec,split_file,client_avg_loss,sample_avg_loss,client_avg_acc,micro_acc,global_macro_f1,client_avg_macro_f1,worst_client_acc,best_client_acc,acc_std,num_eval_samples,ari,nmi,purity,k_pred,acc,f1,num_selected_clients
fedavg,unsw_nb15,42,11,train,50,0.2,2,0.01,64,100,1,220,220,0,440,5.2162110805511475,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,nan,nan,0.49999999999999983,0.5,0.3333333333333333,0.2949471210340776,0.15,0.85,0.35,10000.0,0.0,0.0,0.5,1.0,0.5,0.3333333333333333,20
fedavg,unsw_nb15,42,12,train,50,0.2,2,0.01,64,100,1,240,240,0,480,5.663431406021118,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,nan,nan,0.49999999999999983,0.5,0.3333333333333333,0.2949471210340776,0.15,0.85,0.35,10000.0,0.0,0.0,0.5,1.0,0.5,0.3333333333333333,20
fedavg,unsw_nb15,42,13,train,50,0.2,2,0.01,64,100,1,260,260,0,520,6.115551471710205,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,nan,nan,0.49999999999999983,0.5,0.3333333333333333,0.2949471210340776,0.15,0.85,0.35,10000.0,0.0,0.0,0.5,1.0,0.5,0.3333333333333333,20
fedavg,unsw_nb15,42,14,train,50,0.2,2,0.01,64,100,1,280,280,0,560,6.565649509429932,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,nan,nan,0.49999999999999983,0.5,0.3333333333333333,0.2949471210340776,0.15,0.85,0.35,10000.0,0.0,0.0,0.5,1.0,0.5,0.3333333333333333,20
fedavg,unsw_nb15,42,15,train,50,0.2,2,0.01,64,100,1,300,300,0,600,7.014368772506714,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,nan,nan,0.49999999999999983,0.5,0.3333333333333333,0.2949471210340776,0.15,0.85,0.35,10000.0,0.0,0.0,0.5,1.0,0.5,0.3333333333333333,20
fedavg,unsw_nb15,42,16,train,50,0.2,2,0.01,64,100,1,320,320,0,640,7.458285808563232,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,nan,nan,0.49999999999999983,0.5,0.3333333333333333,0.2949471210340776,0.15,0.85,0.35,10000.0,0.0,0.0,0.5,1.0,0.5,0.3333333333333333,20
fedavg,unsw_nb15,42,17,train,50,0.2,2,0.01,64,100,1,340,340,0,680,7.901556968688965,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,nan,nan,0.49999999999999983,0.5,0.3333333333333333,0.2949471210340776,0.15,0.85,0.35,10000.0,0.0,0.0,0.5,1.0,0.5,0.3333333333333333,20
fedavg,unsw_nb15,42,18,train,50,0.2,2,0.01,64,100,1,360,360,0,720,8.34989619255066,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,nan,nan,0.49999999999999983,0.5,0.3333333333333333,0.2949471210340776,0.15,0.85,0.35,10000.0,0.0,0.0,0.5,1.0,0.5,0.3333333333333333,20
fedavg,unsw_nb15,42,19,train,50,0.2,2,0.01,64,100,1,380,380,0,760,8.80580186843872,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,nan,nan,0.49999999999999983,0.5,0.3333333333333333,0.2949471210340776,0.15,0.85,0.35,10000.0,0.0,0.0,0.5,1.0,0.5,0.3333333333333333,20
fedavg,unsw_nb15,42,20,train,50,0.2,2,0.01,64,100,1,400,400,0,800,9.261337995529175,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,nan,nan,0.49999999999999983,0.5,0.3333333333333333,0.2949471210340776,0.15,0.85,0.35,10000.0,0.0,0.0,0.5,1.0,0.5,0.3333333333333333,20
fedavg,unsw_nb15,42,21,train,50,0.2,2,0.01,64,100,1,420,420,0,840,9.699420690536499,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,nan,nan,0.49999999999999983,0.5,0.3333333333333333,0.2949471210340776,0.15,0.85,0.35,10000.0,0.0,0.0,0.5,1.0,0.5,0.3333333333333333,20
fedavg,unsw_nb15,42,22,train,50,0.2,2,0.01,64,100,1,440,440,0,880,10.138958215713501,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,nan,nan,0.49999999999999983,0.5,0.3333333333333333,0.2949471210340776,0.15,0.85,0.35,10000.0,0.0,0.0,0.5,1.0,0.5,0.3333333333333333,20
fedavg,unsw_nb15,42,23,train,50,0.2,2,0.01,64,100,1,460,460,0,920,10.577141523361206,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,nan,nan,0.49999999999999983,0.5,0.3333333333333333,0.2949471210340776,0.15,0.85,0.35,10000.0,0.0,0.0,0.5,1.0,0.5,0.3333333333333333,20
fedavg,unsw_nb15,42,24,train,50,0.2,2,0.01,64,100,1,480,480,0,960,11.025341272354126,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,nan,nan,0.49999999999999983,0.5,0.3333333333333333,0.2949471210340776,0.15,0.85,0.35,10000.0,0.0,0.0,0.5,1.0,0.5,0.3333333333333333,20
fedavg,unsw_nb15,42,25,train,50,0.2,2,0.01,64,100,1,500,500,0,1000,11.492861270904541,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,nan,nan,0.49999999999999983,0.5,0.3333333333333333,0.2949471210340776,0.15,0.85,0.35,10000.0,0.0,0.0,0.5,1.0,0.5,0.3333333333333333,20
fedavg,unsw_nb15,42,26,train,50,0.2,2,0.01,64,100,1,520,520,0,1040,11.945101499557495,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,nan,nan,0.49999999999999983,0.5,0.3333333333333333,0.2949471210340776,0.15,0.85,0.35,10000.0,0.0,0.0,0.5,1.0,0.5,0.3333333333333333,20
fedavg,unsw_nb15,42,27,train,50,0.2,2,0.01,64,100,1,540,540,0,1080,12.387994289398193,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,nan,nan,0.49999999999999983,0.5,0.3333333333333333,0.2949471210340776,0.15,0.85,0.35,10000.0,0.0,0.0,0.5,1.0,0.5,0.3333333333333333,20
fedavg,unsw_nb15,42,28,train,50,0.2,2,0.01,64,100,1,560,560,0,1120,12.835405349731445,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,nan,nan,0.49999999999999983,0.5,0.3333333333333333,0.2949471210340776,0.15,0.85,0.35,10000.0,0.0,0.0,0.5,1.0,0.5,0.3333333333333333,20
fedavg,unsw_nb15,42,29,train,50,0.2,2,0.01,64,100,1,580,580,0,1160,13.287921905517578,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,nan,nan,0.49999999999999983,0.5,0.3333333333333333,0.2949471210340776,0.15,0.85,0.35,10000.0,0.0,0.0,0.5,1.0,0.5,0.3333333333333333,20
fedavg,unsw_nb15,42,30,train,50,0.2,2,0.01,64,100,1,600,600,0,1200,13.730953454971313,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,nan,nan,0.49999999999999983,0.5,0.3333333333333333,0.2949471210340776,0.15,0.85,0.35,10000.0,0.0,0.0,0.5,1.0,0.5,0.3333333333333333,20
fedavg,unsw_nb15,42,31,train,50,0.2,2,0.01,64,100,1,620,620,0,1240,14.178245067596436,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,nan,nan,0.49999999999999983,0.5,0.3333333333333333,0.2949471210340776,0.15,0.85,0.35,10000.0,0.0,0.0,0.5,1.0,0.5,0.3333333333333333,20
fedavg,unsw_nb15,42,32,train,50,0.2,2,0.01,64,100,1,640,640,0,1280,14.609232664108276,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,nan,nan,0.49999999999999983,0.5,0.3333333333333333,0.2949471210340776,0.15,0.85,0.35,10000.0,0.0,0.0,0.5,1.0,0.5,0.3333333333333333,20
fedavg,unsw_nb15,42,33,train,50,0.2,2,0.01,64,100,1,660,660,0,1320,15.045399188995361,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,nan,nan,0.49999999999999983,0.5,0.3333333333333333,0.2949471210340776,0.15,0.85,0.35,10000.0,0.0,0.0,0.5,1.0,0.5,0.3333333333333333,20
fedavg,unsw_nb15,42,34,train,50,0.2,2,0.01,64,100,1,680,680,0,1360,15.484323740005493,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,nan,nan,0.49999999999999983,0.5,0.3333333333333333,0.2949471210340776,0.15,0.85,0.35,10000.0,0.0,0.0,0.5,1.0,0.5,0.3333333333333333,20
fedavg,unsw_nb15,42,35,train,50,0.2,2,0.01,64,100,1,700,700,0,1400,15.91893482208252,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,nan,nan,0.49999999999999983,0.5,0.3333333333333333,0.2949471210340776,0.15,0.85,0.35,10000.0,0.0,0.0,0.5,1.0,0.5,0.3333333333333333,20
fedavg,unsw_nb15,42,36,train,50,0.2,2,0.01,64,100,1,720,720,0,1440,16.35221767425537,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,nan,nan,0.49999999999999983,0.5,0.3333333333333333,0.2949471210340776,0.15,0.85,0.35,10000.0,0.0,0.0,0.5,1.0,0.5,0.3333333333333333,20
fedavg,unsw_nb15,42,37,train,50,0.2,2,0.01,64,100,1,740,740,0,1480,16.796157360076904,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,nan,nan,0.49999999999999983,0.5,0.3333333333333333,0.2949471210340776,0.15,0.85,0.35,10000.0,0.0,0.0,0.5,1.0,0.5,0.3333333333333333,20
fedavg,unsw_nb15,42,38,train,50,0.2,2,0.01,64,100,1,760,760,0,1520,17.23305058479309,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,nan,nan,0.49999999999999983,0.5,0.3333333333333333,0.2949471210340776,0.15,0.85,0.35,10000.0,0.0,0.0,0.5,1.0,0.5,0.3333333333333333,20
fedavg,unsw_nb15,42,39,train,50,0.2,2,0.01,64,100,1,780,780,0,1560,17.684264659881592,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,nan,nan,0.49999999999999983,0.5,0.3333333333333333,0.2949471210340776,0.15,0.85,0.35,10000.0,0.0,0.0,0.5,1.0,0.5,0.3333333333333333,20
fedavg,unsw_nb15,42,40,train,50,0.2,2,0.01,64,100,1,800,800,0,1600,18.135571002960205,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,nan,nan,0.49999999999999983,0.5,0.3333333333333333,0.2949471210340776,0.15,0.85,0.35,10000.0,0.0,0.0,0.5,1.0,0.5,0.3333333333333333,20
fedavg,unsw_nb15,42,41,train,50,0.2,2,0.01,64,100,1,820,820,0,1640,18.57363772392273,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,nan,nan,0.49999999999999983,0.5,0.3333333333333333,0.2949471210340776,0.15,0.85,0.35,10000.0,0.0,0.0,0.5,1.0,0.5,0.3333333333333333,20
fedavg,unsw_nb15,42,42,train,50,0.2,2,0.01,64,100,1,840,840,0,1680,19.004562377929688,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,nan,nan,0.49999999999999983,0.5,0.3333333333333333,0.2949471210340776,0.15,0.85,0.35,10000.0,0.0,0.0,0.5,1.0,0.5,0.3333333333333333,20
fedavg,unsw_nb15,42,43,train,50,0.2,2,0.01,64,100,1,860,860,0,1720,19.434022188186646,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,nan,nan,0.49999999999999983,0.5,0.3333333333333333,0.2949471210340776,0.15,0.85,0.35,10000.0,0.0,0.0,0.5,1.0,0.5,0.3333333333333333,20
fedavg,unsw_nb15,42,44,train,50,0.2,2,0.01,64,100,1,880,880,0,1760,19.86715340614319,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,nan,nan,0.49999999999999983,0.5,0.3333333333333333,0.2949471210340776,0.15,0.85,0.35,10000.0,0.0,0.0,0.5,1.0,0.5,0.3333333333333333,20
fedavg,unsw_nb15,42,45,train,50,0.2,2,0.01,64,100,1,900,900,0,1800,20.319604873657227,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,nan,nan,0.49999999999999983,0.5,0.3333333333333333,0.2949471210340776,0.15,0.85,0.35,10000.0,0.0,0.0,0.5,1.0,0.5,0.3333333333333333,20
fedavg,unsw_nb15,42,46,train,50,0.2,2,0.01,64,100,1,920,920,0,1840,20.762693643569946,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,nan,nan,0.49999999999999983,0.5,0.3333333333333333,0.2949471210340776,0.15,0.85,0.35,10000.0,0.0,0.0,0.5,1.0,0.5,0.3333333333333333,20
fedavg,unsw_nb15,42,47,train,50,0.2,2,0.01,64,100,1,940,940,0,1880,21.199318170547485,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,nan,nan,0.49999999999999983,0.5,0.3333333333333333,0.2949471210340776,0.15,0.85,0.35,10000.0,0.0,0.0,0.5,1.0,0.5,0.3333333333333333,20
fedavg,unsw_nb15,42,48,train,50,0.2,2,0.01,64,100,1,960,960,0,1920,21.642646551132202,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,nan,nan,0.49999999999999983,0.5,0.3333333333333333,0.2949471210340776,0.15,0.85,0.35,10000.0,0.0,0.0,0.5,1.0,0.5,0.3333333333333333,20
fedavg,unsw_nb15,42,49,train,50,0.2,2,0.01,64,100,1,980,980,0,1960,22.08193325996399,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,nan,nan,0.49999999999999983,0.5,0.3333333333333333,0.2949471210340776,0.15,0.85,0.35,10000.0,0.0,0.0,0.5,1.0,0.5,0.3333333333333333,20
fedavg,unsw_nb15,42,50,train,50,0.2,2,0.01,64,100,1,1000,1000,0,2000,22.5189425945282,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,nan,nan,0.49999999999999983,0.5,0.3333333333333333,0.2949471210340776,0.15,0.85,0.35,10000.0,0.0,0.0,0.5,1.0,0.5,0.3333333333333333,20
