method,dataset,seed,round,phase,total_rounds,client_frac,local_epochs,lr,batch_size,num_clients,k_config,model_downloads,model_uploads,assignment_model_evals,model_transmissions,runtime_sec,split_file,client_avg_loss,sample_avg_loss,client_avg_acc,micro_acc,global_macro_f1,client_avg_macro_f1,worst_client_acc,best_client_acc,acc_std,num_eval_samples,ari,nmi,purity,k_pred,acc,f1,num_selected_clients,cluster_sizes,assignment_interval,center_init,updated_clusters
fesem,unsw_nb15,42,14,clustered,50,0.2,2,0.01,64,100,4,280,280,3503,4063,11.540814399719238,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.051552953261137,0.051552953261137006,0.9943,0.9943,0.9942999835269524,0.9883219952435658,0.97,1.0,0.007383088784512894,10000.0,0.7484276472200967,0.800740133903587,1.0,3.0,0.9943,0.9942999835269524,20,"[27, 23, 50]",1,random_perturb,"[0, 1, 2]"
fesem,unsw_nb15,42,15,clustered,50,0.2,2,0.01,64,100,4,300,300,3803,4403,12.40230131149292,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.046772169053554545,0.04677216905355454,0.9952,0.9952,0.9951999877119686,0.9901741773565454,0.97,1.0,0.006997142273814367,10000.0,0.7468030690537084,0.8000000000000002,1.0,3.0,0.9952,0.9951999877119686,20,"[25, 25, 50]",1,random_perturb,"[0, 1, 2]"
fesem,unsw_nb15,42,16,clustered,50,0.2,2,0.01,64,100,4,320,320,4103,4743,13.290556907653809,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.042777337372303006,0.042777337372303006,0.9961,0.9961,0.9960999887289674,0.9920263594695251,0.97,1.0,0.0064645185435576,10000.0,0.7484276472200967,0.800740133903587,1.0,3.0,0.9961,0.9960999887289674,20,"[23, 27, 50]",1,random_perturb,"[0, 1, 2]"
fesem,unsw_nb15,42,17,clustered,50,0.2,2,0.01,64,100,4,340,340,4403,5083,14.298179388046265,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.03929019966721534,0.03929019966721535,0.9968,0.9968,0.9967999918079791,0.9934618849311343,0.97,1.0,0.0059799665550904265,10000.0,0.7504582951420715,0.8016694732754818,1.0,3.0,0.9968,0.9967999918079791,20,"[22, 28, 50]",1,random_perturb,"[0, 1, 2]"
fesem,unsw_nb15,42,18,clustered,50,0.2,2,0.01,64,100,4,360,360,4703,5423,15.372321605682373,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.036425684845447545,0.03642568484544754,0.9974000000000001,0.9974,0.997399993343983,0.994695756833558,0.97,1.0,0.005407402333838315,10000.0,0.7484276472200967,0.800740133903587,1.0,3.0,0.9974,0.997399993343983,20,"[23, 27, 50]",1,random_perturb,"[0, 1, 2]"
fesem,unsw_nb15,42,19,clustered,50,0.2,2,0.01,64,100,4,380,380,5003,5763,16.35647225379944,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.03396640377044679,0.033966403770446775,0.9976,0.9976,0.9975999952959907,0.9950990639519287,0.97,1.0,0.005314132102234573,10000.0,0.7504582951420715,0.8016694732754818,1.0,3.0,0.9976,0.9975999952959907,20,"[22, 28, 50]",1,random_perturb,"[0, 1, 2]"
fesem,unsw_nb15,42,20,clustered,50,0.2,2,0.01,64,100,4,400,400,5303,6103,17.253601551055908,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.03185172601044178,0.03185172601044178,0.9981,0.9981,0.9980999977009972,0.996144631828167,0.98,1.0,0.004403407771260803,10000.0,0.7504582951420715,0.8016694732754818,1.0,3.0,0.9981,0.9980999977009972,20,"[22, 28, 50]",1,random_perturb,"[0, 1, 2]"
fesem,unsw_nb15,42,21,clustered,50,0.2,2,0.01,64,100,4,420,420,5603,6443,18.145169973373413,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.029905740961432455,0.029905740961432458,0.9984000000000001,0.9984,0.9983999983999984,0.9967615677793789,0.98,1.0,0.003929376540877703,10000.0,0.7484276472200967,0.800740133903587,1.0,3.0,0.9984,0.9983999983999984,20,"[23, 27, 50]",1,random_perturb,"[0, 1, 2]"
fesem,unsw_nb15,42,22,clustered,50,0.2,2,0.01,64,100,4,440,440,5903,6783,19.00208830833435,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.028208271282911306,0.028208271282911302,0.9984000000000001,0.9984,0.9983999983999984,0.9967615677793789,0.98,1.0,0.003929376540877703,10000.0,0.7484276472200967,0.800740133903587,1.0,3.0,0.9984,0.9983999983999984,20,"[23, 27, 50]",1,random_perturb,"[0, 1, 2]"
fesem,unsw_nb15,42,23,clustered,50,0.2,2,0.01,64,100,4,460,460,6203,7123,19.873952627182007,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.02664301552772522,0.02664301552772522,0.9987999999999999,0.9988,0.9987999992319996,0.9975681820161202,0.98,1.0,0.003544009029333873,10000.0,0.7484276472200967,0.800740133903587,1.0,3.0,0.9988,0.9987999992319996,20,"[23, 27, 50]",1,random_perturb,"[0, 1, 2]"
fesem,unsw_nb15,42,24,clustered,50,0.2,2,0.01,64,100,4,480,480,6503,7463,20.877735137939453,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.02532744919061661,0.025327449190616608,0.9989,0.9989,0.9988999991089993,0.9977698355753054,0.98,1.0,0.003433656942677882,10000.0,0.7504582951420715,0.8016694732754818,1.0,3.0,0.9989,0.9988999991089993,20,"[22, 28, 50]",1,random_perturb,"[0, 1, 2]"
fesem,unsw_nb15,42,25,clustered,50,0.2,2,0.01,64,100,4,500,500,6803,7803,21.79895830154419,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.023998886990547183,0.02399888699054718,0.9991,0.9991,0.9990999995589998,0.9981731426936762,0.98,1.0,0.0031921779399024758,10000.0,0.7504582951420715,0.8016694732754818,1.0,3.0,0.9991,0.9990999995589998,20,"[22, 28, 50]",1,random_perturb,"[0, 1, 2]"
fesem,unsw_nb15,42,26,clustered,50,0.2,2,0.01,64,100,4,520,520,7103,8143,22.79341959953308,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.022830035161972045,0.022830035161972045,0.9992,0.9992,0.9991999997119999,0.9983747962528615,0.98,1.0,0.0030594117081556736,10000.0,0.7472092185812027,0.800184756899806,1.0,3.0,0.9992,0.9991999997119999,20,"[24, 26, 50]",1,random_perturb,"[0, 1, 2]"
fesem,unsw_nb15,42,27,clustered,50,0.2,2,0.01,64,100,4,540,540,7403,8483,23.72354006767273,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.02176710697710514,0.02176710697710514,0.9993000000000001,0.9993,0.999299999825,0.9985764498120469,0.98,1.0,0.0029171904291629674,10000.0,0.7468030690537084,0.8000000000000002,1.0,3.0,0.9993,0.999299999825,20,"[25, 25, 50]",1,random_perturb,"[0, 1, 2]"
fesem,unsw_nb15,42,28,clustered,50,0.2,2,0.01,64,100,4,560,560,7703,8823,24.65765881538391,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.020811798250675206,0.020811798250675202,0.9993000000000001,0.9993,0.999299999825,0.9985764498120469,0.98,1.0,0.0029171904291629674,10000.0,0.7504582951420715,0.8016694732754818,1.0,3.0,0.9993,0.999299999825,20,"[22, 28, 50]",1,random_perturb,"[0, 1, 2]"
fesem,unsw_nb15,42,29,clustered,50,0.2,2,0.01,64,100,4,580,580,8003,9163,25.552319765090942,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.01990700278878212,0.01990700278878212,0.9993000000000001,0.9993,0.999299999825,0.9985764498120469,0.98,1.0,0.0029171904291629674,10000.0,0.7484276472200967,0.800740133903587,1.0,3.0,0.9993,0.999299999825,20,"[23, 27, 50]",1,random_perturb,"[0, 1, 2]"
fesem,unsw_nb15,42,30,clustered,50,0.2,2,0.01,64,100,4,600,600,8303,9503,26.421570777893066,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.01906610413491726,0.01906610413491726,0.9995,0.9995,0.999499999955,0.9989797569304174,0.98,1.0,0.0025980762113533176,10000.0,0.7533010626414229,0.8029784244290347,1.0,3.0,0.9995,0.999499999955,20,"[21, 29, 50]",1,random_perturb,"[0, 1, 2]"
fesem,unsw_nb15,42,31,clustered,50,0.2,2,0.01,64,100,4,620,620,8603,9843,27.390878438949585,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.018286803564429282,0.018286803564429282,0.9996,0.9996,0.999599999984,0.9991814104896029,0.98,1.0,0.0024166091947189165,10000.0,0.7504582951420715,0.8016694732754818,1.0,3.0,0.9996,0.999599999984,20,"[22, 28, 50]",1,random_perturb,"[0, 1, 2]"
fesem,unsw_nb15,42,32,clustered,50,0.2,2,0.01,64,100,4,640,640,8903,10183,28.276841163635254,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.01763324676007032,0.017633246760070324,0.9996,0.9996,0.999599999984,0.9991814104896029,0.98,1.0,0.0024166091947189165,10000.0,0.7504582951420715,0.8016694732754818,1.0,3.0,0.9996,0.999599999984,20,"[22, 28, 50]",1,random_perturb,"[0, 1, 2]"
fesem,unsw_nb15,42,33,clustered,50,0.2,2,0.01,64,100,4,660,660,9203,10523,29.24964165687561,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.017003206948935985,0.017003206948935985,0.9996,0.9996,0.999599999984,0.9991933857632587,0.99,1.0,0.001959591794226545,10000.0,0.7533010626414229,0.8029784244290347,1.0,3.0,0.9996,0.999599999984,20,"[21, 29, 50]",1,random_perturb,"[0, 1, 2]"
fesem,unsw_nb15,42,34,clustered,50,0.2,2,0.01,64,100,4,680,680,9503,10863,30.157814741134644,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.016421237483620645,0.016421237483620645,0.9996,0.9996,0.999599999984,0.9991933857632587,0.99,1.0,0.001959591794226545,10000.0,0.7533010626414229,0.8029784244290347,1.0,3.0,0.9996,0.999599999984,20,"[21, 29, 50]",1,random_perturb,"[0, 1, 2]"
fesem,unsw_nb15,42,35,clustered,50,0.2,2,0.01,64,100,4,700,700,9803,11203,31.154371976852417,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.015860476018488404,0.015860476018488407,0.9996,0.9996,0.999599999984,0.9991933857632587,0.99,1.0,0.001959591794226545,10000.0,0.7533010626414229,0.8029784244290347,1.0,3.0,0.9996,0.999599999984,20,"[21, 29, 50]",1,random_perturb,"[0, 1, 2]"
fesem,unsw_nb15,42,36,clustered,50,0.2,2,0.01,64,100,4,720,720,10103,11543,32.06294012069702,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.015324312832951546,0.015324312832951546,0.9997,0.9997,0.999699999997,0.9993950393224441,0.99,1.0,0.0017058722109231995,10000.0,0.7533010626414229,0.8029784244290347,1.0,3.0,0.9997,0.999699999997,20,"[21, 29, 50]",1,random_perturb,"[0, 1, 2]"
fesem,unsw_nb15,42,37,clustered,50,0.2,2,0.01,64,100,4,740,740,10403,11883,32.92863941192627,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.014920787996053697,0.014920787996053696,0.9997,0.9997,0.999699999997,0.9993950393224441,0.99,1.0,0.0017058722109231995,10000.0,0.7569558101472995,0.8046750664676069,1.0,3.0,0.9997,0.999699999997,20,"[20, 30, 50]",1,random_perturb,"[1, 2]"
fesem,unsw_nb15,42,38,clustered,50,0.2,2,0.01,64,100,4,760,760,10703,12223,33.7996723651886,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.014495304901897908,0.014495304901897908,0.9997,0.9997,0.999699999997,0.9993950393224441,0.99,1.0,0.0017058722109231995,10000.0,0.7874015748031497,0.8194553618245562,1.0,3.0,0.9997,0.999699999997,20,"[15, 35, 50]",1,random_perturb,"[0, 1, 2]"
fesem,unsw_nb15,42,39,clustered,50,0.2,2,0.01,64,100,4,780,780,11003,12563,34.68298077583313,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.014118539649248123,0.014118539649248123,0.9997,0.9997,0.999699999997,0.9993950393224441,0.99,1.0,0.0017058722109231995,10000.0,0.7727899394122869,0.8122126396167321,1.0,3.0,0.9997,0.999699999997,20,"[17, 33, 50]",1,random_perturb,"[0, 1, 2]"
fesem,unsw_nb15,42,40,clustered,50,0.2,2,0.01,64,100,4,800,800,11303,12903,35.611135721206665,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.013748336067795755,0.013748336067795753,0.9997,0.9997,0.999699999997,0.9993950393224441,0.99,1.0,0.0017058722109231995,10000.0,0.7667004876771512,0.8092770357394713,1.0,3.0,0.9997,0.999699999997,20,"[18, 32, 50]",1,random_perturb,"[0, 1, 2]"
fesem,unsw_nb15,42,41,clustered,50,0.2,2,0.01,64,100,4,820,820,11603,13243,36.511045932769775,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.013383826911449433,0.013383826911449433,0.9998,0.9998,0.9998,0.9995966928816293,0.99,1.0,0.001400000000000001,10000.0,0.7667004876771512,0.8092770357394713,1.0,3.0,0.9998,0.9998,20,"[18, 32, 50]",1,random_perturb,"[0, 1, 2]"
fesem,unsw_nb15,42,42,clustered,50,0.2,2,0.01,64,100,4,840,840,11903,13583,37.40324354171753,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.013040958029031754,0.013040958029031753,0.9998,0.9998,0.9998,0.9995966928816293,0.99,1.0,0.001400000000000001,10000.0,0.761422358240832,0.8067700882865625,1.0,3.0,0.9998,0.9998,20,"[19, 31, 50]",1,random_perturb,"[0, 1, 2]"
fesem,unsw_nb15,42,43,clustered,50,0.2,2,0.01,64,100,4,860,860,12203,13923,38.377588748931885,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.01272535489052534,0.01272535489052534,0.9998,0.9998,0.9998,0.9995966928816293,0.99,1.0,0.001400000000000001,10000.0,0.761422358240832,0.8067700882865625,1.0,3.0,0.9998,0.9998,20,"[19, 31, 50]",1,random_perturb,"[0, 1, 2]"
fesem,unsw_nb15,42,44,clustered,50,0.2,2,0.01,64,100,4,880,880,12503,14263,39.35345697402954,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.012418607778847218,0.012418607778847218,0.9998,0.9998,0.9998,0.9995966928816293,0.99,1.0,0.001400000000000001,10000.0,0.761422358240832,0.8067700882865625,1.0,3.0,0.9998,0.9998,20,"[19, 31, 50]",1,random_perturb,"[0, 1, 2]"
fesem,unsw_nb15,42,45,clustered,50,0.2,2,0.01,64,100,4,900,900,12803,14603,40.250927209854126,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.012128749793767928,0.01212874979376793,0.9998,0.9998,0.9998,0.9995966928816293,0.99,1.0,0.001400000000000001,10000.0,0.761422358240832,0.8067700882865625,1.0,3.0,0.9998,0.9998,20,"[19, 31, 50]",1,random_perturb,"[0, 1, 2]"
fesem,unsw_nb15,42,46,clustered,50,0.2,2,0.01,64,100,4,920,920,13103,14943,41.12682580947876,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.011848883429169654,0.011848883429169656,0.9998,0.9998,0.9998,0.9995966928816293,0.99,1.0,0.001400000000000001,10000.0,0.761422358240832,0.8067700882865625,1.0,3.0,0.9998,0.9998,20,"[19, 31, 50]",1,random_perturb,"[0, 1, 2]"
fesem,unsw_nb15,42,47,clustered,50,0.2,2,0.01,64,100,4,940,940,13403,15283,42.063315868377686,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.011617324808239935,0.011617324808239937,0.9998,0.9998,0.9998,0.9995966928816293,0.99,1.0,0.001400000000000001,10000.0,0.761422358240832,0.8067700882865625,1.0,3.0,0.9998,0.9998,20,"[19, 31, 50]",1,random_perturb,"[0, 1, 2]"
fesem,unsw_nb15,42,48,clustered,50,0.2,2,0.01,64,100,4,960,960,13703,15623,43.01257061958313,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.011427060583233832,0.011427060583233834,0.9998,0.9998,0.9998,0.9995966928816293,0.99,1.0,0.001400000000000001,10000.0,0.761422358240832,0.8067700882865625,1.0,3.0,0.9998,0.9998,20,"[19, 31, 50]",1,random_perturb,"[1, 2]"
fesem,unsw_nb15,42,49,clustered,50,0.2,2,0.01,64,100,4,980,980,14003,15963,43.888702392578125,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.011175839908421041,0.01117583990842104,0.9998,0.9998,0.9998,0.9995966928816293,0.99,1.0,0.001400000000000001,10000.0,0.7874015748031497,0.8194553618245562,1.0,3.0,0.9998,0.9998,20,"[15, 35, 50]",1,random_perturb,"[0, 1, 2]"
fesem,unsw_nb15,42,50,clustered,50,0.2,2,0.01,64,100,4,1000,1000,14303,16303,44.75698208808899,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.01096367654427886,0.01096367654427886,0.9998,0.9998,0.9998,0.9995966928816293,0.99,1.0,0.001400000000000001,10000.0,0.7959230416857536,0.8238163985309851,1.0,3.0,0.9998,0.9998,20,"[14, 36, 50]",1,random_perturb,"[0, 1, 2]"
