method,dataset,seed,round,phase,total_rounds,client_frac,local_epochs,lr,batch_size,num_clients,k_config,model_downloads,model_uploads,assignment_model_evals,model_transmissions,runtime_sec,split_file,client_avg_loss,sample_avg_loss,client_avg_acc,micro_acc,global_macro_f1,client_avg_macro_f1,worst_client_acc,best_client_acc,acc_std,num_eval_samples,ari,nmi,purity,k_pred,acc,f1,num_selected_clients
fedavg,fashionmnist,42,17,train,100,0.2,2,0.01,64,100,1,340,340,0,680,109.74947500228882,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.7027349294304848,0.7027349294304848,0.6999,0.6999,0.3876424885525117,0.1959439448024137,0.16,0.98,0.22380122877231928,10000.0,0.0,0.0,0.25,1.0,0.6999,0.3876424885525117,20
fedavg,fashionmnist,42,18,train,100,0.2,2,0.01,64,100,1,360,360,0,720,115.76556611061096,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.7009004041671755,0.7009004041671753,0.7067,0.7067,0.38786564792914613,0.19713235007540128,0.41,0.96,0.13472234410074668,10000.0,0.0,0.0,0.25,1.0,0.7067,0.38786564792914613,20
fedavg,fashionmnist,42,19,train,100,0.2,2,0.01,64,100,1,380,380,0,760,121.94712138175964,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.7586362582564354,0.7586362582564354,0.655,0.655,0.398269768292283,0.21465438467710596,0.09,0.98,0.287066194456958,10000.0,0.0,0.0,0.25,1.0,0.655,0.398269768292283,20
fedavg,fashionmnist,42,20,train,100,0.2,2,0.01,64,100,1,400,400,0,800,128.07967829704285,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.644220539867878,0.644220539867878,0.7399999999999999,0.74,0.454412315901157,0.22966064417014395,0.37,0.98,0.14602739469017448,10000.0,0.0,0.0,0.25,1.0,0.74,0.454412315901157,20
fedavg,fashionmnist,42,21,train,100,0.2,2,0.01,64,100,1,420,420,0,840,134.16175484657288,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.691129517173767,0.6911295171737671,0.6973,0.6973,0.4551641378217758,0.23142985197285998,0.28,0.99,0.20639697187701184,10000.0,0.0,0.0,0.25,1.0,0.6973,0.4551641378217758,20
fedavg,fashionmnist,42,22,train,100,0.2,2,0.01,64,100,1,440,440,0,880,140.27483415603638,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.7319289147257807,0.7319289147257805,0.6927999999999997,0.6928,0.3432505681884041,0.1672429537696104,0.17,0.98,0.20966201372685517,10000.0,0.0,0.0,0.25,1.0,0.6928,0.3432505681884041,20
fedavg,fashionmnist,42,23,train,100,0.2,2,0.01,64,100,1,460,460,0,920,146.3234474658966,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.8150266650021076,0.8150266650021076,0.6403,0.6403,0.3839661753517401,0.2070716371664635,0.01,1.0,0.32439930641109577,10000.0,0.0,0.0,0.25,1.0,0.6403,0.3839661753517401,20
fedavg,fashionmnist,42,24,train,100,0.2,2,0.01,64,100,1,480,480,0,960,152.445618391037,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.6275574775457382,0.6275574775457382,0.7177999999999998,0.7178,0.42843527266408393,0.20821575430764433,0.17,0.98,0.2143808760127638,10000.0,0.0,0.0,0.25,1.0,0.7178,0.42843527266408393,20
fedavg,fashionmnist,42,25,train,100,0.2,2,0.01,64,100,1,500,500,0,1000,158.50073862075806,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.6436317581415176,0.6436317581415176,0.7247999999999999,0.7248,0.4569646553437433,0.23450351581866838,0.34,0.99,0.17588337044757812,10000.0,0.0,0.0,0.25,1.0,0.7248,0.4569646553437433,20
fedavg,fashionmnist,42,26,train,100,0.2,2,0.01,64,100,1,520,520,0,1040,164.62370133399963,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.612505941581726,0.6125059415817261,0.7260999999999999,0.7261,0.45272219370150557,0.2191184325409022,0.18,0.97,0.20731567716890104,10000.0,0.0,0.0,0.25,1.0,0.7261,0.45272219370150557,20
fedavg,fashionmnist,42,27,train,100,0.2,2,0.01,64,100,1,540,540,0,1080,170.72054529190063,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.6908643953740596,0.6908643953740596,0.7134,0.7134,0.4687936802819008,0.2365127917005623,0.35,1.0,0.20171375758732965,10000.0,0.0,0.0,0.25,1.0,0.7134,0.4687936802819008,20
fedavg,fashionmnist,42,28,train,100,0.2,2,0.01,64,100,1,560,560,0,1120,176.75240349769592,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.6148069587945938,0.6148069587945938,0.7234000000000002,0.7234,0.5034052229596603,0.24527886989452685,0.34,0.99,0.20235226709874046,10000.0,0.0,0.0,0.25,1.0,0.7234,0.5034052229596603,20
fedavg,fashionmnist,42,29,train,100,0.2,2,0.01,64,100,1,580,580,0,1160,182.93508791923523,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.7499163396120072,0.7499163396120071,0.7189999999999998,0.719,0.44482821110531195,0.2157973240336593,0.15,0.98,0.22500444440054956,10000.0,0.0,0.0,0.25,1.0,0.719,0.44482821110531195,20
fedavg,fashionmnist,42,30,train,100,0.2,2,0.01,64,100,1,600,600,0,1200,188.99041414260864,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.6288628270089627,0.6288628270089627,0.7069999999999999,0.707,0.4559120178785282,0.2328824102550162,0.28,0.99,0.2054434228686818,10000.0,0.0,0.0,0.25,1.0,0.707,0.4559120178785282,20
fedavg,fashionmnist,42,31,train,100,0.2,2,0.01,64,100,1,620,620,0,1240,195.06168270111084,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.6518472831010819,0.6518472831010819,0.7210000000000001,0.721,0.4425705257863945,0.21491727630931617,0.15,0.98,0.2243055951152356,10000.0,0.0,0.0,0.25,1.0,0.721,0.4425705257863945,20
fedavg,fashionmnist,42,32,train,100,0.2,2,0.01,64,100,1,640,640,0,1280,201.2114543914795,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.7157822741925716,0.7157822741925717,0.6762,0.6762,0.4477718253164052,0.22865579092685884,0.11,1.0,0.2893122188916327,10000.0,0.0,0.0,0.25,1.0,0.6762,0.4477718253164052,20
fedavg,fashionmnist,42,33,train,100,0.2,2,0.01,64,100,1,660,660,0,1320,207.41851615905762,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.6368713272213936,0.6368713272213936,0.7173999999999999,0.7174,0.3965368454731077,0.189606532890563,0.23,0.96,0.1914190168191238,10000.0,0.0,0.0,0.25,1.0,0.7174,0.3965368454731077,20
fedavg,fashionmnist,42,34,train,100,0.2,2,0.01,64,100,1,680,680,0,1360,213.4780831336975,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.6289095313072205,0.6289095313072205,0.7159000000000002,0.7159,0.4654385676772231,0.23505431166993634,0.26,0.99,0.20625758167883187,10000.0,0.0,0.0,0.25,1.0,0.7159,0.4654385676772231,20
fedavg,fashionmnist,42,35,train,100,0.2,2,0.01,64,100,1,700,700,0,1400,219.60348844528198,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.5831595342814923,0.5831595342814923,0.7551000000000001,0.7551,0.48296721415583266,0.23973359376385076,0.47,0.98,0.1224376984429224,10000.0,0.0,0.0,0.25,1.0,0.7551,0.48296721415583266,20
fedavg,fashionmnist,42,36,train,100,0.2,2,0.01,64,100,1,720,720,0,1440,225.70654439926147,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.6155200869381428,0.6155200869381428,0.7229000000000001,0.7229,0.4819649216422028,0.23767965069850244,0.27,1.0,0.20486236843305314,10000.0,0.0,0.0,0.25,1.0,0.7229,0.4819649216422028,20
fedavg,fashionmnist,42,37,train,100,0.2,2,0.01,64,100,1,740,740,0,1480,231.85237765312195,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.6359125623106956,0.6359125623106956,0.7092999999999999,0.7093,0.4797887717305548,0.24263061771970645,0.23,1.0,0.24439826104127665,10000.0,0.0,0.0,0.25,1.0,0.7093,0.4797887717305548,20
fedavg,fashionmnist,42,38,train,100,0.2,2,0.01,64,100,1,760,760,0,1520,237.90034866333008,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.7111456744432448,0.711145674443245,0.6952000000000002,0.6952,0.37129762314920994,0.17528568208540352,0.16,0.99,0.2134360794242623,10000.0,0.0,0.0,0.25,1.0,0.6952,0.37129762314920994,20
fedavg,fashionmnist,42,39,train,100,0.2,2,0.01,64,100,1,780,780,0,1560,243.92126989364624,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.8302250662684442,0.8302250662684441,0.6558999999999999,0.6559,0.44144869130511283,0.2235615378227944,0.04,1.0,0.31936842361135204,10000.0,0.0,0.0,0.25,1.0,0.6559,0.44144869130511283,20
fedavg,fashionmnist,42,40,train,100,0.2,2,0.01,64,100,1,800,800,0,1600,249.94420313835144,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.5990779714822769,0.5990779714822769,0.7136,0.7136,0.4862658691667049,0.24498284886403618,0.28,0.98,0.210848381544654,10000.0,0.0,0.0,0.25,1.0,0.7136,0.4862658691667049,20
fedavg,fashionmnist,42,41,train,100,0.2,2,0.01,64,100,1,820,820,0,1640,256.0834994316101,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.6793378574252128,0.6793378574252129,0.6970000000000001,0.697,0.45860981369008974,0.22506383023455556,0.16,1.0,0.248276056034407,10000.0,0.0,0.0,0.25,1.0,0.697,0.45860981369008974,20
fedavg,fashionmnist,42,42,train,100,0.2,2,0.01,64,100,1,840,840,0,1680,262.17858386039734,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.616800202229619,0.6168002022296191,0.7086,0.7086,0.4880681943230119,0.24010737545585178,0.26,1.0,0.23980417010552588,10000.0,0.0,0.0,0.25,1.0,0.7086,0.4880681943230119,20
fedavg,fashionmnist,42,43,train,100,0.2,2,0.01,64,100,1,860,860,0,1720,268.3984832763672,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.6146557864904404,0.6146557864904404,0.7253999999999999,0.7254,0.4474720844341388,0.2154874441783069,0.16,0.98,0.2193053578916849,10000.0,0.0,0.0,0.25,1.0,0.7254,0.4474720844341388,20
fedavg,fashionmnist,42,44,train,100,0.2,2,0.01,64,100,1,880,880,0,1760,274.4611768722534,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.5687731925189496,0.5687731925189495,0.7577999999999999,0.7578,0.52885211023619,0.25710456151172145,0.41,1.0,0.16361894755803802,10000.0,0.0,0.0,0.25,1.0,0.7578,0.52885211023619,20
fedavg,fashionmnist,42,45,train,100,0.2,2,0.01,64,100,1,900,900,0,1800,280.55910754203796,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.6688008358955383,0.6688008358955383,0.7185000000000001,0.7185,0.41138774277275836,0.1908735166426339,0.15,0.97,0.22241121824224602,10000.0,0.0,0.0,0.25,1.0,0.7185,0.41138774277275836,20
fedavg,fashionmnist,42,46,train,100,0.2,2,0.01,64,100,1,920,920,0,1840,286.7664849758148,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.6778494639992715,0.6778494639992714,0.6918000000000001,0.6918,0.4852493813900379,0.23878364292043677,0.13,1.0,0.275471886042841,10000.0,0.0,0.0,0.25,1.0,0.6918,0.4852493813900379,20
fedavg,fashionmnist,42,47,train,100,0.2,2,0.01,64,100,1,940,940,0,1880,292.9457461833954,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.5787684124231338,0.5787684124231338,0.7393,0.7393,0.48554376819296696,0.24260445910653222,0.26,1.0,0.20842387099370357,10000.0,0.0,0.0,0.25,1.0,0.7393,0.48554376819296696,20
fedavg,fashionmnist,42,48,train,100,0.2,2,0.01,64,100,1,960,960,0,1920,299.1005344390869,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.5782303552649914,0.5782303552649916,0.7611000000000001,0.7611,0.5235558375298561,0.249038256732439,0.45,1.0,0.15469903037834465,10000.0,0.0,0.0,0.25,1.0,0.7611,0.5235558375298561,20
fedavg,fashionmnist,42,49,train,100,0.2,2,0.01,64,100,1,980,980,0,1960,305.1794447898865,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.5415832491219044,0.5415832491219044,0.7733,0.7733,0.5592565462488792,0.2648731861502671,0.41,1.0,0.15502938431149108,10000.0,0.0,0.0,0.25,1.0,0.7733,0.5592565462488792,20
fedavg,fashionmnist,42,50,train,100,0.2,2,0.01,64,100,1,1000,1000,0,2000,311.4045834541321,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.5813929005473853,0.5813929005473852,0.7456000000000002,0.7456,0.5135576995098801,0.24998510849343858,0.3,1.0,0.19751111361136114,10000.0,0.0,0.0,0.25,1.0,0.7456,0.5135576995098801,20
fedavg,fashionmnist,42,51,train,100,0.2,2,0.01,64,100,1,1020,1020,0,2040,317.71541357040405,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.5730718402802945,0.5730718402802945,0.7755999999999998,0.7756,0.5046570927814054,0.2396541134641168,0.45,0.98,0.11471983263586119,10000.0,0.0,0.0,0.25,1.0,0.7756,0.5046570927814054,20
fedavg,fashionmnist,42,52,train,100,0.2,2,0.01,64,100,1,1040,1040,0,2080,324.021488904953,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.7582683842912316,0.7582683842912317,0.7241,0.7241,0.5191843692981745,0.2587883375256494,0.28,1.0,0.2306733404622216,10000.0,0.0,0.0,0.25,1.0,0.7241,0.5191843692981745,20
fedavg,fashionmnist,42,53,train,100,0.2,2,0.01,64,100,1,1060,1060,0,2120,330.2602496147156,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.6350010244250297,0.6350010244250297,0.7344999999999999,0.7345,0.4131087597594719,0.20001436148985227,0.32,0.96,0.16411200443599488,10000.0,0.0,0.0,0.25,1.0,0.7345,0.4131087597594719,20
fedavg,fashionmnist,42,54,train,100,0.2,2,0.01,64,100,1,1080,1080,0,2160,336.3363952636719,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.6465697741180659,0.6465697741180658,0.7153,0.7153,0.4948535819066743,0.24088353515857389,0.26,1.0,0.22167297985997306,10000.0,0.0,0.0,0.25,1.0,0.7153,0.4948535819066743,20
fedavg,fashionmnist,42,55,train,100,0.2,2,0.01,64,100,1,1100,1100,0,2200,342.51517629623413,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.6676751950860021,0.6676751950860024,0.7156999999999999,0.7157,0.39082390786534027,0.18506724712725664,0.21,0.99,0.2038050784450672,10000.0,0.0,0.0,0.25,1.0,0.7157,0.39082390786534027,20
fedavg,fashionmnist,42,56,train,100,0.2,2,0.01,64,100,1,1120,1120,0,2240,348.66245341300964,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.5595407059431076,0.5595407059431076,0.7567,0.7567,0.5172687376999076,0.2573420355078923,0.35,1.0,0.17576151455879072,10000.0,0.0,0.0,0.25,1.0,0.7567,0.5172687376999076,20
fedavg,fashionmnist,42,57,train,100,0.2,2,0.01,64,100,1,1140,1140,0,2280,354.6863167285919,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.6288145329236984,0.6288145329236984,0.7349,0.7349,0.45248047625716675,0.21369986021213158,0.16,0.98,0.223407676680995,10000.0,0.0,0.0,0.25,1.0,0.7349,0.45248047625716675,20
fedavg,fashionmnist,42,58,train,100,0.2,2,0.01,64,100,1,1160,1160,0,2320,360.7994120121002,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.5659791759878396,0.5659791759878396,0.7709999999999999,0.771,0.5182897663865165,0.2568752746776666,0.43,1.0,0.15464475419489662,10000.0,0.0,0.0,0.25,1.0,0.771,0.5182897663865165,20
fedavg,fashionmnist,42,59,train,100,0.2,2,0.01,64,100,1,1180,1180,0,2360,366.93124985694885,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.6402398841619492,0.6402398841619492,0.7232999999999999,0.7233,0.42793987536178646,0.200948965750766,0.21,0.98,0.20934686527387986,10000.0,0.0,0.0,0.25,1.0,0.7233,0.42793987536178646,20
fedavg,fashionmnist,42,60,train,100,0.2,2,0.01,64,100,1,1200,1200,0,2400,372.99801683425903,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.55599776494056,0.5559977649405599,0.7796000000000001,0.7796,0.5402503927015354,0.26164779433164037,0.47,1.0,0.1500194654036602,10000.0,0.0,0.0,0.25,1.0,0.7796,0.5402503927015354,20
fedavg,fashionmnist,42,61,train,100,0.2,2,0.01,64,100,1,1220,1220,0,2440,379.0910339355469,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.5496409139603375,0.5496409139603377,0.7497000000000001,0.7497,0.53337283201127,0.25884907881081215,0.37,1.0,0.19137635695142702,10000.0,0.0,0.0,0.25,1.0,0.7497,0.53337283201127,20
fedavg,fashionmnist,42,62,train,100,0.2,2,0.01,64,100,1,1240,1240,0,2480,385.1904921531677,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.5510735404774546,0.5510735404774547,0.767,0.767,0.5716492189704071,0.2610634604849959,0.36,1.0,0.16733499335165972,10000.0,0.0,0.0,0.25,1.0,0.767,0.5716492189704071,20
fedavg,fashionmnist,42,63,train,100,0.2,2,0.01,64,100,1,1260,1260,0,2520,391.2979984283447,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.5425521344423294,0.5425521344423294,0.7741999999999999,0.7742,0.536627730927077,0.2397238231667682,0.37,0.96,0.14073507025613766,10000.0,0.0,0.0,0.25,1.0,0.7742,0.536627730927077,20
fedavg,fashionmnist,42,64,train,100,0.2,2,0.01,64,100,1,1280,1280,0,2560,397.39714670181274,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.5345795510143041,0.5345795510143042,0.7844000000000001,0.7844,0.5700132704290904,0.2730362039371527,0.49,1.0,0.16010196750821018,10000.0,0.0,0.0,0.25,1.0,0.7844,0.5700132704290904,20
fedavg,fashionmnist,42,65,train,100,0.2,2,0.01,64,100,1,1300,1300,0,2600,403.5453495979309,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.5133998370468617,0.5133998370468617,0.7966,0.7966,0.5918713188578015,0.2718859494844488,0.52,1.0,0.12296519832863281,10000.0,0.0,0.0,0.25,1.0,0.7966,0.5918713188578015,20
fedavg,fashionmnist,42,66,train,100,0.2,2,0.01,64,100,1,1320,1320,0,2640,409.61342215538025,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.4962853059232234,0.4962853059232235,0.7965999999999999,0.7966,0.5568859944342017,0.2609770831763789,0.43,0.99,0.13085274166023425,10000.0,0.0,0.0,0.25,1.0,0.7966,0.5568859944342017,20
fedavg,fashionmnist,42,67,train,100,0.2,2,0.01,64,100,1,1340,1340,0,2680,415.60401582717896,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.5712812249392271,0.5712812249392271,0.7327000000000001,0.7327,0.568986578789775,0.26409917198806615,0.25,1.0,0.24310020567658924,10000.0,0.0,0.0,0.25,1.0,0.7327,0.568986578789775,20
fedavg,fashionmnist,42,68,train,100,0.2,2,0.01,64,100,1,1360,1360,0,2720,421.6483418941498,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.6443118732273578,0.6443118732273578,0.7411999999999999,0.7412,0.5188639056435035,0.22654427244319472,0.16,0.99,0.23031404646699258,10000.0,0.0,0.0,0.25,1.0,0.7412,0.5188639056435035,20
fedavg,fashionmnist,42,69,train,100,0.2,2,0.01,64,100,1,1380,1380,0,2760,427.7789890766144,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.6759849811434744,0.6759849811434746,0.6851999999999999,0.6852,0.503227275267932,0.24240050296643864,0.12,0.99,0.28662686545402544,10000.0,0.0,0.0,0.25,1.0,0.6852,0.503227275267932,20
