method,dataset,seed,round,phase,total_rounds,client_frac,local_epochs,lr,batch_size,num_clients,k_config,model_downloads,model_uploads,assignment_model_evals,model_transmissions,runtime_sec,split_file,client_avg_loss,sample_avg_loss,client_avg_acc,micro_acc,global_macro_f1,client_avg_macro_f1,worst_client_acc,best_client_acc,acc_std,num_eval_samples,ari,nmi,purity,k_pred,acc,f1,num_selected_clients,cluster_sizes,num_empty_clusters,cluster_split_events,split_probe_downloads,split_probe_uploads,eps_1,eps_2,clustering_interval,min_cluster_size,split_center_init,updated_clusters
cfl,cifar10,42,11,clustered,100,0.2,2,0.005,32,100,,820,820,0,1640,119.3485963344574,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,2.3005559409722682,2.3005559409722687,0.29229999999999995,0.2923,0.05887309513499228,0.039738292835525525,0.0,1.0,0.3427735549892961,10000.0,0.0,0.0,0.1,1.0,0.2923,0.05887309513499228,20,[100],0,0,600,600,0.4,1.6,1,4,parent,[0]
cfl,cifar10,42,12,clustered,100,0.2,2,0.005,32,100,,940,940,0,1880,134.05152297019958,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.7148381781339646,1.7148381781339646,0.3827,0.3827,0.2087922775572834,0.09911464573641197,0.0,0.74,0.2270720370279,10000.0,0.0,0.0,0.1,1.0,0.3827,0.2087922775572834,20,[100],0,0,700,700,0.4,1.6,1,4,parent,[0]
cfl,cifar10,42,13,clustered,100,0.2,2,0.005,32,100,,1060,1060,0,2120,149.31430864334106,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.6431055375456811,1.643105537545681,0.4164,0.4164,0.1584792178813464,0.08057535492797095,0.0,0.85,0.30296376020903887,10000.0,0.0,0.0,0.1,1.0,0.4164,0.1584792178813464,20,[100],0,0,800,800,0.4,1.6,1,4,parent,[0]
cfl,cifar10,42,14,clustered,100,0.2,2,0.005,32,100,,1180,1180,0,2360,164.12803673744202,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.6001308540105823,1.6001308540105819,0.4625,0.4625,0.25077446635078887,0.11506152055837295,0.0,0.86,0.23754736369827387,10000.0,0.0,0.0,0.1,1.0,0.4625,0.25077446635078887,20,[100],0,0,900,900,0.4,1.6,1,4,parent,[0]
cfl,cifar10,42,15,clustered,100,0.2,2,0.005,32,100,,1300,1300,0,2600,180.3910014629364,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.5778670215487478,1.577867021548748,0.4568,0.4568,0.22640404914682727,0.10851991028397333,0.0,0.95,0.26909433290205126,10000.0,0.0,0.0,0.1,1.0,0.4568,0.22640404914682727,20,[100],0,0,1000,1000,0.4,1.6,1,4,parent,[0]
cfl,cifar10,42,16,clustered,100,0.2,2,0.005,32,100,,1420,1420,0,2840,196.42053818702698,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.580529660975933,1.5805296609759332,0.4274000000000001,0.4274,0.2662383462179957,0.12031539564037347,0.05,0.74,0.178793847768876,10000.0,0.0,0.0,0.1,1.0,0.4274,0.2662383462179957,20,[100],0,0,1100,1100,0.4,1.6,1,4,parent,[0]
cfl,cifar10,42,17,clustered,100,0.2,2,0.005,32,100,,1540,1540,0,3080,212.78820729255676,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.7901150248765945,1.7901150248765945,0.3907,0.3907,0.14687419854249675,0.08621825186223869,0.0,0.96,0.3185318037496413,10000.0,0.0,0.0,0.1,1.0,0.3907,0.14687419854249675,20,[100],0,0,1200,1200,0.4,1.6,1,4,parent,[0]
cfl,cifar10,42,18,clustered,100,0.2,2,0.005,32,100,,1660,1660,0,3320,227.7672381401062,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.6095430965423585,1.6095430965423585,0.4171000000000001,0.4171,0.20213426396827705,0.09647517191300713,0.01,0.95,0.26407307700710425,10000.0,0.0,0.0,0.1,1.0,0.4171,0.20213426396827705,20,[100],0,0,1300,1300,0.4,1.6,1,4,parent,[0]
cfl,cifar10,42,19,clustered,100,0.2,2,0.005,32,100,,1780,1780,0,3560,242.79330205917358,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.5464245890796187,1.5464245890796184,0.4402999999999999,0.4403,0.2219083129290364,0.11476741226593803,0.0,0.86,0.2641910482964932,10000.0,0.0,0.0,0.1,1.0,0.4403,0.2219083129290364,20,[100],0,0,1400,1400,0.4,1.6,1,4,parent,[0]
cfl,cifar10,42,20,clustered,100,0.2,2,0.005,32,100,,1900,1900,0,3800,257.9910252094269,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.6509981899023054,1.6509981899023056,0.43119999999999997,0.4312,0.20871423258473723,0.09158581272613187,0.0,0.96,0.2944903394001236,10000.0,0.0,0.0,0.1,1.0,0.4312,0.20871423258473723,20,[100],0,0,1500,1500,0.4,1.6,1,4,parent,[0]
cfl,cifar10,42,21,clustered,100,0.2,2,0.005,32,100,,2020,2020,0,4040,272.69966864585876,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.7043113812446598,1.7043113812446595,0.41900000000000004,0.419,0.2104553253331663,0.11132126730036053,0.0,0.82,0.2580096897405212,10000.0,0.0,0.0,0.1,1.0,0.419,0.2104553253331663,20,[100],0,0,1600,1600,0.4,1.6,1,4,parent,[0]
cfl,cifar10,42,22,clustered,100,0.2,2,0.005,32,100,,2140,2140,0,4280,290.6048581600189,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.6630595564544202,1.6630595564544202,0.45610000000000006,0.4561,0.2845999437360584,0.10300569185957519,0.0,0.96,0.22095200836380735,10000.0,0.17204301075268819,0.45235407972988256,0.2,2.0,0.4561,0.2845999437360584,20,"[60, 40]",0,1,1700,1700,0.4,1.6,1,4,parent,"[0, 1]"
cfl,cifar10,42,23,clustered,100,0.2,2,0.005,32,100,,2260,2260,0,4520,306.27977085113525,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.2980700623586776,1.2980700623586774,0.5303,0.5303,0.31484549674294177,0.10870934052032069,0.04,0.97,0.25270320536154667,10000.0,0.17204301075268819,0.45235407972988256,0.2,2.0,0.5303,0.31484549674294177,20,"[60, 40]",0,1,1800,1800,0.4,1.6,1,4,parent,"[0, 1]"
cfl,cifar10,42,24,clustered,100,0.2,2,0.005,32,100,,2380,2380,0,4760,321.81007385253906,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.5872602884843945,1.5872602884843945,0.42919999999999997,0.4292,0.29394493865165466,0.09717351236871549,0.02,0.92,0.23033749152059463,10000.0,0.17204301075268819,0.45235407972988256,0.2,2.0,0.4292,0.29394493865165466,20,"[60, 40]",0,1,1900,1900,0.4,1.6,1,4,parent,"[0, 1]"
cfl,cifar10,42,25,clustered,100,0.2,2,0.005,32,100,,2500,2500,0,5000,337.43384885787964,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.6574779236499222,1.657477923649922,0.4618,0.4618,0.28548885426109677,0.09121076014745505,0.01,1.0,0.3261330403378352,10000.0,0.17204301075268819,0.45235407972988256,0.2,2.0,0.4618,0.28548885426109677,20,"[60, 40]",0,1,2000,2000,0.4,1.6,1,4,parent,"[0, 1]"
cfl,cifar10,42,26,clustered,100,0.2,2,0.005,32,100,,2620,2620,0,5240,353.1442320346832,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.4275631840854883,1.4275631840854883,0.5191999999999999,0.5192,0.34586423863201254,0.10363846191832086,0.0,0.94,0.2633122860787168,10000.0,0.17204301075268819,0.45235407972988256,0.2,2.0,0.5192,0.34586423863201254,20,"[60, 40]",0,1,2100,2100,0.4,1.6,1,4,parent,"[0, 1]"
cfl,cifar10,42,27,clustered,100,0.2,2,0.005,32,100,,2740,2740,0,5480,367.6450197696686,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.5744285304218533,1.574428530421853,0.4795,0.4795,0.33716884495259913,0.09519528150701366,0.01,1.0,0.31272791688622875,10000.0,0.17204301075268819,0.45235407972988256,0.2,2.0,0.4795,0.33716884495259913,20,"[60, 40]",0,1,2200,2200,0.4,1.6,1,4,parent,"[0, 1]"
cfl,cifar10,42,28,clustered,100,0.2,2,0.005,32,100,,2860,2860,0,5720,384.6886148452759,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.3553196526067337,1.355319652606733,0.5167,0.5167,0.3765273353159665,0.12143006402702648,0.01,1.0,0.2801644338598317,10000.0,0.17204301075268819,0.45235407972988256,0.2,2.0,0.5167,0.3765273353159665,20,"[60, 40]",0,1,2300,2300,0.4,1.6,1,4,parent,"[0, 1]"
cfl,cifar10,42,29,clustered,100,0.2,2,0.005,32,100,,2980,2980,0,5960,402.5862717628479,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.4424005338197574,1.4424005338197574,0.5463,0.5463,0.3475623192968019,0.11243580639813466,0.01,0.94,0.2594712122760442,10000.0,0.17204301075268819,0.45235407972988256,0.2,2.0,0.5463,0.3475623192968019,20,"[60, 40]",0,1,2400,2400,0.4,1.6,1,4,parent,"[0, 1]"
cfl,cifar10,42,30,clustered,100,0.2,2,0.005,32,100,,3100,3100,0,6200,420.05613946914673,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.3503781407460567,1.350378140746057,0.5279,0.5279,0.38864302678848084,0.11207780279777177,0.02,0.87,0.22928277301184227,10000.0,0.17204301075268819,0.45235407972988256,0.2,2.0,0.5279,0.38864302678848084,20,"[60, 40]",0,1,2500,2500,0.4,1.6,1,4,parent,"[0, 1]"
cfl,cifar10,42,31,clustered,100,0.2,2,0.005,32,100,,3220,3220,0,6440,434.4921395778656,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.160806782013178,1.1608067820131778,0.5933000000000002,0.5933,0.4550974780228477,0.12762751073878448,0.17,0.88,0.16965880466394898,10000.0,0.17204301075268819,0.45235407972988256,0.2,2.0,0.5933,0.4550974780228477,20,"[60, 40]",0,1,2600,2600,0.4,1.6,1,4,parent,"[0, 1]"
cfl,cifar10,42,32,clustered,100,0.2,2,0.005,32,100,,3340,3340,0,6680,446.85673570632935,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.3233390061065557,1.3233390061065555,0.5567,0.5567,0.3516446518242332,0.1305036978406677,0.0,0.93,0.26147296227334865,10000.0,0.17204301075268819,0.45235407972988256,0.2,2.0,0.5567,0.3516446518242332,20,"[60, 40]",0,1,2700,2700,0.4,1.6,1,4,parent,"[0, 1]"
cfl,cifar10,42,33,clustered,100,0.2,2,0.005,32,100,,3460,3460,0,6920,458.9849293231964,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.1743883460700513,1.1743883460700513,0.5969,0.5969,0.42180491939395387,0.12193748102252927,0.17,0.96,0.20491312793474215,10000.0,0.17204301075268819,0.45235407972988256,0.2,2.0,0.5969,0.42180491939395387,20,"[60, 40]",0,1,2800,2800,0.4,1.6,1,4,parent,"[0, 1]"
cfl,cifar10,42,34,clustered,100,0.2,2,0.005,32,100,,3580,3580,0,7160,471.1699676513672,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.2432516886934637,1.2432516886934637,0.5676,0.5676,0.4064998388528493,0.12286444711496436,0.05,0.97,0.2305780561978958,10000.0,0.17204301075268819,0.45235407972988256,0.2,2.0,0.5676,0.4064998388528493,20,"[60, 40]",0,1,2900,2900,0.4,1.6,1,4,parent,"[0, 1]"
cfl,cifar10,42,35,clustered,100,0.2,2,0.005,32,100,,3700,3700,0,7400,483.3708670139313,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.1420641582839193,1.142064158283919,0.6089999999999999,0.609,0.49191488556747826,0.13533055954786874,0.2,0.97,0.21363754351705133,10000.0,0.17204301075268819,0.45235407972988256,0.2,2.0,0.609,0.49191488556747826,20,"[60, 40]",0,1,3000,3000,0.4,1.6,1,4,parent,"[0, 1]"
cfl,cifar10,42,36,clustered,100,0.2,2,0.005,32,100,,3820,3820,0,7640,495.400897026062,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.2912025438820012,1.2912025438820012,0.5700999999999999,0.5701,0.4243625192072867,0.12931302069782308,0.04,0.99,0.2602978870448241,10000.0,0.17204301075268819,0.45235407972988256,0.2,2.0,0.5701,0.4243625192072867,20,"[60, 40]",0,1,3100,3100,0.4,1.6,1,4,parent,"[0, 1]"
cfl,cifar10,42,37,clustered,100,0.2,2,0.005,32,100,,3940,3940,0,7880,507.6707923412323,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.443181523766369,1.4431815237663685,0.5348999999999999,0.5349,0.3802381481153711,0.12085730924897783,0.0,0.9,0.19604843789227192,10000.0,0.17204301075268819,0.45235407972988256,0.2,2.0,0.5349,0.3802381481153711,20,"[60, 40]",0,1,3200,3200,0.4,1.6,1,4,parent,"[0, 1]"
cfl,cifar10,42,38,clustered,100,0.2,2,0.005,32,100,,4060,4060,0,8120,519.5783951282501,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.1492182950295509,1.1492182950295509,0.5989,0.5989,0.4341934035297704,0.12895119301943228,0.09,0.93,0.22596413432224152,10000.0,0.17204301075268819,0.45235407972988256,0.2,2.0,0.5989,0.4341934035297704,20,"[60, 40]",0,1,3300,3300,0.4,1.6,1,4,parent,"[0, 1]"
cfl,cifar10,42,39,clustered,100,0.2,2,0.005,32,100,,4180,4180,0,8360,531.7356412410736,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.056978310637176,1.056978310637176,0.6391,0.6391,0.49519288358679087,0.14892534506469374,0.28,0.93,0.16517321211382915,10000.0,0.17204301075268819,0.45235407972988256,0.2,2.0,0.6391,0.49519288358679087,20,"[60, 40]",0,1,3400,3400,0.4,1.6,1,4,parent,"[0, 1]"
cfl,cifar10,42,40,clustered,100,0.2,2,0.005,32,100,,4300,4300,0,8600,543.8815410137177,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.3873851739840581,1.3873851739840581,0.5278000000000002,0.5278,0.37882712539065705,0.12227497945908951,0.02,0.99,0.29453210351335213,10000.0,0.17204301075268819,0.45235407972988256,0.2,2.0,0.5278,0.37882712539065705,20,"[60, 40]",0,1,3500,3500,0.4,1.6,1,4,parent,"[0, 1]"
cfl,cifar10,42,41,clustered,100,0.2,2,0.005,32,100,,4420,4420,0,8840,555.8697261810303,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.3672020376428964,1.3672020376428962,0.5408,0.5408,0.35193536896760297,0.1173049885262108,0.05,0.99,0.2384603950344795,10000.0,0.17204301075268819,0.45235407972988256,0.2,2.0,0.5408,0.35193536896760297,20,"[60, 40]",0,1,3600,3600,0.4,1.6,1,4,parent,"[0, 1]"
cfl,cifar10,42,42,clustered,100,0.2,2,0.005,32,100,,4540,4540,0,9080,568.0053896903992,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.3087301848594097,1.30873018485941,0.5401000000000001,0.5401,0.4175647658869653,0.12689906858456138,0.07,0.99,0.2622460485879625,10000.0,0.17204301075268819,0.45235407972988256,0.2,2.0,0.5401,0.4175647658869653,20,"[60, 40]",0,1,3700,3700,0.4,1.6,1,4,parent,"[0, 1]"
cfl,cifar10,42,43,clustered,100,0.2,2,0.005,32,100,,4660,4660,0,9320,580.3957979679108,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.3499120472848416,1.3499120472848416,0.5396,0.5396,0.3673984662411633,0.1271332610988451,0.0,0.96,0.2920031506679337,10000.0,0.17204301075268819,0.45235407972988256,0.2,2.0,0.5396,0.3673984662411633,20,"[60, 40]",0,1,3800,3800,0.4,1.6,1,4,parent,"[0, 1]"
cfl,cifar10,42,44,clustered,100,0.2,2,0.005,32,100,,4780,4780,0,9560,594.5985088348389,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.1141453138828277,1.1141453138828277,0.6205999999999999,0.6206,0.47812501433002846,0.13218325794998942,0.19,0.91,0.17245184835193852,10000.0,0.17204301075268819,0.45235407972988256,0.2,2.0,0.6206,0.47812501433002846,20,"[60, 40]",0,1,3900,3900,0.4,1.6,1,4,parent,"[0, 1]"
cfl,cifar10,42,45,clustered,100,0.2,2,0.005,32,100,,4900,4900,0,9800,610.9884724617004,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.2195510653864128,1.2195510653864126,0.5844000000000001,0.5844,0.4430410036236337,0.13913014686598252,0.08,0.99,0.2377533175373164,10000.0,0.17204301075268819,0.45235407972988256,0.2,2.0,0.5844,0.4430410036236337,20,"[60, 40]",0,1,4000,4000,0.4,1.6,1,4,parent,"[0, 1]"
cfl,cifar10,42,46,clustered,100,0.2,2,0.005,32,100,,5020,5020,0,10040,625.7737145423889,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.7140556163996459,1.7140556163996459,0.4594,0.4594,0.3808171456676887,0.10141226945287916,0.01,0.93,0.2918931996467201,10000.0,0.17204301075268819,0.45235407972988256,0.2,2.0,0.4594,0.3808171456676887,20,"[60, 40]",0,1,4100,4100,0.4,1.6,1,4,parent,"[0, 1]"
cfl,cifar10,42,47,clustered,100,0.2,2,0.005,32,100,,5140,5140,0,10280,640.0089600086212,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.1875363101610914,1.1875363101610914,0.5710000000000001,0.571,0.42745472335340473,0.12784173097883317,0.15,0.99,0.24392416854424245,10000.0,0.17204301075268819,0.45235407972988256,0.2,2.0,0.571,0.42745472335340473,20,"[60, 40]",0,1,4200,4200,0.4,1.6,1,4,parent,"[0, 1]"
cfl,cifar10,42,48,clustered,100,0.2,2,0.005,32,100,,5260,5260,0,10520,654.2914187908173,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.202877623155713,1.202877623155713,0.5646,0.5646,0.45610449740516756,0.12820343666368506,0.22,0.97,0.19020210303779503,10000.0,0.17204301075268819,0.45235407972988256,0.2,2.0,0.5646,0.45610449740516756,20,"[60, 40]",0,1,4300,4300,0.4,1.6,1,4,parent,"[0, 1]"
cfl,cifar10,42,49,clustered,100,0.2,2,0.005,32,100,,5380,5380,0,10760,669.0864923000336,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.1550625661132856,1.1550625661132856,0.602,0.602,0.4575588624674686,0.13275087453719756,0.18,0.99,0.2265303511673436,10000.0,0.17204301075268819,0.45235407972988256,0.2,2.0,0.602,0.4575588624674686,20,"[60, 40]",0,1,4400,4400,0.4,1.6,1,4,parent,"[0, 1]"
cfl,cifar10,42,50,clustered,100,0.2,2,0.005,32,100,,5500,5500,0,11000,719.9632422924042,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.1942758190248162,1.1942758190248162,0.5855999999999999,0.5856,0.41306812945480254,0.13817279913523772,0.11,0.95,0.23583180447089827,10000.0,0.17204301075268819,0.45235407972988256,0.2,2.0,0.5856,0.41306812945480254,20,"[60, 40]",0,1,4500,4500,0.4,1.6,1,4,parent,"[0, 1]"
cfl,cifar10,42,51,clustered,100,0.2,2,0.005,32,100,,5620,5620,0,11240,772.8387064933777,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.3491424317896366,1.3491424317896366,0.5195,0.5195,0.41698329030879727,0.11875036989413883,0.09,0.97,0.2028170357736253,10000.0,0.17204301075268819,0.45235407972988256,0.2,2.0,0.5195,0.41698329030879727,20,"[60, 40]",0,1,4600,4600,0.4,1.6,1,4,parent,"[0, 1]"
cfl,cifar10,42,52,clustered,100,0.2,2,0.005,32,100,,5740,5740,0,11480,828.631454706192,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.4357676140068096,1.4357676140068099,0.5350999999999999,0.5351,0.35114452136798313,0.12362067687209125,0.0,0.99,0.2811671922540039,10000.0,0.17204301075268819,0.45235407972988256,0.2,2.0,0.5351,0.35114452136798313,20,"[60, 40]",0,1,4700,4700,0.4,1.6,1,4,parent,"[0, 1]"
cfl,cifar10,42,53,clustered,100,0.2,2,0.005,32,100,,5860,5860,0,11720,843.440402507782,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.0482446548655628,1.0482446548655628,0.6478999999999999,0.6479,0.5007828624110215,0.14108331228637336,0.25,0.93,0.2049209359728771,10000.0,0.17204301075268819,0.45235407972988256,0.2,2.0,0.6479,0.5007828624110215,20,"[60, 40]",0,1,4800,4800,0.4,1.6,1,4,parent,"[0, 1]"
cfl,cifar10,42,54,clustered,100,0.2,2,0.005,32,100,,5980,5980,0,11960,858.8035125732422,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,1.110417039681971,1.110417039681971,0.6158,0.6158,0.47782743450682313,0.1373833532367584,0.09,0.93,0.2067180688764289,10000.0,0.17204301075268819,0.45235407972988256,0.2,2.0,0.6158,0.47782743450682313,20,"[60, 40]",0,1,4900,4900,0.4,1.6,1,4,parent,"[0, 1]"
