method,dataset,seed,round,phase,total_rounds,client_frac,local_epochs,lr,batch_size,num_clients,k_config,model_downloads,model_uploads,assignment_model_evals,model_transmissions,runtime_sec,split_file,client_avg_loss,sample_avg_loss,client_avg_acc,micro_acc,global_macro_f1,client_avg_macro_f1,worst_client_acc,best_client_acc,acc_std,num_eval_samples,ari,nmi,purity,k_pred,acc,f1,num_selected_clients
fedavg,cicids2017,42,26,train,50,0.2,2,0.01,64,100,1,520,520,0,1040,12.40843915939331,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.21668101713657378,0.21668101713657378,0.8872000000000001,0.8872,0.7731838115977874,0.7686703925899485,0.81,0.96,0.03111526956335105,10000.0,0.0,0.0,0.5,1.0,0.8872,0.7731838115977874,20
fedavg,cicids2017,42,27,train,50,0.2,2,0.01,64,100,1,540,540,0,1080,12.873327732086182,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.21409081423282622,0.21409081423282622,0.8869000000000001,0.8869,0.7721255374316445,0.7676387857140722,0.8,0.96,0.03164474679942945,10000.0,0.0,0.0,0.5,1.0,0.8869,0.7721255374316445,20
fedavg,cicids2017,42,28,train,50,0.2,2,0.01,64,100,1,560,560,0,1120,13.366348266601562,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.21142502512931824,0.21142502512931824,0.8871000000000001,0.8871,0.7730474395781022,0.7686551862970632,0.8,0.96,0.031632103945200996,10000.0,0.0,0.0,0.5,1.0,0.8871,0.7730474395781022,20
fedavg,cicids2017,42,29,train,50,0.2,2,0.01,64,100,1,580,580,0,1160,13.816625595092773,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.20907168734073633,0.2090716873407364,0.8873000000000001,0.8873,0.7734494813148992,0.7692632603470115,0.8,0.96,0.03212024283843447,10000.0,0.0,0.0,0.5,1.0,0.8873,0.7734494813148992,20
fedavg,cicids2017,42,30,train,50,0.2,2,0.01,64,100,1,600,600,0,1200,14.265048503875732,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.20680478463172913,0.20680478463172913,0.8884000000000001,0.8884,0.7764880846518935,0.7724494365076748,0.8,0.96,0.031959974968701094,10000.0,0.0,0.0,0.5,1.0,0.8884,0.7764880846518935,20
fedavg,cicids2017,42,31,train,50,0.2,2,0.01,64,100,1,620,620,0,1240,14.713502407073975,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.20459409265518186,0.2045940926551819,0.8903,0.8903,0.7818365460934731,0.7780466666913057,0.8,0.96,0.03226313685927022,10000.0,0.0,0.0,0.5,1.0,0.8903,0.7818365460934731,20
fedavg,cicids2017,42,32,train,50,0.2,2,0.01,64,100,1,640,640,0,1280,15.155211448669434,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.20249483001232146,0.20249483001232146,0.8923000000000001,0.8923,0.7867697246666545,0.7828706299169238,0.8,0.96,0.03233743960179904,10000.0,0.0,0.0,0.5,1.0,0.8923,0.7867697246666545,20
fedavg,cicids2017,42,33,train,50,0.2,2,0.01,64,100,1,660,660,0,1320,15.628190040588379,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.200391168141365,0.20039116814136504,0.8982000000000001,0.8982,0.8031910730873343,0.7989400282344732,0.81,0.96,0.03138088590209015,10000.0,0.0,0.0,0.5,1.0,0.8982,0.8031910730873343,20
fedavg,cicids2017,42,34,train,50,0.2,2,0.01,64,100,1,680,680,0,1360,16.083375930786133,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.19849854161739347,0.1984985416173935,0.9032000000000001,0.9032,0.8190234745997202,0.8148435463180493,0.84,0.98,0.02979530164304433,10000.0,0.0,0.0,0.5,1.0,0.9032,0.8190234745997202,20
fedavg,cicids2017,42,35,train,50,0.2,2,0.01,64,100,1,700,700,0,1400,16.530146837234497,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.19659717617034914,0.1965971761703491,0.9171,0.9171,0.8537672287208783,0.850733685223038,0.85,0.98,0.027687361737803756,10000.0,0.0,0.0,0.5,1.0,0.9171,0.8537672287208783,20
fedavg,cicids2017,42,36,train,50,0.2,2,0.01,64,100,1,720,720,0,1440,16.96531391143799,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.1947575146436691,0.19475751464366914,0.9272,0.9272,0.8750054856795777,0.8736449196455801,0.86,0.99,0.026910221106486637,10000.0,0.0,0.0,0.5,1.0,0.9272,0.8750054856795777,20
fedavg,cicids2017,42,37,train,50,0.2,2,0.01,64,100,1,740,740,0,1480,17.410436868667603,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.19301196594238276,0.19301196594238282,0.9370999999999999,0.9371,0.8947121301585721,0.8932601236611064,0.89,0.99,0.024219620145658743,10000.0,0.0,0.0,0.5,1.0,0.9371,0.8947121301585721,20
fedavg,cicids2017,42,38,train,50,0.2,2,0.01,64,100,1,760,760,0,1520,17.872275829315186,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.19134654433727266,0.19134654433727263,0.9326999999999999,0.9327,0.8866714722677431,0.885247761541514,0.87,0.99,0.026109576787071806,10000.0,0.0,0.0,0.5,1.0,0.9327,0.8866714722677431,20
fedavg,cicids2017,42,39,train,50,0.2,2,0.01,64,100,1,780,780,0,1560,18.358162879943848,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.18997001063823696,0.18997001063823699,0.9368,0.9368,0.8950325412409172,0.8935398537096454,0.88,0.99,0.025174590364095282,10000.0,0.0,0.0,0.5,1.0,0.9368,0.8950325412409172,20
fedavg,cicids2017,42,40,train,50,0.2,2,0.01,64,100,1,800,800,0,1600,18.833573579788208,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.18838062925338747,0.18838062925338744,0.9368,0.9368,0.8952518526665596,0.8937128050836285,0.87,0.99,0.025214281667340813,10000.0,0.0,0.0,0.5,1.0,0.9368,0.8952518526665596,20
fedavg,cicids2017,42,41,train,50,0.2,2,0.01,64,100,1,820,820,0,1640,19.31820559501648,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.18707152976989744,0.18707152976989747,0.9337999999999999,0.9338,0.8893527160632244,0.8877538194718341,0.86,0.99,0.02730494460715859,10000.0,0.0,0.0,0.5,1.0,0.9338,0.8893527160632244,20
fedavg,cicids2017,42,42,train,50,0.2,2,0.01,64,100,1,840,840,0,1680,19.764720678329468,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.18568986127376558,0.18568986127376558,0.9327999999999999,0.9328,0.8875860092491288,0.8860666586440334,0.86,0.99,0.027352513595645993,10000.0,0.0,0.0,0.5,1.0,0.9328,0.8875860092491288,20
fedavg,cicids2017,42,43,train,50,0.2,2,0.01,64,100,1,860,860,0,1720,20.198981285095215,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.1842446889877319,0.18424468898773194,0.9332999999999998,0.9333,0.8887290334928779,0.8872454567191229,0.86,0.99,0.027204962782551256,10000.0,0.0,0.0,0.5,1.0,0.9333,0.8887290334928779,20
fedavg,cicids2017,42,44,train,50,0.2,2,0.01,64,100,1,880,880,0,1760,20.63820481300354,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.1829653357982636,0.18296533579826355,0.9330999999999999,0.9331,0.8884895458949277,0.8869972177403926,0.86,0.99,0.027301831440399726,10000.0,0.0,0.0,0.5,1.0,0.9331,0.8884895458949277,20
fedavg,cicids2017,42,45,train,50,0.2,2,0.01,64,100,1,900,900,0,1800,21.089298725128174,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.18171073486804964,0.18171073486804962,0.9323999999999999,0.9324,0.8875832806670981,0.8860632067965191,0.86,0.99,0.027463430230034974,10000.0,0.0,0.0,0.5,1.0,0.9324,0.8875832806670981,20
fedavg,cicids2017,42,46,train,50,0.2,2,0.01,64,100,1,920,920,0,1840,21.531346559524536,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.18024556460380553,0.18024556460380553,0.9325,0.9325,0.8877731433350939,0.8862064704485164,0.86,0.99,0.027654113618049644,10000.0,0.0,0.0,0.5,1.0,0.9325,0.8877731433350939,20
fedavg,cicids2017,42,47,train,50,0.2,2,0.01,64,100,1,940,940,0,1880,21.9826819896698,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.17932935082912446,0.17932935082912446,0.9327999999999999,0.9328,0.8884357772915141,0.8867250733654458,0.86,1.0,0.02746197370911273,10000.0,0.0,0.0,0.5,1.0,0.9328,0.8884357772915141,20
fedavg,cicids2017,42,48,train,50,0.2,2,0.01,64,100,1,960,960,0,1920,22.442938566207886,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.17814488446712495,0.17814488446712493,0.9368999999999998,0.9369,0.8964725167591882,0.894687782991172,0.87,1.0,0.026065110780505017,10000.0,0.0,0.0,0.5,1.0,0.9369,0.8964725167591882,20
fedavg,cicids2017,42,49,train,50,0.2,2,0.01,64,100,1,980,980,0,1960,22.900071144104004,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.177196746468544,0.177196746468544,0.9369999999999998,0.937,0.8967001163714181,0.8950236932091045,0.87,1.0,0.02613426869074394,10000.0,0.0,0.0,0.5,1.0,0.937,0.8967001163714181,20
fedavg,cicids2017,42,50,train,50,0.2,2,0.01,64,100,1,1000,1000,0,2000,23.378313302993774,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.17619219431877134,0.17619219431877137,0.9329999999999999,0.933,0.8888143668565651,0.8871779363247395,0.86,1.0,0.027440845468024465,10000.0,0.0,0.0,0.5,1.0,0.933,0.8888143668565651,20
