method,dataset,seed,round,phase,total_rounds,client_frac,local_epochs,lr,batch_size,num_clients,k_config,model_downloads,model_uploads,assignment_model_evals,model_transmissions,runtime_sec,split_file,client_avg_loss,sample_avg_loss,client_avg_acc,micro_acc,global_macro_f1,client_avg_macro_f1,worst_client_acc,best_client_acc,acc_std,num_eval_samples,ari,nmi,purity,k_pred,acc,f1,num_selected_clients,cluster_sizes,num_empty_clusters,updated_clusters,assignment_split,center_init,eval_assign_all
ifca,fashionmnist,42,14,clustered,100,0.2,2,0.01,64,100,4,280,280,7120,7680,1110.8366391658783,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.4502307813197373,0.4502307813197374,0.8573999999999999,0.8574,0.673939331985665,0.2480415529393584,0.35,1.0,0.1382289405298326,10000.0,0.9472597722581074,0.9491205132446394,0.98,4.0,0.8574,0.673939331985665,20,"[23, 25, 25, 27]",0,"[0, 1, 2, 3]",val,random_perturb,True
ifca,fashionmnist,42,15,clustered,100,0.2,2,0.01,64,100,4,300,300,7600,8200,1185.2176549434662,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.39647946144640456,0.39647946144640445,0.8596999999999998,0.8597,0.6897960744729488,0.24442379289860353,0.39,1.0,0.12968002930289613,10000.0,0.8946388186776639,0.8981821728251178,0.96,4.0,0.8597,0.6897960744729488,20,"[23, 23, 27, 27]",0,"[0, 1, 2, 3]",val,random_perturb,True
ifca,fashionmnist,42,16,clustered,100,0.2,2,0.01,64,100,4,320,320,8080,8720,1258.1678211688995,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.3723793909728527,0.3723793909728527,0.8664000000000001,0.8664,0.6975391904670805,0.256136033947967,0.44,1.0,0.13339805096027452,10000.0,0.9472597722581074,0.9491205132446394,0.98,4.0,0.8664,0.6975391904670805,20,"[23, 25, 25, 27]",0,"[0, 1, 2, 3]",val,random_perturb,True
ifca,fashionmnist,42,17,clustered,100,0.2,2,0.01,64,100,4,340,340,8560,9240,1332.6320962905884,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.4261032558649777,0.4261032558649778,0.8035999999999999,0.8036,0.645049530194597,0.24302108987538543,0.21,1.0,0.22559042532873597,10000.0,0.9472597722581074,0.9491205132446394,0.98,4.0,0.8036,0.645049530194597,20,"[23, 25, 25, 27]",0,"[0, 1, 2, 3]",val,random_perturb,True
ifca,fashionmnist,42,18,clustered,100,0.2,2,0.01,64,100,4,360,360,9040,9760,1404.7018840312958,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.4099544689819216,0.40995446898192167,0.8618999999999999,0.8619,0.7144391086736547,0.26286933375966504,0.36,1.0,0.1542769911555187,10000.0,0.877120397186595,0.9057857037835435,0.95,4.0,0.8619,0.7144391086736547,20,"[20, 25, 25, 30]",0,"[0, 1, 2, 3]",val,random_perturb,True
ifca,fashionmnist,42,19,clustered,100,0.2,2,0.01,64,100,4,380,380,9520,10280,1477.327243566513,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.38026401723027237,0.3802640172302723,0.8640999999999999,0.8641,0.679699704077443,0.25579242709375616,0.54,1.0,0.13050743273852256,10000.0,0.9203628193392693,0.9186603469557815,0.97,4.0,0.8641,0.679699704077443,20,"[23, 24, 26, 27]",0,"[0, 1, 2, 3]",val,random_perturb,True
ifca,fashionmnist,42,20,clustered,100,0.2,2,0.01,64,100,4,400,400,10000,10800,1551.8490417003632,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.3703197713881731,0.3703197713881731,0.8706999999999998,0.8707,0.6968650731551416,0.25455176878484004,0.4,1.0,0.12974016340362765,10000.0,0.97305763367046,0.9695647763178207,0.99,4.0,0.8707,0.6968650731551416,20,"[24, 25, 25, 26]",0,"[0, 1, 2, 3]",val,random_perturb,True
ifca,fashionmnist,42,21,clustered,100,0.2,2,0.01,64,100,4,420,420,10480,11320,1625.390156507492,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.3616814317852258,0.3616814317852259,0.8737999999999999,0.8738,0.7175373880616066,0.2602372304318955,0.4,1.0,0.13543839928173987,10000.0,0.97305763367046,0.9695647763178207,0.99,4.0,0.8738,0.7175373880616066,20,"[24, 25, 25, 26]",0,"[0, 1, 2, 3]",val,random_perturb,True
ifca,fashionmnist,42,22,clustered,100,0.2,2,0.01,64,100,4,440,440,10960,11840,1696.6372349262238,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.38346311544552447,0.38346311544552447,0.8731,0.8731,0.6993725126401282,0.2572636150617143,0.41,1.0,0.1312302937587202,10000.0,0.97305763367046,0.9695647763178207,0.99,4.0,0.8731,0.6993725126401282,20,"[24, 25, 25, 26]",0,"[0, 1, 2, 3]",val,random_perturb,True
ifca,fashionmnist,42,23,clustered,100,0.2,2,0.01,64,100,4,460,460,11440,12360,1767.7638278007507,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.3599207007139922,0.3599207007139921,0.8713999999999998,0.8714,0.7096715547552319,0.2575157392220993,0.4,1.0,0.13435788030480386,10000.0,0.97305763367046,0.9695647763178207,0.99,4.0,0.8714,0.7096715547552319,20,"[24, 25, 25, 26]",0,"[0, 1, 2, 3]",val,random_perturb,True
ifca,fashionmnist,42,24,clustered,100,0.2,2,0.01,64,100,4,480,480,11920,12880,1831.7367594242096,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.3356217066999524,0.3356217066999525,0.8784000000000001,0.8784,0.7014097105653135,0.26304158271278283,0.52,1.0,0.11986425655715717,10000.0,0.97305763367046,0.9695647763178207,0.99,4.0,0.8784,0.7014097105653135,20,"[24, 25, 25, 26]",0,"[0, 1, 2, 3]",val,random_perturb,True
ifca,fashionmnist,42,25,clustered,100,0.2,2,0.01,64,100,4,500,500,12400,13400,1902.560800075531,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.34979233142361055,0.34979233142361044,0.8806,0.8806,0.7225533865658067,0.2661886285678579,0.51,1.0,0.12276660783779927,10000.0,0.92264724951374,0.9324403991280459,0.97,4.0,0.8806,0.7225533865658067,20,"[22, 25, 25, 28]",0,"[0, 1, 2, 3]",val,random_perturb,True
ifca,fashionmnist,42,26,clustered,100,0.2,2,0.01,64,100,4,520,520,12880,13920,1974.980385541916,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.33443719154372814,0.33443719154372814,0.8814,0.8814,0.7108322434847454,0.26934457436687187,0.51,1.0,0.11537781415852875,10000.0,0.97305763367046,0.9695647763178207,0.99,4.0,0.8814,0.7108322434847454,20,"[24, 25, 25, 26]",0,"[0, 1, 2, 3]",val,random_perturb,True
ifca,fashionmnist,42,27,clustered,100,0.2,2,0.01,64,100,4,540,540,13360,14440,2049.090231895447,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.31184765478447074,0.3118476547844708,0.8859,0.8859,0.7273769811085874,0.2725942900363992,0.49,1.0,0.11717589342522633,10000.0,0.97305763367046,0.9695647763178207,0.99,4.0,0.8859,0.7273769811085874,20,"[24, 25, 25, 26]",0,"[0, 1, 2, 3]",val,random_perturb,True
ifca,fashionmnist,42,28,clustered,100,0.2,2,0.01,64,100,4,560,560,13840,14960,2120.1145684719086,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.3161691965281963,0.31616919652819636,0.8823999999999999,0.8824,0.724608017347536,0.266979683233394,0.46,1.0,0.12516485129620056,10000.0,0.97305763367046,0.9695647763178207,0.99,4.0,0.8824,0.724608017347536,20,"[24, 25, 25, 26]",0,"[0, 1, 2, 3]",val,random_perturb,True
ifca,fashionmnist,42,29,clustered,100,0.2,2,0.01,64,100,4,580,580,14320,15480,2192.4361906051636,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.31245587325617674,0.3124558732561767,0.8865999999999999,0.8866,0.7149815174614574,0.27061158284272646,0.49,1.0,0.12005182214360595,10000.0,0.97305763367046,0.9695647763178207,0.99,4.0,0.8866,0.7149815174614574,20,"[24, 25, 25, 26]",0,"[0, 1, 2, 3]",val,random_perturb,True
ifca,fashionmnist,42,30,clustered,100,0.2,2,0.01,64,100,4,600,600,14800,16000,2266.5650894641876,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.32290123996883635,0.3229012399688363,0.8872,0.8872,0.7129445577047455,0.27029086607538183,0.49,1.0,0.11489194923927436,10000.0,0.97305763367046,0.9695647763178207,0.99,4.0,0.8872,0.7129445577047455,20,"[24, 25, 25, 26]",0,"[0, 1, 2, 3]",val,random_perturb,True
ifca,fashionmnist,42,31,clustered,100,0.2,2,0.01,64,100,4,620,620,15280,16520,2344.2418580055237,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.30648348040990536,0.3064834804099053,0.8937999999999999,0.8938,0.7179498533096369,0.27439796696827407,0.54,1.0,0.10666564582844845,10000.0,0.97305763367046,0.9695647763178207,0.99,4.0,0.8938,0.7179498533096369,20,"[24, 25, 25, 26]",0,"[0, 1, 2, 3]",val,random_perturb,True
ifca,fashionmnist,42,32,clustered,100,0.2,2,0.01,64,100,4,640,640,15760,17040,2421.7493505477905,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.3068299856517464,0.3068299856517464,0.8865999999999999,0.8866,0.7418843980985476,0.27513558767216056,0.41,1.0,0.12168993384828508,10000.0,0.97305763367046,0.9695647763178207,0.99,4.0,0.8866,0.7418843980985476,20,"[24, 25, 25, 26]",0,"[0, 1, 2, 3]",val,random_perturb,True
ifca,fashionmnist,42,33,clustered,100,0.2,2,0.01,64,100,4,660,660,16240,17560,2499.5879204273224,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.3004517390314489,0.30045173903144895,0.8965,0.8965,0.7280303456482204,0.2774242819155129,0.57,1.0,0.10330900251188181,10000.0,0.97305763367046,0.9695647763178207,0.99,4.0,0.8965,0.7280303456482204,20,"[24, 25, 25, 26]",0,"[0, 1, 2, 3]",val,random_perturb,True
ifca,fashionmnist,42,34,clustered,100,0.2,2,0.01,64,100,4,680,680,16720,18080,2574.3034887313843,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.33406337728463115,0.33406337728463115,0.8786999999999999,0.8787,0.7086997951173204,0.2690532063048377,0.41,1.0,0.12862857380846607,10000.0,0.97305763367046,0.9695647763178207,0.99,4.0,0.8787,0.7086997951173204,20,"[24, 25, 25, 26]",0,"[0, 1, 2, 3]",val,random_perturb,True
ifca,fashionmnist,42,35,clustered,100,0.2,2,0.01,64,100,4,700,700,17200,18600,2651.729611158371,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.29221065687313674,0.29221065687313674,0.8940999999999998,0.8941,0.7251453169611703,0.27778650313436154,0.54,1.0,0.10872069720159083,10000.0,0.97305763367046,0.9695647763178207,0.99,4.0,0.8941,0.7251453169611703,20,"[24, 25, 25, 26]",0,"[0, 1, 2, 3]",val,random_perturb,True
ifca,fashionmnist,42,36,clustered,100,0.2,2,0.01,64,100,4,720,720,17680,19120,2728.8464183807373,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.2922931705016643,0.29229317050166426,0.8858,0.8858,0.7367666209139544,0.2786857707397695,0.42,1.0,0.12494942977060759,10000.0,0.97305763367046,0.9695647763178207,0.99,4.0,0.8858,0.7367666209139544,20,"[24, 25, 25, 26]",0,"[0, 1, 2, 3]",val,random_perturb,True
ifca,fashionmnist,42,37,clustered,100,0.2,2,0.01,64,100,4,740,740,18160,19640,2806.4073436260223,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.303111215884611,0.303111215884611,0.8889,0.8889,0.7245143112434917,0.2732600967820621,0.44,1.0,0.12083786658163076,10000.0,0.97305763367046,0.9695647763178207,0.99,4.0,0.8889,0.7245143112434917,20,"[24, 25, 25, 26]",0,"[0, 1, 2, 3]",val,random_perturb,True
ifca,fashionmnist,42,38,clustered,100,0.2,2,0.01,64,100,4,760,760,18640,20160,2884.161909341812,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.29857229975908994,0.29857229975908994,0.8917,0.8917,0.7556347126427883,0.27594769034385985,0.49,1.0,0.11561189385180054,10000.0,0.97305763367046,0.9695647763178207,0.99,4.0,0.8917,0.7556347126427883,20,"[24, 25, 25, 26]",0,"[0, 1, 2, 3]",val,random_perturb,True
ifca,fashionmnist,42,39,clustered,100,0.2,2,0.01,64,100,4,780,780,19120,20680,2961.9930329322815,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.3053549897257239,0.30535498972572384,0.8969,0.8969,0.7519419564803239,0.2784860183496416,0.59,1.0,0.10495422811873754,10000.0,0.9472597722581074,0.9491205132446394,0.98,4.0,0.8969,0.7519419564803239,20,"[23, 25, 25, 27]",0,"[0, 1, 2, 3]",val,random_perturb,True
ifca,fashionmnist,42,40,clustered,100,0.2,2,0.01,64,100,4,800,800,19600,21200,3040.4516327381134,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.2802430603314191,0.2802430603314191,0.8998999999999999,0.8999,0.7639692714974258,0.2862882152369052,0.61,1.0,0.10023467463906888,10000.0,0.97305763367046,0.9695647763178207,0.99,4.0,0.8999,0.7639692714974258,20,"[24, 25, 25, 26]",0,"[0, 1, 2, 3]",val,random_perturb,True
ifca,fashionmnist,42,41,clustered,100,0.2,2,0.01,64,100,4,820,820,20080,21720,3117.903915643692,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.29509817338064315,0.29509817338064315,0.8934999999999998,0.8935,0.7554755314295081,0.27947457337916504,0.48,1.0,0.1150336907171112,10000.0,0.97305763367046,0.9695647763178207,0.99,4.0,0.8935,0.7554755314295081,20,"[24, 25, 25, 26]",0,"[0, 1, 2, 3]",val,random_perturb,True
ifca,fashionmnist,42,42,clustered,100,0.2,2,0.01,64,100,4,840,840,20560,22240,3198.584600687027,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.29385509523563086,0.29385509523563086,0.893,0.893,0.7606294672542888,0.2858346283997456,0.56,1.0,0.10350362312499016,10000.0,0.97305763367046,0.9695647763178207,0.99,4.0,0.893,0.7606294672542888,20,"[24, 25, 25, 26]",0,"[0, 1, 2, 3]",val,random_perturb,True
ifca,fashionmnist,42,43,clustered,100,0.2,2,0.01,64,100,4,860,860,21040,22760,3281.6759402751923,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.3177738616514951,0.3177738616514951,0.8906999999999999,0.8907,0.7481140979461001,0.2760599460303979,0.45,1.0,0.11863604005528842,10000.0,0.97305763367046,0.9695647763178207,0.99,4.0,0.8907,0.7481140979461001,20,"[24, 25, 25, 26]",0,"[0, 1, 2, 3]",val,random_perturb,True
ifca,fashionmnist,42,44,clustered,100,0.2,2,0.01,64,100,4,880,880,21520,23280,3362.7991988658905,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.2648750939799473,0.2648750939799473,0.9059999999999999,0.906,0.7838176176282871,0.2943366301349839,0.65,1.0,0.09173875952943772,10000.0,0.97305763367046,0.9695647763178207,0.99,4.0,0.906,0.7838176176282871,20,"[24, 25, 25, 26]",0,"[0, 1, 2, 3]",val,random_perturb,True
ifca,fashionmnist,42,45,clustered,100,0.2,2,0.01,64,100,4,900,900,22000,23800,3443.564143180847,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.28685723645817485,0.2868572364581749,0.8906000000000001,0.8906,0.7378878132028259,0.28393307736128304,0.6,1.0,0.11037046706433744,10000.0,0.97305763367046,0.9695647763178207,0.99,4.0,0.8906,0.7378878132028259,20,"[24, 25, 25, 26]",0,"[0, 1, 2, 3]",val,random_perturb,True
ifca,fashionmnist,42,46,clustered,100,0.2,2,0.01,64,100,4,920,920,22480,24320,3528.1291074752808,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.2686090302597732,0.2686090302597731,0.904,0.904,0.7870293889123829,0.2930561584568393,0.54,1.0,0.09794896630388704,10000.0,0.97305763367046,0.9695647763178207,0.99,4.0,0.904,0.7870293889123829,20,"[24, 25, 25, 26]",0,"[0, 1, 2, 3]",val,random_perturb,True
ifca,fashionmnist,42,47,clustered,100,0.2,2,0.01,64,100,4,940,940,22960,24840,3609.462883710861,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.2978172769064083,0.29781727690640836,0.8959,0.8959,0.7561465516595638,0.2831039905050271,0.46,1.0,0.11280155140777097,10000.0,0.97305763367046,0.9695647763178207,0.99,4.0,0.8959,0.7561465516595638,20,"[24, 25, 25, 26]",0,"[0, 1, 2, 3]",val,random_perturb,True
ifca,fashionmnist,42,48,clustered,100,0.2,2,0.01,64,100,4,960,960,23440,25360,3692.4157345294952,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.29907565242294226,0.2990756524229422,0.8999999999999999,0.9,0.8021622988551403,0.294799242708267,0.55,1.0,0.10326664514740465,10000.0,0.92264724951374,0.9324403991280459,0.97,4.0,0.9,0.8021622988551403,20,"[22, 25, 25, 28]",0,"[0, 1, 2, 3]",val,random_perturb,True
ifca,fashionmnist,42,49,clustered,100,0.2,2,0.01,64,100,4,980,980,23920,25880,3775.9167835712433,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.33497572614699594,0.334975726146996,0.8725000000000002,0.8725,0.734557393647995,0.28058499241877183,0.46,1.0,0.140466188102333,10000.0,0.8992567029466418,0.9182034165463083,0.96,4.0,0.8725,0.734557393647995,20,"[21, 25, 25, 29]",0,"[0, 1, 2, 3]",val,random_perturb,True
ifca,fashionmnist,42,50,clustered,100,0.2,2,0.01,64,100,4,1000,1000,24400,26400,3857.2693355083466,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.2630678105477244,0.2630678105477244,0.9086,0.9086,0.7837237121519991,0.29512350978795715,0.67,1.0,0.0895099994414032,10000.0,0.92264724951374,0.9324403991280459,0.97,4.0,0.9086,0.7837237121519991,20,"[22, 25, 25, 28]",0,"[0, 1, 2, 3]",val,random_perturb,True
ifca,fashionmnist,42,51,clustered,100,0.2,2,0.01,64,100,4,1020,1020,24880,26920,3940.641967535019,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.26810378847755495,0.2681037884775549,0.9098000000000002,0.9098,0.808733801997738,0.2956976700981516,0.68,1.0,0.08787468349871878,10000.0,0.92264724951374,0.9324403991280459,0.97,4.0,0.9098,0.808733801997738,20,"[22, 25, 25, 28]",0,"[0, 1, 2, 3]",val,random_perturb,True
ifca,fashionmnist,42,52,clustered,100,0.2,2,0.01,64,100,4,1040,1040,25360,27440,4024.8860898017883,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.28111780856186525,0.28111780856186525,0.9056000000000001,0.9056,0.76851739028755,0.2936219263148851,0.58,1.0,0.0983597478646626,10000.0,0.92264724951374,0.9324403991280459,0.97,4.0,0.9056,0.76851739028755,20,"[22, 25, 25, 28]",0,"[0, 1, 2, 3]",val,random_perturb,True
ifca,fashionmnist,42,53,clustered,100,0.2,2,0.01,64,100,4,1060,1060,25840,27960,4105.244141578674,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.2648596868777648,0.2648596868777648,0.9048999999999999,0.9049,0.7831213454919979,0.292171673662378,0.64,1.0,0.09645200879193756,10000.0,0.97305763367046,0.9695647763178207,0.99,4.0,0.9049,0.7831213454919979,20,"[24, 25, 25, 26]",0,"[0, 1, 2, 3]",val,random_perturb,True
ifca,fashionmnist,42,54,clustered,100,0.2,2,0.01,64,100,4,1080,1080,26320,28480,4187.263226270676,splits\fashionmnist\dirichlet_k4_ainter0.1_aintra10_clients100_seed42.json,0.29309121408164507,0.293091214081645,0.897,0.897,0.7627419366600486,0.2852656624964176,0.57,1.0,0.10776363022838456,10000.0,0.92264724951374,0.9324403991280459,0.97,4.0,0.897,0.7627419366600486,20,"[22, 25, 25, 28]",0,"[0, 1, 2, 3]",val,random_perturb,True
