method,dataset,seed,round,phase,total_rounds,client_frac,local_epochs,lr,batch_size,num_clients,k_config,model_downloads,model_uploads,assignment_model_evals,model_transmissions,runtime_sec,split_file,client_avg_loss,sample_avg_loss,client_avg_acc,micro_acc,global_macro_f1,client_avg_macro_f1,worst_client_acc,best_client_acc,acc_std,num_eval_samples,ari,nmi,purity,k_pred,acc,f1,num_selected_clients,cluster_sizes,num_empty_clusters,updated_clusters,assignment_split,center_init,eval_assign_all
ifca,cicids2017,42,11,clustered,50,0.2,2,0.01,64,100,4,220,220,3280,3720,9.843297481536865,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.27836716547012336,0.2783671654701233,0.8851000000000002,0.8851,0.7707228939535915,0.7661509386115124,0.81,0.96,0.031890280651007144,10000.0,0.028670703375401663,0.03844281525836175,0.61,3.0,0.8851,0.7707228939535915,20,"[17, 18, 65, 0]",1,"[0, 1, 2]",val,random_perturb,True
ifca,cicids2017,42,12,clustered,50,0.2,2,0.01,64,100,4,240,240,3760,4240,10.991340160369873,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.2714795397043228,0.2714795397043228,0.8851,0.8851,0.7705935467705152,0.7660613944087405,0.81,0.96,0.031984214856707056,10000.0,0.05264512123897781,0.05646896202948875,0.63,3.0,0.8851,0.7705935467705152,20,"[11, 27, 62, 0]",1,"[0, 1, 2]",val,random_perturb,True
ifca,cicids2017,42,13,clustered,50,0.2,2,0.01,64,100,4,260,260,4240,4760,12.068573713302612,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.26481407556533815,0.26481407556533815,0.8856000000000002,0.8856,0.7713983165324417,0.7668875696110391,0.81,0.96,0.032041223447303015,10000.0,0.012356921468619709,0.021380947204269193,0.58,3.0,0.8856,0.7713983165324417,20,"[11, 26, 63, 0]",1,"[0, 1, 2]",val,random_perturb,True
ifca,cicids2017,42,14,clustered,50,0.2,2,0.01,64,100,4,280,280,4720,5280,13.188072204589844,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.2585281110048294,0.2585281110048294,0.8856000000000002,0.8856,0.7716562490818346,0.7669463290968008,0.81,0.96,0.03166449115334084,10000.0,0.015994516165885982,0.027646589929718298,0.58,3.0,0.8856,0.7716562490818346,20,"[12, 20, 68, 0]",1,"[0, 1, 2]",val,random_perturb,True
ifca,cicids2017,42,15,clustered,50,0.2,2,0.01,64,100,4,300,300,5200,5800,14.318308591842651,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.253188740515709,0.25318874051570894,0.8862000000000001,0.8862,0.7725972764107681,0.7679800049732682,0.81,0.96,0.03196185226171976,10000.0,-0.0006370753341582642,0.008856850566729722,0.55,3.0,0.8862,0.7725972764107681,20,"[12, 25, 63, 0]",1,"[0, 1, 2]",val,random_perturb,True
ifca,cicids2017,42,16,clustered,50,0.2,2,0.01,64,100,4,320,320,5680,6320,15.414905071258545,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.24836571888923642,0.24836571888923645,0.8863000000000001,0.8863,0.7727329012540047,0.7680848111384009,0.81,0.96,0.03176963959505995,10000.0,0.021715952401377466,0.02739833993677317,0.59,3.0,0.8863,0.7727329012540047,20,"[12, 27, 61, 0]",1,"[0, 1, 2]",val,random_perturb,True
ifca,cicids2017,42,17,clustered,50,0.2,2,0.01,64,100,4,340,340,6160,6840,16.55603337287903,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.24374267678260803,0.24374267678260803,0.8864000000000002,0.8864,0.7745229333994732,0.7697189411685512,0.81,0.95,0.031385346899468876,10000.0,-0.00013077451204760192,0.01085551742446573,0.56,3.0,0.8864,0.7745229333994732,20,"[10, 34, 56, 0]",1,"[0, 1, 2]",val,random_perturb,True
ifca,cicids2017,42,18,clustered,50,0.2,2,0.01,64,100,4,360,360,6640,7360,17.68053650856018,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.23904090383052828,0.23904090383052826,0.8864000000000002,0.8864,0.7727400761032669,0.7681415456898495,0.81,0.96,0.03189106457928303,10000.0,0.02204631689127306,0.024708526388449756,0.6,3.0,0.8864,0.7727400761032669,20,"[10, 44, 46, 0]",1,"[0, 1, 2]",val,random_perturb,True
ifca,cicids2017,42,19,clustered,50,0.2,2,0.01,64,100,4,380,380,7120,7880,18.79157066345215,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.23468620011806485,0.23468620011806487,0.8863,0.8863,0.7728612595220725,0.7683106457973468,0.8,0.96,0.03198921693321048,10000.0,-0.0008339363019830515,0.012706758674409114,0.56,3.0,0.8863,0.7728612595220725,20,"[9, 49, 42, 0]",1,"[0, 1, 2]",val,random_perturb,True
ifca,cicids2017,42,20,clustered,50,0.2,2,0.01,64,100,4,400,400,7600,8400,19.881224155426025,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.23136762714385983,0.23136762714385986,0.8859999999999999,0.886,0.7720688352117661,0.7675027078041404,0.8,0.96,0.0320624390837628,10000.0,0.0035663017205769883,0.013024678178476612,0.57,3.0,0.886,0.7720688352117661,20,"[14, 51, 35, 0]",1,"[0, 1, 2]",val,random_perturb,True
ifca,cicids2017,42,21,clustered,50,0.2,2,0.01,64,100,4,420,420,8080,8920,21.018200635910034,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.227261146903038,0.22726114690303803,0.8867000000000002,0.8867,0.7728901793323688,0.7683460170994089,0.8,0.96,0.03203295178406137,10000.0,-0.0031391399247096908,0.006567992487698015,0.55,3.0,0.8867,0.7728901793323688,20,"[9, 52, 39, 0]",1,"[0, 1, 2]",val,random_perturb,True
ifca,cicids2017,42,22,clustered,50,0.2,2,0.01,64,100,4,440,440,8560,9440,22.079656839370728,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.22356989121437076,0.22356989121437074,0.8878999999999999,0.8879,0.7775623777299977,0.7726972645246571,0.8,0.96,0.03185262940480739,10000.0,-0.0031965467484742823,0.014389513433665116,0.55,3.0,0.8879,0.7775623777299977,20,"[10, 53, 37, 0]",1,"[0, 1, 2]",val,random_perturb,True
ifca,cicids2017,42,23,clustered,50,0.2,2,0.01,64,100,4,460,460,9040,9960,23.159525156021118,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.22034820907115937,0.22034820907115937,0.8869,0.8869,0.7738043384327888,0.7690839282862797,0.8,0.96,0.03135904973050045,10000.0,-0.005800819467876941,0.004825745862389596,0.54,3.0,0.8869,0.7738043384327888,20,"[9, 59, 32, 0]",1,"[0, 1, 2]",val,random_perturb,True
ifca,cicids2017,42,24,clustered,50,0.2,2,0.01,64,100,4,480,480,9520,10480,24.2582745552063,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.2174703614234924,0.21747036142349244,0.8873000000000001,0.8873,0.7748589617250446,0.7702666929622589,0.8,0.96,0.03136415151092088,10000.0,-0.0031529894178813707,0.011504611486399537,0.55,3.0,0.8873,0.7748589617250446,20,"[11, 62, 27, 0]",1,"[0, 1, 2]",val,random_perturb,True
ifca,cicids2017,42,25,clustered,50,0.2,2,0.01,64,100,4,500,500,10000,11000,25.364975452423096,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.2146122079133987,0.21461220791339874,0.8951,0.8951,0.7949324625020129,0.789503380851048,0.81,0.97,0.03195293413757179,10000.0,-0.0006207299293919705,0.007823354494410661,0.55,3.0,0.8951,0.7949324625020129,20,"[8, 61, 31, 0]",1,"[0, 1, 2]",val,random_perturb,True
ifca,cicids2017,42,26,clustered,50,0.2,2,0.01,64,100,4,520,520,10480,11520,26.550564527511597,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.21187740793228152,0.2118774079322815,0.9028999999999999,0.9029,0.8150973455348265,0.8098019786400374,0.83,0.98,0.03121842404734743,10000.0,-0.009638829780716623,0.0017851104397227648,0.52,3.0,0.9029,0.8150973455348265,20,"[7, 59, 34, 0]",1,"[0, 1, 2]",val,random_perturb,True
ifca,cicids2017,42,27,clustered,50,0.2,2,0.01,64,100,4,540,540,10960,12040,27.709863662719727,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.20992274899482727,0.20992274899482727,0.9048999999999999,0.9049,0.8197562023530212,0.8146866296088969,0.83,0.98,0.03251138262209099,10000.0,-0.011133044789661472,0.0003053758005127427,0.51,3.0,0.9049,0.8197562023530212,20,"[12, 57, 31, 0]",1,"[0, 1, 2]",val,random_perturb,True
ifca,cicids2017,42,28,clustered,50,0.2,2,0.01,64,100,4,560,560,11440,12560,28.883464097976685,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.2078318787813187,0.20783187878131867,0.9052000000000001,0.9052,0.8256823707727148,0.8197795237918298,0.83,0.98,0.03407286310247497,10000.0,-0.009939837823698667,0.0021677151753501,0.52,3.0,0.9052,0.8256823707727148,20,"[14, 58, 28, 0]",1,"[0, 1, 2]",val,random_perturb,True
ifca,cicids2017,42,29,clustered,50,0.2,2,0.01,64,100,4,580,580,11920,13080,30.074992418289185,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.2050577504634857,0.2050577504634857,0.9214999999999999,0.9215,0.8639160370616439,0.8591534729899544,0.83,0.99,0.02913331426391442,10000.0,-0.00862290914886574,0.0023077724117794626,0.53,3.0,0.9215,0.8639160370616439,20,"[11, 57, 32, 0]",1,"[0, 1, 2]",val,random_perturb,True
ifca,cicids2017,42,30,clustered,50,0.2,2,0.01,64,100,4,600,600,12400,13600,31.189148902893066,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.2030019492864609,0.20300194928646087,0.9203999999999999,0.9204,0.8616029480380271,0.8579237480930766,0.83,0.99,0.031013545427764296,10000.0,-0.010959508660953993,0.00029728059712809125,0.51,3.0,0.9204,0.8616029480380271,20,"[10, 57, 33, 0]",1,"[0, 1, 2]",val,random_perturb,True
ifca,cicids2017,42,31,clustered,50,0.2,2,0.01,64,100,4,620,620,12880,14120,32.36394906044006,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.2008828261852265,0.20088282618522643,0.9205,0.9205,0.8627389423657394,0.8590557601589199,0.83,0.99,0.03182373328193912,10000.0,-0.01105040110830946,0.0006698409341149181,0.51,3.0,0.9205,0.8627389423657394,20,"[11, 57, 32, 0]",1,"[0, 1, 2]",val,random_perturb,True
ifca,cicids2017,42,32,clustered,50,0.2,2,0.01,64,100,4,640,640,13360,14640,33.53930711746216,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.19899571771621702,0.19899571771621705,0.9223999999999998,0.9224,0.8668231837496825,0.8630955136364165,0.83,0.99,0.02976978333814338,10000.0,-0.007634616248259757,0.0044182780242834185,0.53,3.0,0.9224,0.8668231837496825,20,"[8, 63, 29, 0]",1,"[1, 2]",val,random_perturb,True
ifca,cicids2017,42,33,clustered,50,0.2,2,0.01,64,100,4,660,660,13840,15160,34.73260545730591,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.1968468768119812,0.1968468768119812,0.9211999999999999,0.9212,0.8642816614349658,0.8605859998339334,0.83,0.99,0.03063592662218656,10000.0,-0.010431003851384742,0.0008076442679868073,0.51,3.0,0.9212,0.8642816614349658,20,"[11, 62, 27, 0]",1,"[0, 1, 2]",val,random_perturb,True
ifca,cicids2017,42,34,clustered,50,0.2,2,0.01,64,100,4,680,680,14320,15680,35.90530252456665,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.195221946644783,0.195221946644783,0.9206,0.9206,0.862942296773634,0.8574402116079527,0.83,0.99,0.029826833556380054,10000.0,-0.0048215219665271964,0.005443847024840554,0.54,3.0,0.9206,0.862942296773634,20,"[14, 60, 26, 0]",1,"[0, 1, 2]",val,random_perturb,True
ifca,cicids2017,42,35,clustered,50,0.2,2,0.01,64,100,4,700,700,14800,16200,37.01617765426636,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.19320971429347988,0.1932097142934799,0.9218,0.9218,0.8653751031808592,0.8598567869780379,0.83,0.99,0.02916779045454076,10000.0,-0.0045259958824875,0.0057738799335921385,0.54,3.0,0.9218,0.8653751031808592,20,"[14, 62, 24, 0]",1,"[0, 1, 2]",val,random_perturb,True
ifca,cicids2017,42,36,clustered,50,0.2,2,0.01,64,100,4,720,720,15280,16720,38.151976585388184,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.19122904901504514,0.19122904901504517,0.9250999999999999,0.9251,0.8737651888581481,0.8714029103406271,0.85,0.99,0.02819556702746017,10000.0,-0.009473912031459922,0.0016541671680713587,0.52,3.0,0.9251,0.8737651888581481,20,"[11, 63, 26, 0]",1,"[0, 1, 2]",val,random_perturb,True
ifca,cicids2017,42,37,clustered,50,0.2,2,0.01,64,100,4,740,740,15760,17240,39.258185148239136,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.19022542624473573,0.1902254262447357,0.9235999999999999,0.9236,0.871042977392146,0.8685247065309588,0.86,0.99,0.02765935646395265,10000.0,-0.006143590078755597,0.004428551759426648,0.54,3.0,0.9236,0.871042977392146,20,"[14, 62, 24, 0]",1,"[0, 1, 2]",val,random_perturb,True
ifca,cicids2017,42,38,clustered,50,0.2,2,0.01,64,100,4,760,760,16240,17760,40.39013624191284,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.1880549241065979,0.1880549241065979,0.9255,0.9255,0.8748691563875037,0.8727761533367964,0.86,0.99,0.026884010117540113,10000.0,-0.00482387942750101,0.004669719283628405,0.54,3.0,0.9255,0.8748691563875037,20,"[9, 66, 25, 0]",1,"[0, 1, 2]",val,random_perturb,True
ifca,cicids2017,42,39,clustered,50,0.2,2,0.01,64,100,4,780,780,16720,18280,41.47804665565491,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.18716805956363672,0.18716805956363677,0.9283,0.9283,0.8806397291011279,0.8780656533582782,0.86,0.99,0.02724169598244572,10000.0,-0.009061853271451488,0.0011872417588016345,0.52,3.0,0.9283,0.8806397291011279,20,"[13, 66, 21, 0]",1,"[0, 1, 2]",val,random_perturb,True
ifca,cicids2017,42,40,clustered,50,0.2,2,0.01,64,100,4,800,800,17200,18800,42.53489637374878,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.1858784932851791,0.18587849328517914,0.9281999999999999,0.9282,0.8798910039298726,0.8784086188939341,0.86,0.99,0.027762564723022236,10000.0,-0.008620689655172414,0.0015607470685392222,0.52,3.0,0.9282,0.8798910039298726,20,"[12, 66, 22, 0]",1,"[0, 1, 2]",val,random_perturb,True
ifca,cicids2017,42,41,clustered,50,0.2,2,0.01,64,100,4,820,820,17680,19320,43.78516888618469,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.1842599584102631,0.18425995841026307,0.9300999999999999,0.9301,0.883094178978196,0.8816744685801845,0.86,0.99,0.026962752085052423,10000.0,-0.008120284781818405,0.003137360385757723,0.53,3.0,0.9301,0.883094178978196,20,"[13, 62, 25, 0]",1,"[0, 1, 2]",val,random_perturb,True
ifca,cicids2017,42,42,clustered,50,0.2,2,0.01,64,100,4,840,840,18160,19840,44.984931230545044,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.18338051919937132,0.18338051919937134,0.9303999999999999,0.9304,0.8836699250453236,0.8823005346986164,0.86,0.99,0.02656764950084969,10000.0,-0.008620689655172414,0.0033246793473912122,0.52,3.0,0.9304,0.8836699250453236,20,"[12, 66, 22, 0]",1,"[0, 1, 2]",val,random_perturb,True
ifca,cicids2017,42,43,clustered,50,0.2,2,0.01,64,100,4,860,860,18640,20360,46.1893253326416,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.18219016997814175,0.18219016997814177,0.9319999999999999,0.932,0.8864403877833638,0.8849368546242127,0.86,0.99,0.026381811916545816,10000.0,-0.00902890310256295,0.001822754671933417,0.52,3.0,0.932,0.8864403877833638,20,"[9, 65, 26, 0]",1,"[0, 1, 2]",val,random_perturb,True
ifca,cicids2017,42,44,clustered,50,0.2,2,0.01,64,100,4,880,880,19120,20880,47.31150245666504,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.1808111413002014,0.18081114130020143,0.9319999999999999,0.932,0.8865842814887401,0.8852564708566224,0.86,0.99,0.02634387974463896,10000.0,-0.006935746429110551,0.009995700182353962,0.53,3.0,0.932,0.8865842814887401,20,"[7, 67, 26, 0]",1,"[1, 2]",val,random_perturb,True
ifca,cicids2017,42,45,clustered,50,0.2,2,0.01,64,100,4,900,900,19600,21400,48.4159779548645,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.17973727831840514,0.17973727831840516,0.9323999999999999,0.9324,0.8872038057035496,0.8858138487913115,0.86,0.99,0.026575176386996923,10000.0,-0.006086889118257811,0.009348917239639827,0.53,3.0,0.9324,0.8872038057035496,20,"[9, 68, 23, 0]",1,"[0, 1, 2]",val,random_perturb,True
ifca,cicids2017,42,46,clustered,50,0.2,2,0.01,64,100,4,920,920,20080,21920,49.6210732460022,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.17845457837581638,0.17845457837581635,0.9318999999999998,0.9319,0.8865371987793802,0.8851178480892641,0.86,0.99,0.026709361654670805,10000.0,-0.008983111749910169,0.0036700020673893566,0.52,3.0,0.9319,0.8865371987793802,20,"[8, 62, 30, 0]",1,"[0, 1, 2]",val,random_perturb,True
ifca,cicids2017,42,47,clustered,50,0.2,2,0.01,64,100,4,940,940,20560,22440,50.74111032485962,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.1773687741756439,0.17736877417564392,0.9327,0.9327,0.8879644877058005,0.8864818635313354,0.86,0.99,0.027050138631807396,10000.0,0.002131021053018334,0.010367679836311592,0.56,3.0,0.9327,0.8879644877058005,20,"[9, 64, 27, 0]",1,"[1, 2]",val,random_perturb,True
ifca,cicids2017,42,48,clustered,50,0.2,2,0.01,64,100,4,960,960,21040,22960,51.81496715545654,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.1765380375862122,0.17653803758621217,0.9316999999999999,0.9317,0.8866807413720865,0.88543697412378,0.86,0.99,0.026983513485089355,10000.0,-0.007075442827239231,0.00271307240944645,0.53,3.0,0.9317,0.8866807413720865,20,"[9, 67, 24, 0]",1,"[1, 2]",val,random_perturb,True
ifca,cicids2017,42,49,clustered,50,0.2,2,0.01,64,100,4,980,980,21520,23480,52.95622730255127,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.1764135808467865,0.1764135808467865,0.9339,0.9339,0.8913721393136372,0.8900160922235715,0.87,0.99,0.026263853487255042,10000.0,0.004986554258362272,0.018112480324478146,0.57,3.0,0.9339,0.8913721393136372,20,"[10, 67, 23, 0]",1,"[0, 1, 2]",val,random_perturb,True
ifca,cicids2017,42,50,clustered,50,0.2,2,0.01,64,100,4,1000,1000,22000,24000,54.07176399230957,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.1753134654045105,0.1753134654045105,0.9314999999999998,0.9315,0.8863489133819609,0.8848640710736823,0.86,0.99,0.027399817517640496,10000.0,-0.0022279076030407266,0.010256762292990747,0.55,3.0,0.9315,0.8863489133819609,20,"[9, 67, 24, 0]",1,"[1, 2]",val,random_perturb,True
