method,dataset,seed,round,phase,total_rounds,client_frac,local_epochs,lr,batch_size,num_clients,k_config,model_downloads,model_uploads,assignment_model_evals,model_transmissions,runtime_sec,split_file,client_avg_loss,sample_avg_loss,client_avg_acc,micro_acc,global_macro_f1,client_avg_macro_f1,worst_client_acc,best_client_acc,acc_std,num_eval_samples,ari,nmi,purity,k_pred,acc,f1,num_selected_clients,cluster_sizes,num_empty_clusters,updated_clusters,assignment_split,center_init,eval_assign_all
ifca,cifar10,42,11,clustered,100,0.2,2,0.005,32,100,10,220,220,8200,8640,302.3182656764984,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.7008962787441908,0.7008962787441909,0.7621000000000001,0.7621,0.6676404263356797,0.1457020878164658,0.4,1.0,0.15236991172800488,10000.0,0.8223306233062331,0.9100383515335131,0.88,10.0,0.7621,0.6676404263356797,20,"[10, 9, 10, 12, 15, 8, 6, 10, 10, 10]",0,"[0, 1, 3, 4, 5, 6, 7, 8, 9]",val,random_perturb,True
ifca,cifar10,42,12,clustered,100,0.2,2,0.005,32,100,10,240,240,9400,9880,320.1099052429199,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.6549839003851637,0.6549839003851637,0.7743999999999999,0.7744,0.6647185036645007,0.15378577599486692,0.35,1.0,0.13867458310735967,10000.0,0.8267529665587918,0.9126959226531525,0.9,10.0,0.7744,0.6647185036645007,20,"[10, 10, 10, 12, 14, 11, 4, 9, 11, 9]",0,"[1, 2, 3, 4, 5, 6, 8, 9]",val,random_perturb,True
ifca,cifar10,42,13,clustered,100,0.2,2,0.005,32,100,10,260,260,10600,11120,338.0353331565857,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.6272040655830177,0.6272040655830177,0.7741999999999999,0.7742,0.6893174352584707,0.15002110257536705,0.38,1.0,0.14650037542614014,10000.0,0.8442265795206971,0.9240320080949598,0.91,10.0,0.7742,0.6893174352584707,20,"[10, 10, 10, 13, 12, 10, 5, 9, 11, 10]",0,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",val,random_perturb,True
ifca,cifar10,42,14,clustered,100,0.2,2,0.005,32,100,10,280,280,11800,12360,355.8663926124573,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.66387195788566,0.6638719578856602,0.7560000000000001,0.756,0.6432703549749078,0.15083571091483738,0.19,0.99,0.17562459964367177,10000.0,0.8893311221669431,0.934775913410862,0.95,10.0,0.756,0.6432703549749078,20,"[10, 10, 10, 12, 9, 11, 9, 9, 11, 9]",0,"[0, 1, 2, 4, 5, 6, 7, 8, 9]",val,random_perturb,True
ifca,cifar10,42,15,clustered,100,0.2,2,0.005,32,100,10,300,300,13000,13600,373.55977034568787,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.6505536761917173,0.6505536761917173,0.7831,0.7831,0.6928027570674848,0.14740456340598693,0.2,1.0,0.16820639107953064,10000.0,0.8787477954144621,0.9356794276478162,0.94,10.0,0.7831,0.6928027570674848,20,"[10, 9, 10, 12, 11, 11, 7, 10, 10, 10]",0,"[0, 2, 3, 5, 6, 7, 8, 9]",val,random_perturb,True
ifca,cifar10,42,16,clustered,100,0.2,2,0.005,32,100,10,320,320,14200,14840,391.7240207195282,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.6057621877288447,0.6057621877288446,0.7821000000000001,0.7821,0.7353582123158121,0.1591898952837267,0.27,1.0,0.1639103108410206,10000.0,0.8413170355687699,0.9089547930688462,0.92,10.0,0.7821,0.7353582123158121,20,"[10, 9, 10, 13, 8, 11, 9, 9, 11, 10]",0,"[0, 2, 3, 4, 5, 7, 8, 9]",val,random_perturb,True
ifca,cifar10,42,17,clustered,100,0.2,2,0.005,32,100,10,340,340,15400,16080,409.65995049476624,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.8197840279269283,0.8197840279269285,0.7498,0.7498,0.6274591035882081,0.14483141276749859,0.18,1.0,0.20848491552148324,10000.0,0.779520697167756,0.876347579374632,0.88,10.0,0.7498,0.6274591035882081,20,"[11, 11, 8, 13, 6, 10, 11, 8, 12, 10]",0,"[0, 1, 2, 3, 4, 5, 6, 8, 9]",val,random_perturb,True
ifca,cifar10,42,18,clustered,100,0.2,2,0.005,32,100,10,360,360,16600,17320,427.13815569877625,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.6816929171294166,0.6816929171294165,0.7767000000000001,0.7767,0.6824592003081495,0.15651689579494296,0.02,1.0,0.19225532502378184,10000.0,0.7526740886269373,0.8571089634501309,0.86,10.0,0.7767,0.6824592003081495,20,"[12, 10, 7, 12, 8, 13, 8, 9, 11, 10]",0,"[0, 1, 2, 3, 5, 6, 7, 8, 9]",val,random_perturb,True
ifca,cifar10,42,19,clustered,100,0.2,2,0.005,32,100,10,380,380,17800,18560,445.4141435623169,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.558568852455914,0.558568852455914,0.8012999999999999,0.8013,0.737709763459936,0.16838688268222943,0.44,1.0,0.14782188606562968,10000.0,0.8908730158730159,0.9349991765166643,0.95,10.0,0.8013,0.737709763459936,20,"[10, 10, 10, 12, 7, 11, 10, 9, 11, 10]",0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",val,random_perturb,True
ifca,cifar10,42,20,clustered,100,0.2,2,0.005,32,100,10,400,400,19000,19800,462.97408843040466,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.5437303451321088,0.5437303451321088,0.8107000000000002,0.8107,0.7382668713790419,0.168292461352906,0.43,1.0,0.14106916743215012,10000.0,0.894195688225539,0.9357790012045475,0.95,10.0,0.8107,0.7382668713790419,20,"[10, 10, 10, 12, 8, 10, 10, 9, 11, 10]",0,"[0, 2, 3, 4, 5, 6, 7, 8]",val,random_perturb,True
ifca,cifar10,42,21,clustered,100,0.2,2,0.005,32,100,10,420,420,20200,21040,480.2192738056183,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.5496908025505022,0.5496908025505021,0.8129000000000002,0.8129,0.7533641981891753,0.1667162674364832,0.42,1.0,0.13917826698159452,10000.0,0.8950312602829879,0.9413686685180623,0.95,10.0,0.8129,0.7533641981891753,20,"[10, 10, 10, 12, 6, 10, 12, 9, 11, 10]",0,"[1, 3, 4, 5, 6, 7, 8, 9]",val,random_perturb,True
ifca,cifar10,42,22,clustered,100,0.2,2,0.005,32,100,10,440,440,21400,22280,498.0819194316864,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.549075348065421,0.549075348065421,0.8089000000000002,0.8089,0.7601634580714463,0.17776231132439577,0.45,1.0,0.13851999855616517,10000.0,0.8564220686629374,0.9195696797000783,0.93,10.0,0.8089,0.7601634580714463,20,"[10, 10, 10, 12, 6, 12, 10, 9, 11, 10]",0,"[0, 1, 3, 4, 5, 6, 7, 8]",val,random_perturb,True
ifca,cifar10,42,23,clustered,100,0.2,2,0.005,32,100,10,460,460,22600,23520,515.3740015029907,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.5898993516544113,0.5898993516544113,0.7968999999999999,0.7969,0.7242063456807071,0.16453649007700133,0.38,1.0,0.1462306055516423,10000.0,0.8311716385646347,0.9143356923140662,0.91,10.0,0.7969,0.7242063456807071,20,"[10, 10, 10, 12, 7, 15, 6, 9, 11, 10]",0,"[0, 1, 2, 3, 5, 6, 7, 8, 9]",val,random_perturb,True
ifca,cifar10,42,24,clustered,100,0.2,2,0.005,32,100,10,480,480,23800,24760,533.1185200214386,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.690218562659994,0.6902185626599938,0.7747000000000002,0.7747,0.6790878482286653,0.1603705436672839,0.18,0.99,0.20300963031344105,10000.0,0.7377607492550021,0.8663508786633374,0.84,10.0,0.7747,0.6790878482286653,20,"[10, 11, 10, 11, 8, 15, 6, 5, 14, 10]",0,"[0, 2, 3, 5, 7, 8, 9]",val,random_perturb,True
ifca,cifar10,42,25,clustered,100,0.2,2,0.005,32,100,10,500,500,25000,26000,550.3826916217804,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.5622102351303212,0.5622102351303212,0.8006000000000002,0.8006,0.727492408347642,0.16936847765531549,0.41,1.0,0.1436719875271446,10000.0,0.8053497942386831,0.9097367214523534,0.87,10.0,0.8006,0.727492408347642,20,"[10, 10, 10, 12, 7, 19, 2, 9, 11, 10]",0,"[1, 2, 3, 4, 5, 6, 8, 9]",val,random_perturb,True
ifca,cifar10,42,26,clustered,100,0.2,2,0.005,32,100,10,520,520,26200,27240,567.6060321331024,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.5620448502161074,0.5620448502161074,0.8054999999999999,0.8055,0.7518104404418027,0.17095140027167713,0.36,0.99,0.15613055434475342,10000.0,0.7962962962962963,0.8990681516042109,0.86,10.0,0.8055,0.7518104404418027,20,"[10, 11, 10, 12, 6, 18, 3, 9, 11, 10]",0,"[1, 2, 3, 5, 7, 8, 9]",val,random_perturb,True
ifca,cifar10,42,27,clustered,100,0.2,2,0.005,32,100,10,540,540,27400,28480,585.1435041427612,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.6768503728908486,0.6768503728908487,0.8009999999999999,0.801,0.7481512590882857,0.167563464202383,0.34,1.0,0.16818739548491735,10000.0,0.8097752925339132,0.9136655029747244,0.88,10.0,0.801,0.7481512590882857,20,"[10, 11, 10, 11, 5, 19, 4, 9, 11, 10]",0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",val,random_perturb,True
ifca,cifar10,42,28,clustered,100,0.2,2,0.005,32,100,10,560,560,28600,29720,602.7415382862091,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.5402722539924085,0.5402722539924085,0.8079999999999998,0.808,0.7573146416648008,0.17508916088917728,0.46,1.0,0.13233291351738613,10000.0,0.8018018018018018,0.8976502440930154,0.87,10.0,0.808,0.7573146416648008,20,"[10, 11, 10, 11, 6, 16, 6, 9, 11, 10]",0,"[0, 1, 2, 3, 4, 5, 8]",val,random_perturb,True
ifca,cifar10,42,29,clustered,100,0.2,2,0.005,32,100,10,580,580,29800,30960,620.7169849872589,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.6486132722363576,0.6486132722363575,0.8001999999999999,0.8002,0.7409759064274652,0.16577282928662337,0.38,1.0,0.1558844443810863,10000.0,0.8143162393162393,0.90463364222717,0.9,10.0,0.8002,0.7409759064274652,20,"[10, 11, 10, 11, 8, 16, 4, 9, 11, 10]",0,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",val,random_perturb,True
ifca,cifar10,42,30,clustered,100,0.2,2,0.005,32,100,10,600,600,31000,32200,638.4944202899933,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.7366695361663587,0.7366695361663588,0.7814999999999999,0.7815,0.6841747013070549,0.1601200962244438,0.29,1.0,0.19550127876819628,10000.0,0.7550753110674525,0.8691765077168212,0.87,10.0,0.7815,0.6841747013070549,20,"[10, 11, 10, 11, 11, 14, 7, 8, 8, 10]",0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",val,random_perturb,True
ifca,cifar10,42,31,clustered,100,0.2,2,0.005,32,100,10,620,620,32200,33440,656.7837104797363,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.6033808331941254,0.6033808331941255,0.8029000000000001,0.8029,0.7501575575870769,0.1611049168248255,0.39,1.0,0.1597015654275186,10000.0,0.7709060154350355,0.8908809998733467,0.87,10.0,0.8029,0.7501575575870769,20,"[10, 10, 10, 12, 6, 18, 7, 10, 7, 10]",0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",val,random_perturb,True
ifca,cifar10,42,32,clustered,100,0.2,2,0.005,32,100,10,640,640,33400,34680,674.9969367980957,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.541843485853728,0.5418434858537279,0.8061,0.8061,0.7576500783221539,0.1771308818527541,0.42,1.0,0.14048412721727677,10000.0,0.7874906606895079,0.8803570836679171,0.88,10.0,0.8061,0.7576500783221539,20,"[10, 10, 10, 14, 3, 14, 10, 9, 10, 10]",0,"[0, 1, 2, 3, 5, 6, 7, 8, 9]",val,random_perturb,True
ifca,cifar10,42,33,clustered,100,0.2,2,0.005,32,100,10,660,660,34600,35920,692.321368932724,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.5237308658879251,0.5237308658879251,0.8132999999999998,0.8133,0.7567671280194397,0.17814599227465464,0.42,0.99,0.13576490710047276,10000.0,0.8092485549132948,0.9064663664977947,0.89,10.0,0.8133,0.7567671280194397,20,"[10, 10, 10, 15, 5, 10, 14, 9, 7, 10]",0,"[0, 1, 2, 3, 4, 5, 6, 7, 9]",val,random_perturb,True
ifca,cifar10,42,34,clustered,100,0.2,2,0.005,32,100,10,680,680,35800,37160,710.015997171402,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.5333933137812651,0.5333933137812652,0.8139000000000002,0.8139,0.7632362962542796,0.17785304467097596,0.42,1.0,0.13725811451422462,10000.0,0.7895126334707686,0.8976446677863346,0.87,10.0,0.8139,0.7632362962542796,20,"[10, 12, 10, 14, 2, 10, 14, 9, 9, 10]",0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",val,random_perturb,True
ifca,cifar10,42,35,clustered,100,0.2,2,0.005,32,100,10,700,700,37000,38400,727.845338344574,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.557640365672484,0.5576403656724841,0.8099000000000003,0.8099,0.7628138528435274,0.1689880866346714,0.36,0.99,0.1457291666071003,10000.0,0.7587871157276257,0.8880861757280466,0.86,10.0,0.8099,0.7628138528435274,20,"[10, 10, 10, 13, 3, 17, 11, 9, 7, 10]",0,"[0, 1, 2, 3, 4, 5, 6, 7, 9]",val,random_perturb,True
ifca,cifar10,42,36,clustered,100,0.2,2,0.005,32,100,10,720,720,38200,39640,745.2131824493408,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.6033859737581109,0.6033859737581108,0.8043,0.8043,0.7548181375195974,0.16813167231610013,0.35,1.0,0.16417828723677194,10000.0,0.7764366037346538,0.9000447137911969,0.86,10.0,0.8043,0.7548181375195974,20,"[10, 11, 10, 13, 3, 19, 7, 9, 8, 10]",0,"[0, 1, 3, 5, 6, 7, 9]",val,random_perturb,True
ifca,cifar10,42,37,clustered,100,0.2,2,0.005,32,100,10,740,740,39400,40880,762.9153759479523,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.5434774947883328,0.5434774947883328,0.8142000000000001,0.8142,0.7443478651130124,0.17550675386765222,0.42,1.0,0.14843975208817886,10000.0,0.7821893916076742,0.9019415011463482,0.86,10.0,0.8142,0.7443478651130124,20,"[10, 11, 10, 13, 2, 19, 7, 9, 9, 10]",0,"[0, 1, 3, 4, 5, 6, 7, 8, 9]",val,random_perturb,True
ifca,cifar10,42,38,clustered,100,0.2,2,0.005,32,100,10,760,760,40600,42120,780.8961005210876,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.5439242210043594,0.5439242210043594,0.8111,0.8111,0.7569051186233159,0.17563647087325238,0.35,0.99,0.14270175191636578,10000.0,0.7962962962962963,0.9020294418246778,0.87,10.0,0.8111,0.7569051186233159,20,"[10, 10, 10, 12, 1, 17, 11, 9, 10, 10]",0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",val,random_perturb,True
ifca,cifar10,42,39,clustered,100,0.2,2,0.005,32,100,10,780,780,41800,43360,798.5943379402161,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.5104689114985521,0.5104689114985522,0.826,0.826,0.7728922311268245,0.17826603942963198,0.4,1.0,0.130384048104053,10000.0,0.7509865005192108,0.8745062336963415,0.84,10.0,0.826,0.7728922311268245,20,"[10, 10, 10, 13, 1, 17, 10, 9, 10, 10]",0,"[0, 1, 2, 5, 6, 7, 8, 9]",val,random_perturb,True
ifca,cifar10,42,40,clustered,100,0.2,2,0.005,32,100,10,800,800,43000,44600,816.3367733955383,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.4817404553356815,0.48174045533568133,0.8303000000000001,0.8303,0.7731615610987539,0.1883600049007581,0.4,0.99,0.12662112777889792,10000.0,0.7941883558064179,0.9001563735639624,0.87,10.0,0.8303,0.7731615610987539,20,"[10, 10, 10, 12, 1, 16, 12, 9, 10, 10]",0,"[0, 1, 2, 3, 5, 6, 8, 9]",val,random_perturb,True
ifca,cifar10,42,41,clustered,100,0.2,2,0.005,32,100,10,820,820,44200,45840,834.0735130310059,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.5475256408282789,0.5475256408282788,0.8173000000000001,0.8173,0.7501528406547493,0.1774007441899901,0.33,1.0,0.14344235776087896,10000.0,0.7592946675164648,0.8804283009569538,0.85,10.0,0.8173,0.7501528406547493,20,"[10, 8, 10, 13, 3, 15, 12, 9, 10, 10]",0,"[1, 2, 3, 5, 6, 7, 8, 9]",val,random_perturb,True
ifca,cifar10,42,42,clustered,100,0.2,2,0.005,32,100,10,840,840,45400,47080,852.2776899337769,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.5460362275570312,0.5460362275570311,0.809,0.809,0.7285426592904225,0.18187865055760186,0.37,1.0,0.15896855034880325,10000.0,0.7837606837606838,0.8950812384408277,0.86,10.0,0.809,0.7285426592904225,20,"[10, 10, 10, 12, 8, 14, 14, 8, 4, 10]",0,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",val,random_perturb,True
ifca,cifar10,42,43,clustered,100,0.2,2,0.005,32,100,10,860,860,46600,48320,870.0836114883423,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.5964815385982744,0.5964815385982744,0.8108999999999998,0.8109,0.7375719029698378,0.17272895839130198,0.4,1.0,0.16081725653672865,10000.0,0.7639685574676014,0.883220314785663,0.85,10.0,0.8109,0.7375719029698378,20,"[10, 11, 10, 12, 7, 17, 10, 8, 5, 10]",0,"[0, 1, 2, 3, 4, 5, 6, 7, 9]",val,random_perturb,True
ifca,cifar10,42,44,clustered,100,0.2,2,0.005,32,100,10,880,880,47800,49560,888.3475723266602,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.6279966391445138,0.6279966391445138,0.8120000000000002,0.812,0.7603512226207751,0.17639074515677522,0.37,0.99,0.1678213335663854,10000.0,0.8058151609553479,0.9182737977449533,0.88,10.0,0.812,0.7603512226207751,20,"[10, 11, 10, 12, 10, 19, 8, 5, 5, 10]",0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",val,random_perturb,True
ifca,cifar10,42,45,clustered,100,0.2,2,0.005,32,100,10,900,900,49000,50800,906.0102307796478,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.5076417741986224,0.5076417741986224,0.8255999999999999,0.8256,0.7437901551403115,0.1817874781489307,0.31,1.0,0.1500287972357307,10000.0,0.8028673835125448,0.9254661222287811,0.87,10.0,0.8256,0.7437901551403115,20,"[10, 10, 10, 13, 10, 20, 7, 4, 6, 10]",0,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",val,random_perturb,True
ifca,cifar10,42,46,clustered,100,0.2,2,0.005,32,100,10,920,920,50200,52040,925.0451235771179,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.5070359738222847,0.5070359738222847,0.8267,0.8267,0.7778668651700386,0.1796092206858951,0.41,1.0,0.12817999063816474,10000.0,0.7821205380785934,0.9025039133413382,0.87,10.0,0.8267,0.7778668651700386,20,"[10, 10, 10, 13, 10, 16, 11, 4, 6, 10]",0,"[0, 1, 2, 3, 4, 5, 8, 9]",val,random_perturb,True
ifca,cifar10,42,47,clustered,100,0.2,2,0.005,32,100,10,940,940,51400,53280,943.6114161014557,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.6152126939867507,0.6152126939867507,0.7924000000000001,0.7924,0.6516535433653751,0.17772987233295795,0.39,1.0,0.1666860522059359,10000.0,0.7776751821073151,0.9080787398529874,0.86,10.0,0.7924,0.6516535433653751,20,"[10, 11, 10, 14, 10, 19, 6, 6, 4, 10]",0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",val,random_perturb,True
ifca,cifar10,42,48,clustered,100,0.2,2,0.005,32,100,10,960,960,52600,54520,961.4519190788269,splits\cifar10\dirichlet_k10_ainter0.1_aintra10_clients100_train500_test100_val0.1_seed42.json,0.5801272403877986,0.5801272403877985,0.8021,0.8021,0.7354097809075659,0.17864994548058546,0.39,1.0,0.16235944690716336,10000.0,0.7968766487285006,0.9094213380250501,0.88,10.0,0.8021,0.7354097809075659,20,"[10, 10, 10, 12, 10, 17, 11, 4, 6, 10]",0,"[0, 1, 2, 3, 5, 6, 7, 8, 9]",val,random_perturb,True
