method,dataset,seed,round,phase,total_rounds,client_frac,local_epochs,lr,batch_size,num_clients,k_config,model_downloads,model_uploads,assignment_model_evals,model_transmissions,runtime_sec,split_file,client_avg_loss,sample_avg_loss,client_avg_acc,micro_acc,global_macro_f1,client_avg_macro_f1,worst_client_acc,best_client_acc,acc_std,num_eval_samples,ari,nmi,purity,k_pred,acc,f1,num_selected_clients
fedavg,unsw_nb15,42,11,train,50,0.2,2,0.01,64,100,1,220,220,0,440,5.806628465652466,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.08237986178398132,0.08237986178398132,0.9950999999999999,0.9951,0.9950999007729906,0.9907779722360358,0.97,1.0,0.008061637550770943,10000.0,0.0,0.0,0.5,1.0,0.9951,0.9950999007729906,20
fedavg,unsw_nb15,42,12,train,50,0.2,2,0.01,64,100,1,240,240,0,480,6.30644154548645,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.072032987344265,0.07203298734426498,0.9965,0.9965,0.9964999663646767,0.993364653790126,0.97,1.0,0.006538348415311016,10000.0,0.0,0.0,0.5,1.0,0.9965,0.9964999663646767,20
fedavg,unsw_nb15,42,13,train,50,0.2,2,0.01,64,100,1,260,260,0,520,6.797869920730591,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.06338207913637162,0.06338207913637162,0.9978000000000001,0.9978,0.9977999911999649,0.995799000138064,0.98,1.0,0.00481248376620639,10000.0,0.0,0.0,0.5,1.0,0.9978,0.9977999911999649,20
fedavg,unsw_nb15,42,14,train,50,0.2,2,0.01,64,100,1,280,280,0,560,7.294389724731445,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.05654156188964844,0.056541561889648435,0.9984000000000002,0.9984,0.9983999968639938,0.9969345284331764,0.98,1.0,0.004176122603564224,10000.0,0.0,0.0,0.5,1.0,0.9984,0.9983999968639938,20
fedavg,unsw_nb15,42,15,train,50,0.2,2,0.01,64,100,1,300,300,0,600,7.763124704360962,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.0507913068830967,0.050791306883096694,0.9989,0.9989,0.9988999991089993,0.9978993136601133,0.98,1.0,0.0034336569426778817,10000.0,0.0,0.0,0.5,1.0,0.9989,0.9988999991089993,20
fedavg,unsw_nb15,42,16,train,50,0.2,2,0.01,64,100,1,320,320,0,640,8.255422592163086,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.045892345654964445,0.045892345654964445,0.9991000000000001,0.9991,0.9990999995589998,0.9982810659029075,0.98,1.0,0.0031921779399024758,10000.0,0.0,0.0,0.5,1.0,0.9991,0.9990999995589998,20
fedavg,unsw_nb15,42,17,train,50,0.2,2,0.01,64,100,1,340,340,0,680,8.735578060150146,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.0418481435418129,0.0418481435418129,0.9992,0.9992,0.9991999997119999,0.9984719420243047,0.98,1.0,0.0030594117081556736,10000.0,0.0,0.0,0.5,1.0,0.9992,0.9991999997119999,20
fedavg,unsw_nb15,42,18,train,50,0.2,2,0.01,64,100,1,360,360,0,720,9.201200008392334,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.03841202921867371,0.038412029218673704,0.9995999999999999,0.9996,0.999599999984,0.999225718076623,0.99,1.0,0.0019595917942265445,10000.0,0.0,0.0,0.5,1.0,0.9996,0.999599999984,20
fedavg,unsw_nb15,42,19,train,50,0.2,2,0.01,64,100,1,380,380,0,760,9.689831495285034,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.03537393680810928,0.03537393680810928,0.9997,0.9997,0.999699999973,0.9994273716358083,0.99,1.0,0.0017058722109231995,10000.0,0.0,0.0,0.5,1.0,0.9997,0.999699999973,20
fedavg,unsw_nb15,42,20,train,50,0.2,2,0.01,64,100,1,400,400,0,800,10.197482824325562,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.032835975968837736,0.032835975968837736,0.9997,0.9997,0.999699999973,0.9994273716358083,0.99,1.0,0.0017058722109231995,10000.0,0.0,0.0,0.5,1.0,0.9997,0.999699999973,20
fedavg,unsw_nb15,42,21,train,50,0.2,2,0.01,64,100,1,420,420,0,840,10.677399158477783,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.030520918595790866,0.030520918595790862,0.9999000000000001,0.9999,0.9998999999989999,0.9998091238786029,0.99,1.0,0.000994987437106621,10000.0,0.0,0.0,0.5,1.0,0.9999,0.9998999999989999,20
fedavg,unsw_nb15,42,22,train,50,0.2,2,0.01,64,100,1,440,440,0,880,11.157599210739136,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.02858029728233814,0.028580297282338143,0.9999000000000001,0.9999,0.9998999999989999,0.9998091238786029,0.99,1.0,0.000994987437106621,10000.0,0.0,0.0,0.5,1.0,0.9999,0.9998999999989999,20
fedavg,unsw_nb15,42,23,train,50,0.2,2,0.01,64,100,1,460,460,0,920,11.633229494094849,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.0268282008767128,0.0268282008767128,0.9999000000000001,0.9999,0.9998999999989999,0.9998091238786029,0.99,1.0,0.000994987437106621,10000.0,0.0,0.0,0.5,1.0,0.9999,0.9998999999989999,20
fedavg,unsw_nb15,42,24,train,50,0.2,2,0.01,64,100,1,480,480,0,960,12.099375009536743,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.025301968979835512,0.02530196897983551,0.9999000000000001,0.9999,0.9998999999989999,0.9998091238786029,0.99,1.0,0.000994987437106621,10000.0,0.0,0.0,0.5,1.0,0.9999,0.9998999999989999,20
fedavg,unsw_nb15,42,25,train,50,0.2,2,0.01,64,100,1,500,500,0,1000,12.61650276184082,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.023946218714118003,0.023946218714118003,0.9999000000000001,0.9999,0.9998999999989999,0.9998091238786029,0.99,1.0,0.000994987437106621,10000.0,0.0,0.0,0.5,1.0,0.9999,0.9998999999989999,20
fedavg,unsw_nb15,42,26,train,50,0.2,2,0.01,64,100,1,520,520,0,1040,13.078677892684937,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.022725656133890156,0.022725656133890153,0.9999000000000001,0.9999,0.9998999999989999,0.9998091238786029,0.99,1.0,0.000994987437106621,10000.0,0.0,0.0,0.5,1.0,0.9999,0.9998999999989999,20
fedavg,unsw_nb15,42,27,train,50,0.2,2,0.01,64,100,1,540,540,0,1080,13.570812463760376,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.021603193220496177,0.021603193220496177,0.9999000000000001,0.9999,0.9998999999989999,0.9998091238786029,0.99,1.0,0.000994987437106621,10000.0,0.0,0.0,0.5,1.0,0.9999,0.9998999999989999,20
fedavg,unsw_nb15,42,28,train,50,0.2,2,0.01,64,100,1,560,560,0,1120,14.070716142654419,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.020614379733800887,0.020614379733800887,0.9999000000000001,0.9999,0.9998999999989999,0.9998091238786029,0.99,1.0,0.000994987437106621,10000.0,0.0,0.0,0.5,1.0,0.9999,0.9998999999989999,20
fedavg,unsw_nb15,42,29,train,50,0.2,2,0.01,64,100,1,580,580,0,1160,14.56100058555603,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.019720919263362884,0.019720919263362884,0.9999000000000001,0.9999,0.9998999999989999,0.9998091238786029,0.99,1.0,0.000994987437106621,10000.0,0.0,0.0,0.5,1.0,0.9999,0.9998999999989999,20
fedavg,unsw_nb15,42,30,train,50,0.2,2,0.01,64,100,1,600,600,0,1200,15.059560775756836,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.018940512070059777,0.018940512070059777,0.9999000000000001,0.9999,0.9998999999989999,0.9998091238786029,0.99,1.0,0.000994987437106621,10000.0,0.0,0.0,0.5,1.0,0.9999,0.9998999999989999,20
fedavg,unsw_nb15,42,31,train,50,0.2,2,0.01,64,100,1,620,620,0,1240,15.593527555465698,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.01820382757633925,0.018203827576339246,0.9999000000000001,0.9999,0.9998999999989999,0.9998091238786029,0.99,1.0,0.000994987437106621,10000.0,0.0,0.0,0.5,1.0,0.9999,0.9998999999989999,20
fedavg,unsw_nb15,42,32,train,50,0.2,2,0.01,64,100,1,640,640,0,1280,16.08862590789795,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.017549874347448348,0.017549874347448348,0.9999000000000001,0.9999,0.9998999999989999,0.9998091238786029,0.99,1.0,0.000994987437106621,10000.0,0.0,0.0,0.5,1.0,0.9999,0.9998999999989999,20
fedavg,unsw_nb15,42,33,train,50,0.2,2,0.01,64,100,1,660,660,0,1320,16.562439918518066,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.016944323387742044,0.016944323387742044,0.9999000000000001,0.9999,0.9998999999989999,0.9998091238786029,0.99,1.0,0.000994987437106621,10000.0,0.0,0.0,0.5,1.0,0.9999,0.9998999999989999,20
fedavg,unsw_nb15,42,34,train,50,0.2,2,0.01,64,100,1,680,680,0,1360,17.02818012237549,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.016395925453305243,0.016395925453305243,0.9999000000000001,0.9999,0.9998999999989999,0.9998091238786029,0.99,1.0,0.000994987437106621,10000.0,0.0,0.0,0.5,1.0,0.9999,0.9998999999989999,20
fedavg,unsw_nb15,42,35,train,50,0.2,2,0.01,64,100,1,700,700,0,1400,17.501675128936768,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.015887122273445128,0.015887122273445128,0.9999000000000001,0.9999,0.9998999999989999,0.9998091238786029,0.99,1.0,0.000994987437106621,10000.0,0.0,0.0,0.5,1.0,0.9999,0.9998999999989999,20
fedavg,unsw_nb15,42,36,train,50,0.2,2,0.01,64,100,1,720,720,0,1440,17.961571216583252,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.015406006439030168,0.01540600643903017,0.9999000000000001,0.9999,0.9998999999989999,0.9998091238786029,0.99,1.0,0.000994987437106621,10000.0,0.0,0.0,0.5,1.0,0.9999,0.9998999999989999,20
fedavg,unsw_nb15,42,37,train,50,0.2,2,0.01,64,100,1,740,740,0,1480,18.44773268699646,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.014969759005308154,0.01496975900530815,0.9999000000000001,0.9999,0.9998999999989999,0.9998091238786029,0.99,1.0,0.000994987437106621,10000.0,0.0,0.0,0.5,1.0,0.9999,0.9998999999989999,20
fedavg,unsw_nb15,42,38,train,50,0.2,2,0.01,64,100,1,760,760,0,1520,18.99749732017517,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.014558252283930777,0.014558252283930779,0.9999000000000001,0.9999,0.9998999999989999,0.9998091238786029,0.99,1.0,0.000994987437106621,10000.0,0.0,0.0,0.5,1.0,0.9999,0.9998999999989999,20
fedavg,unsw_nb15,42,39,train,50,0.2,2,0.01,64,100,1,780,780,0,1560,19.461886405944824,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.014179555787146091,0.014179555787146091,0.9999000000000001,0.9999,0.9998999999989999,0.9998091238786029,0.99,1.0,0.000994987437106621,10000.0,0.0,0.0,0.5,1.0,0.9999,0.9998999999989999,20
fedavg,unsw_nb15,42,40,train,50,0.2,2,0.01,64,100,1,800,800,0,1600,19.901801347732544,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.013830378679931164,0.013830378679931164,0.9999000000000001,0.9999,0.9998999999989999,0.9998091238786029,0.99,1.0,0.000994987437106621,10000.0,0.0,0.0,0.5,1.0,0.9999,0.9998999999989999,20
fedavg,unsw_nb15,42,41,train,50,0.2,2,0.01,64,100,1,820,820,0,1640,20.38560390472412,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.013497829754650591,0.013497829754650593,0.9999000000000001,0.9999,0.9998999999989999,0.9998091238786029,0.99,1.0,0.000994987437106621,10000.0,0.0,0.0,0.5,1.0,0.9999,0.9998999999989999,20
fedavg,unsw_nb15,42,42,train,50,0.2,2,0.01,64,100,1,840,840,0,1680,20.82975196838379,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.013184478615224362,0.013184478615224362,0.9999000000000001,0.9999,0.9998999999989999,0.9998091238786029,0.99,1.0,0.000994987437106621,10000.0,0.0,0.0,0.5,1.0,0.9999,0.9998999999989999,20
fedavg,unsw_nb15,42,43,train,50,0.2,2,0.01,64,100,1,860,860,0,1720,21.321945190429688,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.012897804863750934,0.012897804863750934,0.9999000000000001,0.9999,0.9998999999989999,0.9998091238786029,0.99,1.0,0.000994987437106621,10000.0,0.0,0.0,0.5,1.0,0.9999,0.9998999999989999,20
fedavg,unsw_nb15,42,44,train,50,0.2,2,0.01,64,100,1,880,880,0,1760,21.768916368484497,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.012634391777217391,0.012634391777217388,0.9999000000000001,0.9999,0.9998999999989999,0.9998091238786029,0.99,1.0,0.000994987437106621,10000.0,0.0,0.0,0.5,1.0,0.9999,0.9998999999989999,20
fedavg,unsw_nb15,42,45,train,50,0.2,2,0.01,64,100,1,900,900,0,1800,22.244473457336426,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.01238904624953866,0.01238904624953866,0.9999000000000001,0.9999,0.9998999999989999,0.9998091238786029,0.99,1.0,0.000994987437106621,10000.0,0.0,0.0,0.5,1.0,0.9999,0.9998999999989999,20
fedavg,unsw_nb15,42,46,train,50,0.2,2,0.01,64,100,1,920,920,0,1840,22.72738742828369,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.01214788140654564,0.012147881406545638,0.9999000000000001,0.9999,0.9998999999989999,0.9998091238786029,0.99,1.0,0.000994987437106621,10000.0,0.0,0.0,0.5,1.0,0.9999,0.9998999999989999,20
fedavg,unsw_nb15,42,47,train,50,0.2,2,0.01,64,100,1,940,940,0,1880,23.212069749832153,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.011927897903323173,0.011927897903323173,0.9999000000000001,0.9999,0.9998999999989999,0.9998091238786029,0.99,1.0,0.000994987437106621,10000.0,0.0,0.0,0.5,1.0,0.9999,0.9998999999989999,20
fedavg,unsw_nb15,42,48,train,50,0.2,2,0.01,64,100,1,960,960,0,1920,23.67348074913025,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.011727190917730335,0.011727190917730331,0.9999000000000001,0.9999,0.9998999999989999,0.9998091238786029,0.99,1.0,0.000994987437106621,10000.0,0.0,0.0,0.5,1.0,0.9999,0.9998999999989999,20
fedavg,unsw_nb15,42,49,train,50,0.2,2,0.01,64,100,1,980,980,0,1960,24.123132944107056,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.011529224419593809,0.01152922441959381,0.9999000000000001,0.9999,0.9998999999989999,0.9998091238786029,0.99,1.0,0.000994987437106621,10000.0,0.0,0.0,0.5,1.0,0.9999,0.9998999999989999,20
fedavg,unsw_nb15,42,50,train,50,0.2,2,0.01,64,100,1,1000,1000,0,2000,24.58151602745056,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.01133154335618019,0.01133154335618019,0.9999000000000001,0.9999,0.9998999999989999,0.9998091238786029,0.99,1.0,0.000994987437106621,10000.0,0.0,0.0,0.5,1.0,0.9999,0.9998999999989999,20
