method,dataset,seed,round,phase,total_rounds,client_frac,local_epochs,lr,batch_size,num_clients,k_config,model_downloads,model_uploads,assignment_model_evals,model_transmissions,runtime_sec,split_file,client_avg_loss,sample_avg_loss,client_avg_acc,micro_acc,global_macro_f1,client_avg_macro_f1,worst_client_acc,best_client_acc,acc_std,num_eval_samples,ari,nmi,purity,k_pred,acc,f1,num_selected_clients,cluster_sizes,num_empty_clusters,updated_clusters,assignment_split,center_init,eval_assign_all
ifca,unsw_nb15,42,17,clustered,50,0.2,2,0.01,64,100,4,340,340,6160,6840,17.238347053527832,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.039253356570005414,0.039253356570005414,0.9967999999999999,0.9968,0.9967999896319664,0.9934738602047902,0.97,1.0,0.005810335618533585,10000.0,0.7504582951420715,0.8016694732754818,1.0,3.0,0.9968,0.9967999896319664,20,"[22, 28, 0, 50]",1,"[0, 1, 3]",val,random_perturb,True
ifca,unsw_nb15,42,18,clustered,50,0.2,2,0.01,64,100,4,360,360,6640,7360,18.393203020095825,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.036379371178150176,0.036379371178150176,0.9974,0.9974,0.997399993343983,0.994695756833558,0.97,1.0,0.005407402333838315,10000.0,0.7504582951420715,0.8016694732754818,1.0,3.0,0.9974,0.997399993343983,20,"[22, 28, 0, 50]",1,"[0, 1, 3]",val,random_perturb,True
ifca,unsw_nb15,42,19,clustered,50,0.2,2,0.01,64,100,4,380,380,7120,7880,19.531522512435913,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.03389691604971886,0.03389691604971886,0.9977000000000001,0.9977,0.9976999961129934,0.9953007175111139,0.97,1.0,0.005264028875300747,10000.0,0.7504582951420715,0.8016694732754818,1.0,3.0,0.9977,0.9976999961129934,20,"[22, 28, 0, 50]",1,"[0, 1, 3]",val,random_perturb,True
ifca,unsw_nb15,42,20,clustered,50,0.2,2,0.01,64,100,4,400,400,7600,8400,20.714298963546753,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.031787337073683745,0.03178733707368374,0.9982000000000001,0.9982,0.9981999981999983,0.9963582606610083,0.98,1.0,0.004093897898091747,10000.0,0.7504582951420715,0.8016694732754818,1.0,3.0,0.9982,0.9981999981999983,20,"[22, 28, 0, 50]",1,"[0, 1, 3]",val,random_perturb,True
ifca,unsw_nb15,42,21,clustered,50,0.2,2,0.01,64,100,4,420,420,8080,8920,21.870833158493042,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.02985369280576706,0.02985369280576706,0.9984000000000001,0.9984,0.9983999983999984,0.9967615677793789,0.98,1.0,0.003929376540877703,10000.0,0.7504582951420715,0.8016694732754818,1.0,3.0,0.9984,0.9983999983999984,20,"[22, 28, 0, 50]",1,"[0, 1, 3]",val,random_perturb,True
ifca,unsw_nb15,42,22,clustered,50,0.2,2,0.01,64,100,4,440,440,8560,9440,23.06981134414673,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.028169125750660894,0.028169125750660898,0.9984999999999999,0.9985,0.998499998784999,0.9969632213385643,0.98,1.0,0.0038405728739343073,10000.0,0.7484276472200967,0.800740133903587,1.0,3.0,0.9985,0.998499998784999,20,"[23, 27, 0, 50]",1,"[0, 1, 3]",val,random_perturb,True
ifca,unsw_nb15,42,23,clustered,50,0.2,2,0.01,64,100,4,460,460,9040,9960,24.275396823883057,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.026800404277443884,0.026800404277443887,0.9987,0.9987,0.9986999989469991,0.9973665284569349,0.98,1.0,0.003648287269390943,10000.0,0.7504582951420715,0.8016694732754818,1.0,3.0,0.9987,0.9986999989469991,20,"[22, 28, 0, 50]",1,"[0, 1, 3]",val,random_perturb,True
ifca,unsw_nb15,42,24,clustered,50,0.2,2,0.01,64,100,4,480,480,9520,10480,25.497255563735962,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.025336199072003365,0.025336199072003365,0.9989,0.9989,0.9988999991089993,0.9977698355753054,0.98,1.0,0.003433656942677882,10000.0,0.7504582951420715,0.8016694732754818,1.0,3.0,0.9989,0.9988999991089993,20,"[22, 28, 0, 50]",1,"[0, 1, 3]",val,random_perturb,True
ifca,unsw_nb15,42,25,clustered,50,0.2,2,0.01,64,100,4,500,500,10000,11000,26.65687894821167,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.02401576809883118,0.024015768098831176,0.9990000000000001,0.999,0.9989999993599996,0.997971489134491,0.98,1.0,0.0033166247903554024,10000.0,0.7484276472200967,0.800740133903587,1.0,3.0,0.999,0.9989999993599996,20,"[23, 27, 0, 50]",1,"[0, 1, 3]",val,random_perturb,True
ifca,unsw_nb15,42,26,clustered,50,0.2,2,0.01,64,100,4,520,520,10480,11520,27.783456802368164,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.022709573924541475,0.022709573924541475,0.9993000000000001,0.9993,0.999299999825,0.9985764498120469,0.98,1.0,0.0029171904291629674,10000.0,0.7484276472200967,0.800740133903587,1.0,3.0,0.9993,0.999299999825,20,"[23, 27, 0, 50]",1,"[0, 1, 3]",val,random_perturb,True
ifca,unsw_nb15,42,27,clustered,50,0.2,2,0.01,64,100,4,540,540,10960,12040,28.934141874313354,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.02173612923920154,0.021736129239201547,0.9993000000000001,0.9993,0.999299999825,0.9985764498120469,0.98,1.0,0.0029171904291629674,10000.0,0.7533010626414229,0.8029784244290347,1.0,3.0,0.9993,0.999299999825,20,"[21, 29, 0, 50]",1,"[0, 1, 3]",val,random_perturb,True
ifca,unsw_nb15,42,28,clustered,50,0.2,2,0.01,64,100,4,560,560,11440,12560,30.10435199737549,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.020782690560817718,0.020782690560817718,0.9993000000000001,0.9993,0.999299999825,0.9985764498120469,0.98,1.0,0.0029171904291629674,10000.0,0.7533010626414229,0.8029784244290347,1.0,3.0,0.9993,0.999299999825,20,"[21, 29, 0, 50]",1,"[0, 1, 3]",val,random_perturb,True
ifca,unsw_nb15,42,29,clustered,50,0.2,2,0.01,64,100,4,580,580,11920,13080,31.34406614303589,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.019892470732331278,0.019892470732331274,0.9993000000000001,0.9993,0.999299999825,0.9985764498120469,0.98,1.0,0.0029171904291629674,10000.0,0.7533010626414229,0.8029784244290347,1.0,3.0,0.9993,0.999299999825,20,"[21, 29, 0, 50]",1,"[0, 1, 3]",val,random_perturb,True
ifca,unsw_nb15,42,30,clustered,50,0.2,2,0.01,64,100,4,600,600,12400,13600,32.50829887390137,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.018980360332131383,0.018980360332131387,0.9995,0.9995,0.999499999955,0.9989797569304174,0.98,1.0,0.0025980762113533176,10000.0,0.7484276472200967,0.800740133903587,1.0,3.0,0.9995,0.999499999955,20,"[23, 27, 0, 50]",1,"[0, 1, 3]",val,random_perturb,True
ifca,unsw_nb15,42,31,clustered,50,0.2,2,0.01,64,100,4,620,620,12880,14120,33.6974036693573,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.018226271450519565,0.01822627145051956,0.9995,0.9995,0.999499999955,0.9989797569304174,0.98,1.0,0.0025980762113533176,10000.0,0.7472092185812027,0.800184756899806,1.0,3.0,0.9995,0.999499999955,20,"[24, 26, 0, 50]",1,"[0, 1, 3]",val,random_perturb,True
ifca,unsw_nb15,42,32,clustered,50,0.2,2,0.01,64,100,4,640,640,13360,14640,34.80663537979126,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.017593267133831976,0.01759326713383198,0.9994,0.9994,0.999399999904,0.9987781033712321,0.98,1.0,0.0027640549922170526,10000.0,0.7504582951420715,0.8016694732754818,1.0,3.0,0.9994,0.999399999904,20,"[22, 28, 0, 50]",1,"[0, 1, 3]",val,random_perturb,True
ifca,unsw_nb15,42,33,clustered,50,0.2,2,0.01,64,100,4,660,660,13840,15160,36.08443212509155,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.016958892226219175,0.01695889222621918,0.9994,0.9994,0.999399999904,0.9987781033712321,0.98,1.0,0.0027640549922170526,10000.0,0.7504582951420715,0.8016694732754818,1.0,3.0,0.9994,0.999399999904,20,"[22, 28, 0, 50]",1,"[0, 1, 3]",val,random_perturb,True
ifca,unsw_nb15,42,34,clustered,50,0.2,2,0.01,64,100,4,680,680,14320,15680,37.27224516868591,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.016425022479891777,0.016425022479891777,0.9996,0.9996,0.999599999984,0.9991933857632587,0.99,1.0,0.001959591794226545,10000.0,0.7569558101472995,0.8046750664676069,1.0,3.0,0.9996,0.999599999984,20,"[20, 30, 0, 50]",1,"[0, 1, 3]",val,random_perturb,True
ifca,unsw_nb15,42,35,clustered,50,0.2,2,0.01,64,100,4,700,700,14800,16200,38.47334837913513,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.01583837584704161,0.015838375847041605,0.9996,0.9996,0.999599999984,0.9991933857632587,0.99,1.0,0.001959591794226545,10000.0,0.7533010626414229,0.8029784244290347,1.0,3.0,0.9996,0.999599999984,20,"[21, 29, 0, 50]",1,"[0, 1, 3]",val,random_perturb,True
ifca,unsw_nb15,42,36,clustered,50,0.2,2,0.01,64,100,4,720,720,15280,16720,39.66638898849487,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.015266185274720194,0.015266185274720193,0.9997,0.9997,0.999699999997,0.9993950393224441,0.99,1.0,0.0017058722109231995,10000.0,0.7569558101472995,0.8046750664676069,1.0,3.0,0.9997,0.999699999997,20,"[20, 30, 0, 50]",1,"[0, 1, 3]",val,random_perturb,True
ifca,unsw_nb15,42,37,clustered,50,0.2,2,0.01,64,100,4,740,740,15760,17240,40.865233421325684,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.014905067153275015,0.014905067153275013,0.9997,0.9997,0.999699999997,0.9993950393224441,0.99,1.0,0.0017058722109231995,10000.0,0.7796904146349445,0.8155972439093059,1.0,3.0,0.9997,0.999699999997,20,"[16, 34, 0, 50]",1,"[1, 3]",val,random_perturb,True
ifca,unsw_nb15,42,38,clustered,50,0.2,2,0.01,64,100,4,760,760,16240,17760,42.07331657409668,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.014462461510300634,0.014462461510300636,0.9997,0.9997,0.999699999997,0.9993950393224441,0.99,1.0,0.0017058722109231995,10000.0,0.7727899394122869,0.8122126396167321,1.0,3.0,0.9997,0.999699999997,20,"[17, 33, 0, 50]",1,"[0, 1, 3]",val,random_perturb,True
ifca,unsw_nb15,42,39,clustered,50,0.2,2,0.01,64,100,4,780,780,16720,18280,43.249778747558594,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.01410003607273102,0.014100036072731017,0.9997,0.9997,0.999699999997,0.9993950393224441,0.99,1.0,0.0017058722109231995,10000.0,0.7796904146349445,0.8155972439093059,1.0,3.0,0.9997,0.999699999997,20,"[16, 34, 0, 50]",1,"[0, 1, 3]",val,random_perturb,True
ifca,unsw_nb15,42,40,clustered,50,0.2,2,0.01,64,100,4,800,800,17200,18800,44.45843815803528,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.01372461003214121,0.013724610032141208,0.9997,0.9997,0.999699999997,0.9993950393224441,0.99,1.0,0.0017058722109231995,10000.0,0.7667004876771512,0.8092770357394713,1.0,3.0,0.9997,0.999699999997,20,"[18, 32, 0, 50]",1,"[0, 1, 3]",val,random_perturb,True
ifca,unsw_nb15,42,41,clustered,50,0.2,2,0.01,64,100,4,820,820,17680,19320,45.681596755981445,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.013362704862654208,0.01336270486265421,0.9998,0.9998,0.9998,0.9995966928816293,0.99,1.0,0.001400000000000001,10000.0,0.761422358240832,0.8067700882865625,1.0,3.0,0.9998,0.9998,20,"[19, 31, 0, 50]",1,"[0, 1, 3]",val,random_perturb,True
ifca,unsw_nb15,42,42,clustered,50,0.2,2,0.01,64,100,4,840,840,18160,19840,46.99010467529297,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.013022912906110285,0.013022912906110287,0.9998,0.9998,0.9998,0.9995966928816293,0.99,1.0,0.001400000000000001,10000.0,0.761422358240832,0.8067700882865625,1.0,3.0,0.9998,0.9998,20,"[19, 31, 0, 50]",1,"[0, 1, 3]",val,random_perturb,True
ifca,unsw_nb15,42,43,clustered,50,0.2,2,0.01,64,100,4,860,860,18640,20360,48.27511119842529,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.012706659138202667,0.012706659138202667,0.9998,0.9998,0.9998,0.9995966928816293,0.99,1.0,0.001400000000000001,10000.0,0.761422358240832,0.8067700882865625,1.0,3.0,0.9998,0.9998,20,"[19, 31, 0, 50]",1,"[0, 1, 3]",val,random_perturb,True
ifca,unsw_nb15,42,44,clustered,50,0.2,2,0.01,64,100,4,880,880,19120,20880,55.15515208244324,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.012407850655913353,0.012407850655913353,0.9998,0.9998,0.9998,0.9995966928816293,0.99,1.0,0.001400000000000001,10000.0,0.761422358240832,0.8067700882865625,1.0,3.0,0.9998,0.9998,20,"[19, 31, 0, 50]",1,"[0, 1, 3]",val,random_perturb,True
ifca,unsw_nb15,42,45,clustered,50,0.2,2,0.01,64,100,4,900,900,19600,21400,64.6263267993927,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.012122241558134555,0.012122241558134557,0.9998,0.9998,0.9998,0.9995966928816293,0.99,1.0,0.001400000000000001,10000.0,0.761422358240832,0.8067700882865625,1.0,3.0,0.9998,0.9998,20,"[19, 31, 0, 50]",1,"[0, 1, 3]",val,random_perturb,True
ifca,unsw_nb15,42,46,clustered,50,0.2,2,0.01,64,100,4,920,920,20080,21920,73.46616840362549,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.011844808210432527,0.011844808210432529,0.9998,0.9998,0.9998,0.9995966928816293,0.99,1.0,0.001400000000000001,10000.0,0.761422358240832,0.8067700882865625,1.0,3.0,0.9998,0.9998,20,"[19, 31, 0, 50]",1,"[0, 1, 3]",val,random_perturb,True
ifca,unsw_nb15,42,47,clustered,50,0.2,2,0.01,64,100,4,940,940,20560,22440,81.8430233001709,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.01161466158926487,0.01161466158926487,0.9998,0.9998,0.9998,0.9995966928816293,0.99,1.0,0.001400000000000001,10000.0,0.761422358240832,0.8067700882865625,1.0,3.0,0.9998,0.9998,20,"[19, 31, 0, 50]",1,"[0, 1, 3]",val,random_perturb,True
ifca,unsw_nb15,42,48,clustered,50,0.2,2,0.01,64,100,4,960,960,21040,22960,90.9791431427002,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.011402453705668449,0.011402453705668449,0.9998,0.9998,0.9998,0.9995966928816293,0.99,1.0,0.001400000000000001,10000.0,0.7874015748031497,0.8194553618245562,1.0,3.0,0.9998,0.9998,20,"[15, 35, 0, 50]",1,"[1, 3]",val,random_perturb,True
ifca,unsw_nb15,42,49,clustered,50,0.2,2,0.01,64,100,4,980,980,21520,23480,100.60037159919739,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.011174601075053213,0.011174601075053215,0.9998,0.9998,0.9998,0.9995966928816293,0.99,1.0,0.001400000000000001,10000.0,0.7959230416857536,0.8238163985309851,1.0,3.0,0.9998,0.9998,20,"[14, 36, 0, 50]",1,"[0, 1, 3]",val,random_perturb,True
ifca,unsw_nb15,42,50,clustered,50,0.2,2,0.01,64,100,4,1000,1000,22000,24000,109.93830275535583,splits\unsw_nb15\unsw_nb15_label_group_clients100_train400_test100_val0.2_seed42.json,0.010957894530892374,0.010957894530892373,0.9998,0.9998,0.9998,0.9995966928816293,0.99,1.0,0.001400000000000001,10000.0,0.7874015748031497,0.8194553618245562,1.0,3.0,0.9998,0.9998,20,"[15, 35, 0, 50]",1,"[0, 1, 3]",val,random_perturb,True
