method,dataset,seed,round,phase,total_rounds,client_frac,local_epochs,lr,batch_size,num_clients,k_config,model_downloads,model_uploads,assignment_model_evals,model_transmissions,runtime_sec,split_file,client_avg_loss,sample_avg_loss,acc,client_avg_acc,micro_acc,precision,recall,f1,tn,fp,fn,tp,global_macro_f1,client_avg_macro_f1,worst_client_acc,best_client_acc,acc_std,num_eval_samples,ari,nmi,purity,k_pred,num_selected_clients,cluster_sizes,num_empty_clusters,updated_clusters,assignment_split,center_init,eval_assign_all
ifca,unsw_nb15,42,36,clustered,50,0.5,2,0.01,64,20,2,360,360,1900,2620,32.02456259727478,splits\unsw_nb15_fair20\unsw_nb15_dirichlet_explicit_clients20_train2000_test500_val0.2_seed42.json,0.10720731244618073,0.10720731244618073,0.9494,0.9494,0.9494,0.9482309528977643,0.9966917636322153,0.9718576195773081,757.0,477.0,29.0,8737.0,0.8606812850361788,0.6692386932073207,0.796,1.0,0.05717027199515495,10000.0,1.0,1.0,1.0,2.0,10,"[10, 10]",0,"[0, 1]",val,random_perturb,True
ifca,unsw_nb15,42,37,clustered,50,0.5,2,0.01,64,20,2,370,370,1960,2700,32.94296360015869,splits\unsw_nb15_fair20\unsw_nb15_dirichlet_explicit_clients20_train2000_test500_val0.2_seed42.json,0.10380695009808986,0.10380695009808988,0.9488,0.9488000000000001,0.9488,0.9484894588133015,0.9956650695870408,0.9715048975957258,760.0,474.0,38.0,8728.0,0.8597681968293589,0.6685282223753056,0.794,1.0,0.057638181789504764,10000.0,1.0,1.0,1.0,2.0,10,"[10, 10]",0,"[0, 1]",val,random_perturb,True
ifca,unsw_nb15,42,38,clustered,50,0.5,2,0.01,64,20,2,380,380,2020,2780,33.843295097351074,splits\unsw_nb15_fair20\unsw_nb15_dirichlet_explicit_clients20_train2000_test500_val0.2_seed42.json,0.11242429495500399,0.112424294955004,0.9487,0.9487,0.9487,0.9466392466717177,0.9977184576773899,0.9715079144682033,741.0,493.0,20.0,8746.0,0.8571825286626731,0.6675214222492027,0.794,1.0,0.05809053279149709,10000.0,1.0,1.0,1.0,2.0,10,"[10, 10]",0,"[0, 1]",val,random_perturb,True
ifca,unsw_nb15,42,39,clustered,50,0.5,2,0.01,64,20,2,390,390,2080,2860,34.74162769317627,splits\unsw_nb15_fair20\unsw_nb15_dirichlet_explicit_clients20_train2000_test500_val0.2_seed42.json,0.09957811466008425,0.09957811466008425,0.9493,0.9493,0.9493,0.9507695666411964,0.9936116814966918,0.971718636693256,783.0,451.0,56.0,8710.0,0.8635727771020549,0.6702350597112819,0.796,1.0,0.057048312858488624,10000.0,1.0,1.0,1.0,2.0,10,"[10, 10]",0,"[0, 1]",val,random_perturb,True
ifca,unsw_nb15,42,40,clustered,50,0.5,2,0.01,64,20,2,400,400,2140,2940,35.62672972679138,splits\unsw_nb15_fair20\unsw_nb15_dirichlet_explicit_clients20_train2000_test500_val0.2_seed42.json,0.1076589628553484,0.10765896285534836,0.9488,0.9488,0.9488,0.9479053614065552,0.9963495322838238,0.971523915461624,754.0,480.0,32.0,8734.0,0.8590292844634853,0.6680076250674121,0.794,1.0,0.0576034721175729,10000.0,1.0,1.0,1.0,2.0,10,"[10, 10]",0,"[0, 1]",val,random_perturb,True
ifca,unsw_nb15,42,41,clustered,50,0.5,2,0.01,64,20,2,410,410,2200,3020,36.52393913269043,splits\unsw_nb15_fair20\unsw_nb15_dirichlet_explicit_clients20_train2000_test500_val0.2_seed42.json,0.1155468425800558,0.11554684258005582,0.9494,0.9494,0.9494,0.9463899697362732,0.9988592288386949,0.9719169719169719,738.0,496.0,10.0,8756.0,0.858309646402482,0.6685585360829894,0.794,1.0,0.05780346010404566,10000.0,1.0,1.0,1.0,2.0,10,"[10, 10]",0,"[0, 1]",val,random_perturb,True
ifca,unsw_nb15,42,42,clustered,50,0.5,2,0.01,64,20,2,420,420,2260,3100,37.426974058151245,splits\unsw_nb15_fair20\unsw_nb15_dirichlet_explicit_clients20_train2000_test500_val0.2_seed42.json,0.10247895974004642,0.10247895974004641,0.9497,0.9497,0.9497,0.949027279643517,0.9961213780515629,0.9720042299771804,765.0,469.0,34.0,8732.0,0.8622933102665047,0.6698755296139133,0.794,1.0,0.056946553890468196,10000.0,1.0,1.0,1.0,2.0,10,"[10, 10]",0,"[0, 1]",val,random_perturb,True
ifca,unsw_nb15,42,43,clustered,50,0.5,2,0.01,64,20,2,430,430,2320,3180,38.30126118659973,splits\unsw_nb15_fair20\unsw_nb15_dirichlet_explicit_clients20_train2000_test500_val0.2_seed42.json,0.11344273811788297,0.11344273811788298,0.9496,0.9496,0.9496,0.9470779220779221,0.9982888432580425,0.9720093302232589,745.0,489.0,15.0,8751.0,0.8596255276993927,0.6689835908230235,0.794,1.0,0.05740940689468929,10000.0,1.0,1.0,1.0,2.0,10,"[10, 10]",0,"[0, 1]",val,random_perturb,True
ifca,unsw_nb15,42,44,clustered,50,0.5,2,0.01,64,20,2,440,440,2380,3260,39.20185589790344,splits\unsw_nb15_fair20\unsw_nb15_dirichlet_explicit_clients20_train2000_test500_val0.2_seed42.json,0.11282735923244618,0.11282735923244618,0.9497,0.9497000000000002,0.9497,0.9468902109248243,0.998631074606434,0.9720726222863806,743.0,491.0,12.0,8754.0,0.8595908611683285,0.6692214696348564,0.792,1.0,0.057703639399954654,10000.0,1.0,1.0,1.0,2.0,10,"[10, 10]",0,"[0, 1]",val,random_perturb,True
ifca,unsw_nb15,42,45,clustered,50,0.5,2,0.01,64,20,2,450,450,2440,3340,40.10213232040405,splits\unsw_nb15_fair20\unsw_nb15_dirichlet_explicit_clients20_train2000_test500_val0.2_seed42.json,0.10534083900628613,0.10534083900628612,0.9498,0.9498,0.9498,0.948058989373238,0.9973762263289984,0.9720925061151879,755.0,479.0,23.0,8743.0,0.861294762003916,0.6697585924254403,0.794,1.0,0.057011928576395296,10000.0,1.0,1.0,1.0,2.0,10,"[10, 10]",0,"[0, 1]",val,random_perturb,True
ifca,unsw_nb15,42,46,clustered,50,0.5,2,0.01,64,20,2,460,460,2500,3420,41.012187242507935,splits\unsw_nb15_fair20\unsw_nb15_dirichlet_explicit_clients20_train2000_test500_val0.2_seed42.json,0.11951345863272436,0.11951345863272436,0.9491,0.9491000000000002,0.9491,0.9461796174213769,0.9987451517225645,0.9717520395138465,736.0,498.0,11.0,8755.0,0.8574055502970546,0.6680216909429602,0.792,1.0,0.05820816093985446,10000.0,1.0,1.0,1.0,2.0,10,"[10, 10]",0,"[0, 1]",val,random_perturb,True
ifca,unsw_nb15,42,47,clustered,50,0.5,2,0.01,64,20,2,470,470,2560,3500,41.89797830581665,splits\unsw_nb15_fair20\unsw_nb15_dirichlet_explicit_clients20_train2000_test500_val0.2_seed42.json,0.10444680397203195,0.10444680397203192,0.9499,0.9499000000000001,0.9499,0.9480646210560555,0.9974903034451289,0.972149647006504,755.0,479.0,22.0,8744.0,0.861509930415236,0.6699020087453363,0.794,1.0,0.05697885572736608,10000.0,1.0,1.0,1.0,2.0,10,"[10, 10]",0,"[0, 1]",val,random_perturb,True
ifca,unsw_nb15,42,48,clustered,50,0.5,2,0.01,64,20,2,480,480,2620,3580,42.78887319564819,splits\unsw_nb15_fair20\unsw_nb15_dirichlet_explicit_clients20_train2000_test500_val0.2_seed42.json,0.0978242176597938,0.0978242176597938,0.9493,0.9492999999999998,0.9493,0.9508679986898133,0.9934976043805612,0.9717154811715482,784.0,450.0,57.0,8709.0,0.8636890658869789,0.6699918293611479,0.798,1.0,0.05684109428925518,10000.0,1.0,1.0,1.0,2.0,10,"[10, 10]",0,"[0, 1]",val,random_perturb,True
ifca,unsw_nb15,42,49,clustered,50,0.5,2,0.01,64,20,2,490,490,2680,3660,43.69839286804199,splits\unsw_nb15_fair20\unsw_nb15_dirichlet_explicit_clients20_train2000_test500_val0.2_seed42.json,0.10399732981203125,0.10399732981203123,0.9491,0.9491000000000002,0.9491,0.9479223174568732,0.9966917636322153,0.9716954901851749,754.0,480.0,29.0,8737.0,0.8596702537688393,0.668498512492372,0.794,1.0,0.05752729786805564,10000.0,1.0,1.0,1.0,2.0,10,"[10, 10]",0,"[0, 1]",val,random_perturb,True
